,Date (America/Chicago),"Maschhoff_BIBL_C_RM4  Temp shock - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4 Temp (°C) - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - data
(MO1936XX-P6TLS59Q)","Maschhoff_BIBL_WC_RM3 Temp shock - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3Temp (°C) - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - data
(MO201201-JPTKLQ7D)","Maschhoff_BIBL_EC_RM4 Temp shock - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4Temp (°C) - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - data
(MO201201-4C7S5KNG)","Maschhoff_BIBL_EE_RM3 Temp shock - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3Temp (°C) - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - data
(MO201201-KQQ77D7J)","Maschhoff_BIBL_WC_RM4 Temp shock - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4Temp (°C) - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - data
(MO201401-8FBZLPSJ)","Maschhoff_BIBL_WW_RM4 Temp shock - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4Temp (°C) - data
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - data
(MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM3 Temp shock - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3Temp (°C) - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - data
(MO201401-8HZ6MVH5)","Maschhoff_BIBL_EE_RM4 Temp shock - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4Temp (°C) - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - data
(MO201401-BGHDKCLJ)","Maschhoff_BIBL_EC_RM3 Temp shock - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3Temp (°C) - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - data
(MO202001-DSXZ8WVL)","Maschhoff_BIBL_C_RM3 Temp shock - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3Temp (°C) - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - data
(MO202101-CJSR9JKN)"
403,2022-03-18,green,14.5,green,96.0,green,13.5,green,99.0,green,15.5,green,99.0,green,14.0,green,97.0,green,15.0,green,96.0,green,14.5,green,97.0,green,13.5,green,98.0,green,15.0,green,99.0,green,14.0,green,98.0,green,14.5,green,98.0
404,2022-03-19,green,14.5,green,98.0,yellow,15.0,green,99.0,yellow,15.5,green,98.0,green,12.0,green,98.0,green,16.0,green,96.0,green,14.0,green,98.0,green,12.5,green,99.0,green,14.0,green,98.0,green,13.5,green,96.0,green,14.0,green,96.0
405,2022-03-20,green,15.5,green,96.0,yellow,15.0,green,98.0,yellow,16.0,green,98.0,yellow,14.0,green,99.0,green,16.0,green,96.0,green,15.0,green,98.0,yellow,13.5,green,98.0,green,15.5,green,98.0,green,15.0,green,98.0,green,15.0,green,97.0
406,2022-03-21,green,15.5,green,98.0,green,15.5,green,99.0,green,16.0,green,96.0,green,15.5,green,98.0,green,15.5,green,99.0,green,15.5,green,98.0,green,15.0,green,97.0,green,15.0,green,97.0,green,15.5,green,98.0,green,16.0,green,99.0
407,2022-03-22,green,12.5,green,98.0,green,12.5,green,97.0,green,13.0,green,98.0,green,12.5,green,96.0,green,13.0,green,98.0,green,13.0,green,97.0,green,12.5,green,98.0,green,13.0,green,98.0,green,13.0,green,98.0,green,13.5,green,96.0
408,2022-03-23,green,12.0,green,97.0,green,12.5,green,97.0,green,12.5,green,97.0,green,12.5,green,97.0,green,12.5,green,97.0,green,12.5,green,98.0,green,12.0,green,98.0,green,12.5,green,98.0,green,12.5,green,97.0,green,13.0,green,97.0
409,2022-03-24,green,13.0,green,97.0,blue,9.5,blue,,green,14.0,green,98.0,blue,9.5,blue,,green,14.5,green,97.0,green,11.0,green,96.0,blue,9.0,blue,,green,11.5,green,97.0,blue,9.5,blue,,blue,10.5,blue,
410,2022-03-25,green,19.0,green,97.0,blue,,blue,,green,20.0,green,98.0,blue,,blue,,green,19.0,green,96.0,green,15.0,green,97.0,blue,,blue,,green,16.0,green,96.0,blue,,blue,,blue,,blue,
411,2022-03-26,green,21.0,green,98.0,blue,,blue,,green,23.0,green,97.0,blue,,blue,,green,19.0,green,97.0,green,16.0,green,98.0,blue,,blue,,green,17.5,green,98.0,blue,,blue,,blue,,blue,
412,2022-03-27,green,26.5,green,96.0,blue,,blue,,green,28.0,green,96.0,blue,,blue,,green,26.5,green,97.0,green,23.0,green,98.0,blue,,blue,,green,24.0,green,97.0,blue,,blue,,blue,,blue,
413,2022-03-28,green,29.5,green,98.0,blue,,blue,,green,31.0,green,97.0,blue,,blue,,yellow,29.5,green,97.0,green,26.5,green,98.0,blue,,blue,,green,29.0,green,99.0,blue,,blue,,blue,,blue,
414,2022-03-29,green,28.0,green,95.0,blue,,blue,,green,30.5,green,94.0,blue,,blue,,green,29.0,green,92.0,green,25.0,green,98.0,blue,,blue,,green,28.0,green,97.0,blue,,blue,,blue,,blue,
415,2022-03-30,green,28.0,green,99.0,blue,,blue,,green,31.0,green,97.0,blue,,blue,,green,29.5,green,96.0,green,25.5,green,98.0,blue,,blue,,green,28.5,green,98.0,blue,,blue,,blue,,blue,
416,2022-03-31,green,27.0,green,99.0,blue,,blue,,green,30.0,green,98.0,blue,,blue,,green,28.0,green,98.0,green,24.5,green,97.0,blue,,blue,,yellow,27.5,green,99.0,blue,,blue,,blue,,blue,
417,2022-04-01,green,28.0,green,97.0,blue,,blue,,green,31.5,green,93.0,blue,,blue,,green,28.5,green,94.0,green,24.5,green,97.0,blue,,blue,,green,29.5,green,99.0,blue,,blue,,blue,,blue,
