Site,Room,Date,Age_days,Inventory,Euth,Dead,RMS_HiTemp,RMS_LowTemp,RMS_SetPoint,RMS_Water,VC_AveTemp,VC_HiTemp,VC_LowTemp,VC_SetTemp,VC_Water,Trt_Pen,Trt_Dex,"Trt_Ceftiofur_(Excede,Excenel,etc.)","Trt_Enroflaxin_(Baytril,Enrofloxin,Quelaxcin)","Trt_Tetracycline_(Biomycin,OTC,LA200)",Trt_Linco,Trt_Other,Trt_Total,Water_Med_YesNo,Water_Med_Type,Comments
4NL2,1South,4-Jan-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,51.5,55,33,0,0,0,0,0,0,0,0,0,,
4NL2,1South,5-Jan-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4,55.4,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,6-Jan-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,55.2,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,7-Jan-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9,55.1,59,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,8-Jan-21,1,908,0,0,NA,NA,NA,NA,NA,87.4,68.7,79.9,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,9-Jan-21,2,908,0,0,87.4,68.7,79.9,36,NA,84.2,80.6,83.5,107,2,2,0,18,0,0,0,22,1,neo,
4NL2,1South,10-Jan-21,3,908,0,0,84.2,80.6,83.5,116,NA,84,80.3,83.5,125,1,1,0,20,0,0,0,22,1,neo,
4NL2,1South,11-Jan-21,4,2860,0,0,84,80.3,83.5,123,NA,83.9,80.6,83.5,189,1,1,0,18,0,0,0,20,1,neo,
4NL2,1South,12-Jan-21,5,2860,0,0,83.9,80.6,83.5,246,NA,83.6,80.8,83.5,478,4,4,0,46,0,0,0,54,1,neo,
4NL2,1South,13-Jan-21,6,2860,0,0,83.6,80.8,83.5,495,NA,83.6,80.9,83.5,517,6,6,0,47,0,0,0,59,1,neo,
4NL2,1South,14-Jan-21,7,2859,0,1,83.6,80.9,83.5,502,NA,83.3,80.6,83.3,527,7,7,0,55,0,0,0,69,1,neo,
4NL2,1South,15-Jan-21,8,2858,1,0,83.3,80.6,83.3,540,NA,83.1,80.4,83.2,578,4,4,0,39,0,0,0,47,1,neo,
4NL2,1South,16-Jan-21,9,2858,0,0,83.1,80.4,83.2,559,NA,83.2,80.2,83.1,608,6,6,0,37,0,0,0,49,0,,
4NL2,1South,17-Jan-21,10,2858,0,0,83.2,80.2,83.1,609,NA,82.7,80,83,674,8,8,0,45,0,0,0,61,0,,
4NL2,1South,18-Jan-21,11,2858,0,0,82.7,80,83,676,NA,82.6,79.9,82.9,720,4,4,0,49,0,0,0,57,0,,
4NL2,1South,19-Jan-21,12,2858,0,0,82.6,79.9,82.9,710,NA,82.5,79.8,82.8,783,0,48,48,35,0,0,0,131,0,,
4NL2,1South,20-Jan-21,13,2857,0,1,82.5,79.8,82.8,796,NA,82.6,79.6,82.6,920,0,76,76,19,0,0,0,171,1,amox,
4NL2,1South,21-Jan-21,14,2857,0,0,82.6,79.6,82.6,936,NA,82.4,79.7,82.5,1013,0,91,91,19,0,0,0,201,1,amox,
4NL2,1South,22-Jan-21,15,2856,0,1,82.4,79.7,82.5,1035,NA,82.1,78.9,82.1,1087,0,74,74,17,0,0,0,165,1,amox,
4NL2,1South,23-Jan-21,16,2855,1,0,82.1,78.9,82.1,1099,NA,81.3,78.5,81.5,1168,0,63,63,16,0,0,0,142,1,amox,
4NL2,1South,24-Jan-21,17,2854,0,1,81.3,78.5,81.5,1147,NA,80.9,77.6,80.9,1155,0,61,61,6,0,0,0,128,1,amox,
4NL2,1South,25-Jan-21,18,2852,0,2,80.9,77.6,80.9,1148,NA,80.5,77.1,80.3,1144,0,28,28,65,0,0,0,121,1,amox,
4NL2,1South,26-Jan-21,19,2852,0,0,80.5,77.1,80.3,1164,78,79.7,75.1,79.8,1178,0,29,29,56,0,0,0,114,1,amox,
4NL2,1South,27-Jan-21,20,2851,1,0,79.7,75.1,79.8,1134,77.3,79.2,75.7,79.4,1142,0,41,41,33,0,0,0,115,0,,
4NL2,1South,28-Jan-21,21,2848,2,1,79.2,75.7,79.4,1153,77.1,80.4,75.5,79,1226,0,44,44,59,0,0,0,147,0,,
4NL2,1South,29-Jan-21,22,2848,0,0,80.4,75.5,79,1228,77,78.3,76.2,78.6,1198,23,79,56,8,0,0,0,166,0,,
4NL2,1South,30-Jan-21,23,2848,0,0,78.3,76.2,78.6,1236,76.9,78,76.3,78.3,1279,21,91,70,6,0,0,0,188,0,,
4NL2,1South,31-Jan-21,24,2845,1,2,78,76.3,78.3,1275,76.8,77.8,76.1,77.9,1351,35,146,44,2,0,0,0,227,1,CTC,
4NL2,1South,1-Feb-21,25,2844,0,1,77.8,76.1,77.9,1374,76.6,77.8,76.1,77.5,1454,47,182,135,1,0,0,0,365,1,CTC,
4NL2,1South,2-Feb-21,26,2843,0,1,77.8,76.1,77.5,1470,76.1,77.7,75.4,77.1,1507,43,141,94,2,0,0,0,280,1,CTC,
4NL2,1South,3-Feb-21,27,2841,0,2,77.7,75.4,77.1,1516,75.9,77.8,74.8,76.8,1550,27,114,87,6,0,0,0,234,1,CTC,
4NL2,1South,4-Feb-21,28,2838,0,3,77.8,74.8,76.8,1533,75.4,77.4,73.6,76.5,1490,30,109,79,4,0,0,0,222,1,CTC,
4NL2,1South,5-Feb-21,29,2834,0,4,77.4,73.6,76.5,1432,74.4,76,73.4,76.1,1584,26,139,113,6,0,0,0,284,1,CTC,
4NL2,1South,6-Feb-21,30,2832,0,2,76,73.4,76.1,1720,74.1,75.5,73.1,75.8,1455,67,102,35,24,0,0,0,228,1,CTC,
4NL2,1South,7-Feb-21,31,2831,0,1,75.5,73.1,75.8,1408,73.8,75.6,72.9,75.5,1483,52,73,21,87,0,0,0,233,1,kpen,
4NL2,1South,8-Feb-21,32,2829,1,1,75.6,72.9,75.5,1491,73.7,74.8,73,75.1,1488,37,37,0,72,0,0,0,146,1,kpen,
4NL2,1South,9-Feb-21,33,2827,1,1,74.8,73,75.1,1503,73.3,75.2,72.3,74.7,1585,0,98,98,4,0,0,0,200,1,kpen,
4NL2,1South,10-Feb-21,34,2826,0,1,75.2,72.3,74.7,1626,72.9,74.4,72.1,74.2,1708,35,93,58,3,0,0,0,189,1,kpen,
4NL2,1South,11-Feb-21,35,2824,1,1,74.4,72.1,74.2,1729,72.5,74.2,71.6,73.7,1793,40,117,77,6,0,0,0,240,1,kpen,
4NL2,1South,12-Feb-21,36,2821,3,0,74.2,71.6,73.7,1782,72.1,74.1,71.3,73.2,1832,36,1127,91,4,0,0,0,1258,1,kpen,
4NL2,1South,13-Feb-21,37,2821,0,0,74.1,71.3,73.2,1826,71.6,73.5,70.5,72.7,1861,32,32,0,96,0,0,0,160,1,kpen,
4NL2,1South,14-Feb-21,38,2821,0,0,73.5,70.5,72.7,1845,71.1,72.9,70.1,72.2,1890,17,124,107,8,0,0,0,256,1,kpen,
4NL2,1South,15-Feb-21,39,2820,1,0,72.9,70.1,72.2,1871,70.9,72.6,70.1,71.7,1974,12,106,94,4,0,0,0,216,1,kpen,
4NL2,1South,16-Feb-21,40,2819,0,1,72.6,70.1,71.7,1991,70.9,72.6,69.9,71.4,1978,10,81,71,6,0,0,0,168,1,kpen,
4NL2,1South,17-Feb-21,41,2816,0,3,72.6,69.9,71.4,1954,70.8,73,69.6,71.3,2026,12,112,100,20,0,0,0,244,0,,
4NL2,1South,18-Feb-21,42,2816,0,0,73,69.6,71.3,2045,71.3,73.4,70.3,71.3,2132,9,103,94,11,0,0,0,217,0,,
4NL2,1South,19-Feb-21,43,2812,3,1,73.4,70.3,71.3,2129,71.1,73.4,70.4,71.2,1981,12,102,90,10,0,0,0,214,0,,PCV2 Vaccine
4NL2,1South,20-Feb-21,44,2810,0,2,73.4,70.4,71.2,1885,71.5,73.4,70.4,71.1,1787,7,48,41,4,0,0,0,100,0,,PCV2 Vaccine
4NL2,1South,21-Feb-21,45,2810,0,0,73.4,70.4,71.1,1964,71.7,73.8,70.6,71,2414,9,60,51,9,0,0,0,129,0,,
4NL2,1South,22-Feb-21,46,2809,0,1,73.8,70.6,71,2361,72.2,74.6,71.2,70.9,2249,0,19,19,0,0,0,0,38,0,,
4NL2,1South,23-Feb-21,47,2807,0,2,74.6,71.2,70.9,2207,73.1,75.3,71.4,70.9,2243,2,30,28,5,0,0,0,65,0,,
4NL2,1South,24-Feb-21,48,2807,0,0,75.3,71.4,70.9,2268,73.2,75.2,71.3,70.8,2371,4,44,40,6,0,0,0,94,0,,
4NL2,1South,25-Feb-21,49,2806,0,1,75.2,71.3,70.8,2399,72.4,75.2,71,70.7,2467,7,56,49,5,0,0,0,117,0,,
4NL2,1South,26-Feb-21,50,2805,0,1,75.2,71,70.7,2465,72.8,75.3,71.3,70.6,2558,13,53,40,4,0,0,0,110,0,,
4NL2,1South,27-Feb-21,51,2805,0,0,75.3,71.3,70.6,2566,73.5,75.7,72.2,70.5,2642,5,65,60,2,0,0,0,132,0,,
4NL2,1South,28-Feb-21,52,2805,0,0,75.7,72.2,70.5,2662,73.4,75.3,72.4,70.5,2677,14,61,47,0,0,0,0,122,0,,
4NL2,1South,1-Mar-21,53,2804,1,0,75.3,72.4,70.5,2627,72.5,75,70.8,70.4,2591,9,49,40,3,0,0,0,101,0,,
4NL2,1South,2-Mar-21,54,2802,0,2,75,70.8,70.4,2662,72.5,75.2,70.6,70.3,3041,11,11,0,31,0,0,0,53,0,,
4NL2,1South,3-Mar-21,55,2801,0,1,75.2,70.6,70.3,3119,73.7,76.7,71.9,70.2,3090,15,15,0,35,0,0,0,65,0,,
4NL2,1South,4-Mar-21,56,2797,1,3,76.7,71.9,70.2,3081,73,74.9,71.9,70.2,2999,11,11,0,45,0,0,0,67,0,,
4NL2,1South,5-Mar-21,57,2795,0,2,74.9,71.9,70.2,2973,72.9,75.2,71.6,70.1,2935,12,12,0,42,0,0,0,66,0,,
4NL2,1South,6-Mar-21,58,2795,0,0,75.2,71.6,70.1,2957,73.6,76.8,71.9,70,2973,7,7,0,44,0,0,0,58,0,,
4NL2,1South,7-Mar-21,59,2793,0,2,76.8,71.9,70,2938,73.7,78,71.4,69.9,2850,2,2,0,57,0,0,0,61,1,asprin,
4NL2,1South,8-Mar-21,60,2773,19,1,78,71.4,69.9,2823,74.9,79.3,72.8,69.8,2738,27,27,0,57,0,0,0,111,1,asprin,
4NL2,1South,9-Mar-21,61,2771,0,2,79.3,72.8,69.8,2718,75.4,79,72.6,69.8,2726,5,5,0,50,0,0,0,60,1,Ctc,
4NL2,1South,10-Mar-21,62,2770,0,1,79,72.6,69.8,2640,75.8,78.8,73.1,69.7,2991,10,10,0,54,0,0,0,74,1,Ctc,
4NL2,1South,11-Mar-21,63,2768,0,2,78.8,73.1,69.7,3153,73.8,76.3,71.9,69.6,3030,9,9,0,45,0,0,0,63,1,Ctc,
4NL2,1South,12-Mar-21,64,2768,0,0,76.3,71.9,69.6,2954,73.5,76.2,72.1,69.5,2993,4,4,0,35,0,0,0,43,1,Ctc,
4NL2,1South,13-Mar-21,65,2768,0,0,76.2,72.1,69.5,2980,74,77.7,72.2,69.4,3128,3,3,0,14,0,0,0,20,1,Ctc,
4NL2,1South,14-Mar-21,66,2768,0,0,77.7,72.2,69.4,3164,73.3,75.2,72.3,69.4,3067,3,3,0,19,0,0,0,25,1,Ctc,
4NL2,1South,15-Mar-21,67,1881,0,1,75.2,72.3,69.4,3151,71.9,75.8,69.3,69.3,2439,0,0,0,14,0,0,0,14,0,,Shipped out 886
4NL2,1South,16-Mar-21,68,1873,8,0,75.8,69.3,69.3,2266,66,73.7,55.5,60.7,829,0,0,0,0,0,0,0,0,0,,Emptied
4NL2,1South,17-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,54.2,56,52.6,51.8,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,18-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,53.8,56.2,52.5,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,19-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,54.6,62.4,53.2,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,20-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,54.7,57.9,52.9,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,21-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,56.8,63,52.6,55,51,0,0,0,0,0,0,0,0,0,,
4NL2,1South,22-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,58.9,65.4,55.2,55,25,0,0,0,0,0,0,0,0,0,,
4NL2,1South,23-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,58.5,61.7,57,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,24-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,57.5,64.8,56.3,48.9,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,25-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,55,56.6,54.2,51,312,0,0,0,0,0,0,0,0,0,,
4NL2,1South,26-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,54.4,55.1,53.9,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,27-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,57.6,62.3,53.9,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,28-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,55.1,58.7,53.6,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,29-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,57.9,65,53.3,55,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,30-Mar-21,NA,NA,NA,NA,NA,NA,NA,NA,63.9,78.9,56.3,62,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,31-Mar-21,1,1270,0,0,NA,NA,NA,NA,79.4,84.2,72.8,81.1,54,0,0,0,0,0,0,0,0,0,,
4NL2,1South,1-Apr-21,2,1270,0,0,84.2,72.8,81.1,87,81.8,84.2,80.6,83.5,170,0,3,0,43,0,0,0,46,0,,Started filling
4NL2,1South,2-Apr-21,3,2252,0,0,84.2,80.6,83.5,167,81.7,83.8,80.4,83.5,219,0,1,0,58,0,0,0,59,0,,
4NL2,1South,3-Apr-21,4,2252,0,0,83.8,80.4,83.5,243,81.9,83.8,80.8,83.5,392,0,6,0,94,0,0,0,100,0,,
4NL2,1South,4-Apr-21,5,2252,0,0,83.8,80.8,83.5,394,82.1,83.8,81,83.5,402,0,12,0,147,0,0,0,159,0,,
4NL2,1South,5-Apr-21,6,3173,0,1,83.8,81,83.5,387,82.9,86.2,81.2,83.5,462,0,10,0,146,0,0,0,156,0,,
4NL2,1South,6-Apr-21,7,3173,0,0,86.2,81.2,83.5,509,83.1,86.9,81.3,83.5,640,0,16,0,143,0,0,0,159,0,,
4NL2,1South,7-Apr-21,8,3173,0,0,86.9,81.3,83.5,629,82.2,84.1,81.2,83.3,615,0,11,0,133,0,0,0,144,0,,
4NL2,1South,8-Apr-21,9,3171,0,2,84.1,81.2,83.3,576,81.5,83.2,80.7,83.2,621,0,12,0,131,0,0,0,143,0,,
4NL2,1South,9-Apr-21,10,3171,0,0,83.2,80.7,83.2,630,81.5,83.8,80.7,83.1,673,0,8,0,104,0,0,0,112,0,,
4NL2,1South,10-Apr-21,11,3169,0,2,83.8,80.7,83.1,669,81.2,83.1,80.6,83,772,0,13,0,115,0,0,0,128,1,Uniprim,
4NL2,1South,11-Apr-21,12,3169,0,0,83.1,80.6,83,793,81.2,83.1,80.5,82.9,661,0,11,0,91,0,0,0,102,1,Uniprim,
4NL2,1South,12-Apr-21,13,3168,1,0,83.1,80.5,82.9,726,81.1,82.9,80.3,82.8,1122,0,14,0,89,0,0,0,103,1,Uniprim,
4NL2,1South,13-Apr-21,14,3167,1,0,82.9,80.3,82.8,1142,81,82.7,80,82.6,1042,0,12,0,75,0,0,0,87,1,Uniprim,
4NL2,1South,14-Apr-21,15,3167,0,0,82.7,80,82.6,NA,80.8,82.4,79.9,82.5,1093,0,14,0,76,0,0,0,90,1,Uniprim,
4NL2,1South,15-Apr-21,16,3166,1,0,82.4,79.9,82.5,1109,80.7,82.3,79.7,82.1,1182,0,12,0,59,0,0,0,71,1,Uniprim,
4NL2,1South,16-Apr-21,17,3166,0,0,82.3,79.7,82.1,1183,80.4,82.4,79.1,81.1,1302,0,24,0,63,0,0,0,87,0,,
4NL2,1South,17-Apr-21,18,3164,1,1,82.4,79.1,81.1,1341,79.7,81.7,78.1,80.3,1382,0,27,0,67,0,0,0,94,0,,
4NL2,1South,18-Apr-21,19,3164,0,0,81.7,78.1,80.3,1410,79.5,81.5,77.9,79.8,1449,0,19,0,74,0,0,0,93,0,,
4NL2,1South,19-Apr-21,20,3163,0,1,81.5,77.9,79.8,1404,78.2,79.7,77.3,79.4,1281,0,25,0,69,0,0,0,94,0,,
4NL2,1South,20-Apr-21,21,3162,0,1,79.7,77.3,79.4,1274,77.7,79,77,79,1273,0,26,26,67,0,0,0,119,0,,
4NL2,1South,21-Apr-21,22,3161,0,1,79,77,79,1298,77.4,79.1,76.2,78.6,1351,0,47,4,57,0,0,0,108,0,,
4NL2,1South,22-Apr-21,23,3158,0,3,79.1,76.2,78.6,1356,77.6,80.2,75.9,78.3,1516,0,130,86,4,0,0,0,220,0,,
4NL2,1South,23-Apr-21,24,3154,3,1,80.2,75.9,78.3,1551,77.7,79.6,76.4,77.9,1543,0,150,60,6,0,0,0,216,1,Amoxicillin,
4NL2,1South,24-Apr-21,25,3153,0,1,79.6,76.4,77.9,1552,78.6,81.4,76.6,77.5,1614,0,145,35,4,0,0,0,184,1,Amoxicillin,
4NL2,1South,25-Apr-21,26,3151,0,2,81.4,76.6,77.5,1645,77.6,80.1,75.7,77.1,1680,0,190,30,4,0,0,0,224,1,Amoxicillin,
4NL2,1South,26-Apr-21,27,3145,0,6,80.1,75.7,77.1,1671,80,85.4,75.5,76.8,1837,0,141,39,6,0,0,0,186,1,Amoxicillin,
4NL2,1South,27-Apr-21,28,3143,0,2,85.4,75.5,76.8,1866,82.6,86.4,79.9,76.5,1986,0,187,65,3,0,0,0,255,1,Amoxicillin,
4NL2,1South,28-Apr-21,29,3142,0,1,86.4,79.9,76.5,1959,80.5,83.3,78.5,76.1,1745,0,162,74,2,0,0,0,238,0,,
4NL2,1South,29-Apr-21,30,3139,0,3,83.3,78.5,76.1,1808,78.6,81.8,76.4,75.8,1825,0,170,75,1,0,0,0,246,0,,
4NL2,1South,30-Apr-21,31,3138,0,1,81.8,76.4,75.8,1834,77.7,81,75.3,75.5,1701,0,265,96,6,0,0,0,367,1,CTC,
4NL2,1South,1-May-21,32,3131,1,6,81,75.3,75.5,1706,79.7,86,75.1,75.1,1891,0,251,131,25,0,0,0,407,1,CTC,
4NL2,1South,2-May-21,33,3130,0,1,86,75.1,75.1,1924,80.4,84.8,77.7,74.7,1940,0,199,142,50,0,0,0,391,1,CTC,
4NL2,1South,3-May-21,34,3130,0,0,84.8,77.7,74.7,1923,78.6,82.1,77.1,74.2,1947,0,152,127,25,0,0,0,304,1,CTC,
4NL2,1South,4-May-21,35,3130,0,0,82.1,77.1,74.2,1999,77.3,79,76.3,73.7,1592,0,106,83,31,0,0,0,220,0,,
4NL2,1South,5-May-21,36,3127,0,3,79,76.3,73.7,1586,76.8,79.8,73.9,73.2,2074,0,168,127,20,0,0,0,315,1,Sulfatrim (equisol),
4NL2,1South,6-May-21,37,3124,0,3,79.8,73.9,73.2,2091,76.3,77.5,74.8,72.7,1949,0,107,79,11,0,0,0,197,1,Sulfatrim (equisol),
4NL2,1South,7-May-21,38,3122,0,2,77.5,74.8,72.7,1914,75.7,78.1,72.9,72.2,1949,0,140,117,3,0,0,0,260,1,Sulfatrim (equisol),
4NL2,1South,8-May-21,39,3120,0,2,78.1,72.9,72.2,1944,74.4,76.5,72.2,71.7,1902,0,114,77,4,0,0,0,195,1,Sulfatrim (equisol),
4NL2,1South,9-May-21,40,3119,0,1,76.5,72.2,71.7,1896,74.2,76.1,72.1,71.4,1963,0,89,58,0,0,0,0,147,1,Sulfatrim (equisol),
4NL2,1South,10-May-21,41,3116,1,2,76.1,72.1,71.4,1993,75.2,78.9,73.5,71.3,2068,0,96,53,2,0,0,0,151,1,Sulfatrim (equisol),
4NL2,1South,11-May-21,42,3115,0,1,78.9,73.5,71.3,2065,74.9,77.4,73.2,71.3,2131,0,112,51,0,0,0,0,163,1,Sulfatrim (equisol),
4NL2,1South,12-May-21,43,3114,0,1,77.4,73.2,71.3,2136,75.3,79.9,72.5,71.2,2226,0,129,41,2,0,0,0,172,0,,
4NL2,1South,13-May-21,44,3113,0,1,79.9,72.5,71.2,2237,76.3,80,73.6,71.1,2296,0,124,43,1,0,0,0,168,0,,
4NL2,1South,14-May-21,45,3113,0,0,80,73.6,71.1,2303,76.5,80.2,74.3,71,2292,0,86,86,0,0,0,0,172,0,,
4NL2,1South,15-May-21,46,3112,0,1,80.2,74.3,71,2305,74.9,76,74,70.9,2218,0,95,34,1,0,0,0,130,0,,
4NL2,1South,16-May-21,47,3112,0,0,76,74,70.9,2215,76.5,80.3,74,70.9,2346,0,74,19,0,0,0,0,93,0,,
4NL2,1South,17-May-21,48,3105,3,4,80.3,74,70.9,2356,76.6,79.5,75.7,70.8,2353,0,85,83,0,0,0,0,168,0,,
4NL2,1South,18-May-21,49,3099,4,2,79.5,75.7,70.8,2367,76.9,79.3,75.9,70.7,2381,37,12,12,0,0,0,0,61,0,,
4NL2,1South,19-May-21,50,3097,0,2,79.3,75.9,70.7,2373,78.5,81.7,76.9,70.6,2484,50,14,14,0,0,0,0,78,0,,
4NL2,1South,20-May-21,51,3096,0,1,81.7,76.9,70.6,2496,80.1,84.1,76.8,70.5,2600,39,9,9,0,0,0,0,57,0,,
4NL2,1South,21-May-21,52,3091,4,1,84.1,76.8,70.5,2613,78.5,80.1,76.6,70.5,2617,38,7,7,0,0,0,0,52,0,,
4NL2,1South,22-May-21,53,3091,0,0,80.1,76.6,70.5,2650,80.3,85.2,76.6,70.4,2764,47,4,4,0,0,0,0,55,0,,
4NL2,1South,23-May-21,54,3087,0,4,85.2,76.6,70.4,2734,80.5,85.7,76.6,70.3,2833,47,7,7,0,0,0,0,61,0,,
4NL2,1South,24-May-21,55,3086,0,1,85.7,76.6,70.3,2884,82.7,89.5,76.5,70.2,3010,40,9,9,0,0,0,0,58,0,,
4NL2,1South,25-May-21,56,1944,4,1,89.5,76.5,70.2,3049,78.8,81.9,76.3,70.2,2057,39,9,9,0,0,0,0,57,0,,
4NL2,1South,26-May-21,NA,NA,NA,NA,NA,NA,NA,NA,76.4,79.4,72.2,60.7,325,0,0,0,0,0,0,0,0,0,,
4NL2,1South,27-May-21,NA,NA,NA,NA,NA,NA,NA,NA,67,72.2,62.3,49.2,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,28-May-21,NA,NA,NA,NA,NA,NA,NA,NA,56.3,62.3,52.1,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,29-May-21,NA,NA,NA,NA,NA,NA,NA,NA,56.7,65.3,48.8,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,30-May-21,NA,NA,NA,NA,NA,NA,NA,NA,60.4,70.4,51.2,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,31-May-21,NA,NA,NA,NA,NA,NA,NA,NA,59.2,61.9,57.1,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,1-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,65.3,75.1,53.4,45,1,0,0,0,0,0,0,0,0,0,,Nursery dump
4NL2,1South,2-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,70.5,76.9,63.4,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,3-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,74.3,80.5,66.7,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,4-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,76.9,81.8,70.6,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,5-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,78.8,84.5,72.8,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,6-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,79.2,83,74.3,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,7-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,79.4,82.4,77.3,45,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,8-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,79.6,84.8,75.5,53.2,0,0,0,0,0,0,0,0,0,0,,
4NL2,1South,9-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,83.9,91.5,75.8,79.3,NA,0,0,0,0,0,0,0,0,0,,
4NL2,1South,10-Jun-21,1,1021,0,0,91.5,75.8,79.3,69,86.6,92,82.5,83.5,151,20,0,0,17,0,0,0,37,0,,Started new lot
4NL2,1South,11-Jun-21,2,2082,0,0,92,82.5,83.5,147,87.6,94.6,82.8,83.5,209,14,0,0,21,0,0,0,35,1,Gen-Gard,
4NL2,1South,12-Jun-21,3,2082,0,0,94.6,82.8,83.5,266,87.5,92.3,83.4,83.3,377,27,0,0,51,0,0,0,78,1,Gen-Gard,
4NL2,1South,13-Jun-21,4,2082,0,0,92.3,83.4,83.3,361,85.8,91.3,81.4,83.2,354,26,0,0,39,0,0,0,65,0,,
4NL2,1South,14-Jun-21,5,3002,0,1,91.3,81.4,83.2,337,85.4,91,81.8,83.1,430,24,0,0,50,0,0,0,74,0,,
4NL2,1South,15-Jun-21,6,3001,0,1,91,81.8,83.1,494,85.8,91,81.3,83,631,23,0,0,39,0,0,0,62,1,Gen-Gard,
4NL2,1South,16-Jun-21,7,3000,0,1,91,81.3,83,605,84.8,90.8,80.8,82.9,759,23,0,0,42,0,0,0,65,1,Gen-Gard,
4NL2,1South,17-Jun-21,8,3000,0,0,90.8,80.8,82.9,762,85.8,90.9,81,82.8,792,37,0,0,30,0,0,0,67,1,Gen-Gard,
4NL2,1South,18-Jun-21,9,3000,0,0,90.9,81,82.8,799,87.2,90.6,84.7,82.6,873,37,0,0,37,0,0,0,74,0,,
4NL2,1South,19-Jun-21,10,3000,0,0,90.6,84.7,82.6,883,85.3,90,81.2,82.1,915,54,0,0,45,0,0,0,99,0,,
4NL2,1South,20-Jun-21,11,2999,0,1,90,81.2,82.1,886,83.5,86.2,80.8,81.5,932,43,0,0,35,0,0,0,78,0,,
4NL2,1South,21-Jun-21,12,2999,0,0,86.2,80.8,81.5,947,80.8,82.8,78.5,80.9,969,35,0,0,38,0,0,0,73,0,,
4NL2,1South,22-Jun-21,13,2997,0,2,82.8,78.5,80.9,967,80.3,83.3,78.3,80.3,1046,37,0,0,20,0,0,0,57,0,,
4NL2,1South,23-Jun-21,14,2997,0,0,83.3,78.3,80.3,1058,80.7,84.1,78.5,79.8,1168,37,0,0,32,0,0,0,69,0,,
4NL2,1South,24-Jun-21,15,2997,0,0,84.1,78.5,79.8,1177,81.2,83.8,79.9,79.4,1248,33,0,0,27,0,0,0,60,1,Gen-Gard,
4NL2,1South,25-Jun-21,16,2994,1,2,83.8,79.9,79.4,1279,82,86.2,79.9,79,1369,42,0,0,50,0,0,0,92,1,Gen-Gard,
4NL2,1South,26-Jun-21,17,2993,0,1,86.2,79.9,79,1370,81.8,84.8,80.6,78.6,1369,31,0,0,54,0,0,0,85,0,,
