Site,Room,Date,Age_days,Inventory,Euth,Dead,RMS_HiTemp,RMS_LowTemp,RMS_SetPoint,RMS_Water,VC_AveTemp,VC_HiTemp,VC_LowTemp,VC_SetTemp,VC_Water,Trt_Pen,Trt_Dex,"Trt_Ceftiofur_(Excede,Excenel,etc.)","Trt_Enroflaxin_(Baytril,Enrofloxin,Quelaxcin)","Trt_Tetracycline_(Biomycin,OTC,LA200)",Trt_Linco,Trt_Other,Trt_Total,Water_Med_YesNo,Water_Med_Type,Comments
CON2,1,30-Apr-21,147,738,0,0,69.1,64.6,61,1403,70.51457273,79.99919891,60.29639816,NA,1433,0,0,0,0,0,0,0,0,0,,
CON2,1,1-May-21,148,738,0,0,72,66.1,61,1454,77.48386577,90.60160065,63.1739006,NA,1438,0,0,0,0,0,0,0,0,0,,
CON2,1,2-May-21,149,738,0,0,73.1,67.2,61,1492,74.58726351,84.83010101,65.66940308,NA,1485,0,0,0,0,0,0,0,0,0,,
CON2,1,3-May-21,150,582,0,0,70.2,66.6,61,1250,68.1608483,72.81749725,62.72040176,NA,1248,0,0,0,0,0,0,0,0,0,,
CON2,1,4-May-21,151,582,0,0,63.4,62.3,60.9,1195,65.9305497,72.77320099,60.10079956,NA,1194,0,0,0,0,0,0,0,0,0,,
CON2,1,5-May-21,152,507,0,0,65.1,62.7,60.9,1103,66.07002867,73.66819763,59.48759842,NA,1195,0,0,0,0,0,0,0,0,0,,
CON2,1,6-May-21,153,507,0,0,66.2,63.9,60.9,1018,66.02033843,71.46589661,59.16859818,NA,1016,0,0,0,0,0,0,0,0,0,,
CON2,1,7-May-21,154,507,0,0,65.2,63.9,60.8,910,66.77800633,72.64060211,60.36180115,NA,978,0,0,0,0,0,0,0,0,0,,
CON2,1,8-May-21,155,507,0,0,66.1,63.2,60.7,971,64.81664744,69.33319855,60.65739822,NA,970,0,0,0,0,0,0,0,0,0,,
CON2,1,9-May-21,156,507,0,0,69.9,63.5,60.7,863,65.9349572,71.59470367,60.16579819,NA,971,0,0,0,0,0,0,0,0,0,,
CON2,1,10-May-21,157,352,0,0,68.9,64.1,60.8,790,65.75637267,71.29450226,60.19850159,NA,789,0,0,0,0,0,0,0,0,0,,
CON2,1,11-May-21,158,352,0,0,69.2,62.7,60.8,NA,65.62325008,71.85379791,60.10079956,NA,790,0,0,0,0,0,0,0,0,0,,
CON2,1,12-May-21,159,283,0,0,NA,NA,NA,NA,65.9190645,73.08429718,60.5257988,NA,588,0,0,0,0,0,0,0,0,0,,
CON2,1,13-May-21,160,194,0,0,NA,NA,NA,NA,66.46759529,74.2602005,59.48759842,NA,454,0,0,0,0,0,0,0,0,0,,
CON2,1,14-May-21,161,193,1,0,NA,NA,NA,NA,63.96462441,66.42209625,62.1006012,NA,348,0,0,0,0,0,0,0,0,0,,
CON2,1,15-May-21,162,193,0,0,NA,NA,NA,NA,68.14163251,76.66680145,62.58179855,NA,355,0,0,0,0,0,0,0,0,0,,
CON2,1,16-May-21,163,195,0,0,NA,NA,NA,NA,65.01331703,68.32659912,62.75500107,NA,356,0,0,0,0,0,0,0,0,0,,
CON2,1,17-May-21,164,108,0,0,NA,NA,NA,NA,65.39180387,68.60600281,62.44369888,NA,391,0,0,0,0,0,0,0,0,0,,
CON2,1,18-May-21,NA,NA,NA,NA,NA,NA,NA,NA,66.29615207,69.04889679,63.52629852,NA,237,0,0,0,0,0,0,0,0,0,,
CON2,1,19-May-21,NA,NA,NA,NA,NA,NA,NA,NA,69.45468635,77.55000305,63.49079895,NA,122,0,0,0,0,0,0,0,0,0,,
CON2,1,20-May-21,NA,NA,NA,NA,NA,NA,NA,NA,68.95804621,74.07710266,65.15049744,NA,128,0,0,0,0,0,0,0,0,0,,
CON2,1,21-May-21,NA,NA,NA,NA,NA,NA,NA,NA,71.49256852,79.58110046,65.15049744,NA,116,0,0,0,0,0,0,0,0,0,,
CON2,1,22-May-21,NA,NA,NA,NA,NA,NA,NA,NA,71.28817583,80.47450256,65.40910339,NA,123,0,0,0,0,0,0,0,0,0,,
CON2,1,23-May-21,NA,NA,NA,NA,NA,NA,NA,NA,75.83889787,83.27200317,67.46060181,NA,126,0,0,0,0,0,0,0,0,0,,
CON2,1,24-May-21,NA,NA,NA,NA,NA,NA,NA,NA,74.54726477,85.00669861,67.46060181,NA,132,0,0,0,0,0,0,0,0,0,,
CON2,1,25-May-21,NA,NA,NA,NA,NA,NA,NA,NA,75.8343865,86.3852005,68.24710083,NA,175,0,0,0,0,0,0,0,0,0,,
CON2,1,26-May-21,NA,NA,NA,NA,NA,NA,NA,NA,69.59793814,80.15699768,61.32229996,NA,176,0,0,0,0,0,0,0,0,0,,
CON2,1,27-May-21,NA,NA,NA,NA,NA,NA,NA,NA,64.55985145,73.57769775,54.38249969,NA,135,0,0,0,0,0,0,0,0,0,,
CON2,1,28-May-21,NA,NA,NA,NA,NA,NA,NA,NA,54.4409629,62.82460022,49.50989914,NA,5,0,0,0,0,0,0,0,0,0,,
CON2,1,29-May-21,NA,NA,NA,NA,NA,NA,NA,NA,53.97527632,62.58179855,47.21300125,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,30-May-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,0,0,0,0,0,0,0,0,0,,
CON2,1,31-May-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5247,0,0,0,0,0,0,0,0,0,,
CON2,1,1-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,2-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,69.74897316,82.70890045,56.43579865,NA,17,0,0,0,0,0,0,0,0,0,,
CON2,1,3-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,73.9097331,85.48120117,60.5257988,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,4-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,78.61941551,91.14129639,67.188797,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,5-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,80.75082749,91.14129639,70.82720184,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,6-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,7-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,8-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,9-Jun-21,NA,NA,NA,NA,NA,NA,NA,NA,82.25574933,93.58319855,67.57759857,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,10-Jun-21,1,332,0,0,NA,NA,NA,NA,84.91847862,97.24420166,71.81040192,NA,46,0,0,0,0,0,0,0,0,0,,Start new lot
CON2,1,11-Jun-21,2,332,0,0,NA,NA,NA,NA,83.75429405,86.44619751,79.84190369,NA,40,0,0,0,0,0,0,0,0,0,,
CON2,1,12-Jun-21,3,332,0,0,NA,NA,NA,NA,84.28371832,88.69879913,81.44120026,NA,41,0,0,0,0,0,0,0,0,0,,
CON2,1,13-Jun-21,4,332,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,14-Jun-21,5,994,0,0,NA,NA,NA,77,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,15-Jun-21,6,993,1,0,94.3,82.7,85,152,NA,NA,NA,NA,152,0,0,0,0,0,0,0,0,0,,
CON2,1,16-Jun-21,7,993,0,0,94.3,82.8,85,158,NA,NA,NA,NA,158,0,0,0,0,0,0,0,0,1,Gengard,
CON2,1,17-Jun-21,8,992,0,1,92.6,83,85,144,90.79555545,98.18830109,82.54149628,NA,212,0,0,0,0,0,0,12,12,1,Gengard,
CON2,1,18-Jun-21,9,992,0,0,90.1,83.1,84.7,210,86.77311705,94.74590302,80.90139771,NA,243,0,0,0,15,0,0,0,15,1,Gengard,
CON2,1,19-Jun-21,10,1463,0,0,89.3,84.2,84.7,239,85.66019526,95.33889771,80.26260376,NA,239,0,0,0,0,0,0,0,0,1,Gengard,
CON2,1,20-Jun-21,11,1463,0,0,86.6,82.9,84.7,263,NA,NA,NA,NA,NA,0,0,0,16,0,0,0,16,1,Uniprim,
CON2,1,21-Jun-21,12,1462,0,1,86.7,83.1,84.7,279,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,Uniprim,
CON2,1,22-Jun-21,13,1461,1,0,89.8,82.2,84.3,297,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,40,1,Uniprim,
CON2,1,23-Jun-21,14,1460,0,1,88.9,81.8,84,357,NA,NA,NA,NA,357,0,0,0,0,0,0,0,0,1,Uniprim,
CON2,1,24-Jun-21,15,1460,0,0,84.5,81.8,83.7,401,85.07300558,91.75650024,80.31549835,NA,400,0,0,0,40,0,0,0,40,1,Uniprim,
CON2,1,25-Jun-21,16,1459,0,1,89.3,81.4,83.4,387,84.0741318,91.68769836,80.84790039,NA,401,0,0,0,40,0,0,75,115,1,Penn,
CON2,1,26-Jun-21,17,1459,0,0,83.8,81.1,83.1,NA,82.35665835,85.84059906,79.78959656,NA,366,0,0,0,100,0,0,75,175,1,Penn,
CON2,1,27-Jun-21,18,1454,1,4,85.6,80.7,82.8,358,NA,NA,NA,NA,NA,0,0,0,40,0,0,0,40,1,Penn,
CON2,1,28-Jun-21,19,1450,4,0,83.6,80.4,82.5,385,NA,NA,NA,NA,NA,0,0,0,40,0,0,0,40,1,Penn,
CON2,1,29-Jun-21,20,1450,1,0,88.7,80.1,82.2,386,NA,NA,NA,NA,NA,0,0,0,35,0,0,0,35,1,Penn,
CON2,1,30-Jun-21,21,1447,3,0,89.8,79.9,81.9,419,NA,NA,NA,NA,417,0,0,0,40,0,0,0,40,1,Penn,
CON2,1,1-Jul-21,22,1443,4,0,87.2,79.6,81.2,410,85.30684664,91.82530212,79.167099,NA,419,0,0,0,0,0,0,100,100,1,Penn,
CON2,1,2-Jul-21,23,1441,2,0,88.1,76,80.9,443,84.13921399,91.48200226,77.35220337,NA,441,0,0,0,0,0,0,0,0,0,,
CON2,1,3-Jul-21,24,1440,0,1,82.2,78.7,80.6,453,84.4222807,91.75650024,76.81279755,NA,453,0,0,0,0,0,0,45,45,0,,
CON2,1,4-Jul-21,25,1437,0,3,84.5,79.6,80.3,425,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,5-Jul-21,26,1427,10,0,91.6,80.2,79.9,481,NA,NA,NA,NA,480,0,0,0,0,0,0,60,60,1,Amox,
CON2,1,6-Jul-21,27,1422,4,1,89.4,80.4,79.6,461,83.46489333,89.93609619,81.9878006,NA,481,0,0,0,0,0,0,0,0,1,Amox,
CON2,1,7-Jul-21,28,1416,0,6,82.6,79,79.3,432,80.54730522,84.71269989,76.76409912,NA,461,75,0,0,0,0,0,35,110,1,Amox,
CON2,1,8-Jul-21,29,1414,0,2,80.5,76.8,79,447,79.51167904,85.06569672,75.84919739,NA,446,0,0,0,0,40,0,0,40,1,Amox,
CON2,1,9-Jul-21,30,1409,2,3,80.9,70.7,78.7,453,81.32417944,89.80419922,76.42469788,NA,465,0,0,0,0,30,0,0,30,1,Amox,
CON2,1,10-Jul-21,31,1403,6,0,81.5,77.1,78.4,461,79.35412538,84.83010101,75.8015976,NA,467,0,0,0,0,40,0,0,40,1,Amox,
CON2,1,11-Jul-21,32,1391,10,2,82,76.1,78.1,469,NA,NA,NA,NA,313,0,0,0,0,40,0,0,40,1,CTC,
CON2,1,12-Jul-21,33,1371,15,5,86.5,75.7,77.9,510,82.82338993,89.34559631,75.32859802,NA,342,0,0,70,0,0,0,20,90,1,amox,
CON2,1,13-Jul-21,34,1371,0,0,89.3,77.1,77.6,523,80.51980299,88.18800354,75.04720306,NA,212,0,0,50,0,0,0,0,50,1,amox,
CON2,1,14-Jul-21,35,1368,3,0,81.1,76.6,77.4,541,81.28419858,87.80899811,76.52140045,NA,303,0,0,80,0,0,0,0,80,1,amox,
CON2,1,15-Jul-21,36,1364,0,4,86.5,75.3,77.1,573,80.67309733,88.44270325,75.14080048,NA,310,0,0,30,0,0,0,0,30,1,amox,
CON2,1,16-Jul-21,37,1356,8,0,83.1,74.9,76.9,533,80.80005861,87.99810028,74.62870026,NA,532,0,0,35,0,0,0,0,35,1,equisol,
CON2,1,17-Jul-21,38,1348,8,0,81.5,74.7,76.7,564,81.07471028,87.87190247,74.35199738,NA,562,0,0,100,0,0,0,0,100,1,equisol,
CON2,1,18-Jul-21,39,1344,4,0,86.4,74.4,76.4,572,81.28907623,88.44270325,74.2602005,NA,581,0,0,25,20,0,0,0,45,1,equisol,
CON2,1,19-Jul-21,40,1340,4,0,80.3,74.2,76.2,610,81.26556982,89.4108963,73.94039917,NA,609,0,0,80,0,0,0,0,80,1,equisol,
CON2,1,20-Jul-21,41,1336,0,4,80.9,73.9,75.9,630,81.39385417,89.34559631,73.80400085,NA,629,0,0,50,0,40,0,0,90,1,equisol,
CON2,1,21-Jul-21,42,1334,0,2,83.1,75.6,75.7,636,82.04390285,89.93609619,75.23459625,NA,635,0,0,0,30,0,0,0,30,1,equisol,
CON2,1,22-Jul-21,43,1331,0,3,82.2,76.2,75.5,667,81.74155469,88.50650024,75.75409698,NA,665,0,0,0,25,0,0,0,25,1,equisol,
CON2,1,23-Jul-21,44,1330,0,1,84.5,77.8,75.1,725,83.43531083,90.53450012,77.50050354,NA,723,0,0,0,30,0,0,0,30,0,,
CON2,1,24-Jul-21,45,1317,13,0,84.6,79.3,74.9,NA,83.31756624,89.28050232,78.35089874,NA,745,0,0,25,0,0,0,0,25,0,,
CON2,1,25-Jul-21,46,1314,3,0,85.9,77.2,74.8,752,82.02038705,87.87190247,76.37650299,NA,750,0,0,30,0,50,0,0,80,0,,
CON2,1,26-Jul-21,47,1314,0,0,82.5,76.5,74.7,763,81.53219886,88.44270325,75.99240112,NA,752,0,0,0,0,35,0,0,35,0,,
CON2,1,27-Jul-21,48,1312,0,2,83.9,76.9,74.4,749,83.47162405,92.3105011,76.28009796,NA,791,0,0,0,0,0,0,0,0,0,,
CON2,1,28-Jul-21,49,1312,0,0,89.6,77.1,74.3,732,85.54298912,93.79889679,77.998703,NA,831,0,0,0,0,0,0,0,0,0,,
CON2,1,29-Jul-21,50,1312,0,0,86.1,76.7,74.1,791,83.29425557,87.62059784,77.55000305,NA,790,0,0,0,0,0,0,0,0,0,,
CON2,1,30-Jul-21,51,1309,0,3,83.4,77,74.1,794,79.71385456,84.83010101,76.56980133,NA,793,0,0,0,0,35,0,0,35,1,CTC,
CON2,1,31-Jul-21,52,1307,0,2,81.8,77,73.9,843,79.49679135,84.71269989,76.32830048,NA,843,0,0,25,0,0,0,75,100,1,CTC,
CON2,1,1-Aug-21,53,1307,0,0,81.5,74.5,73.8,880,78.53341973,83.38549805,74.2602005,NA,879,0,0,0,0,45,0,0,45,1,CTC,
CON2,1,2-Aug-21,54,1298,9,0,81.8,72.6,73.6,919,78.20797168,84.83010101,72.24539948,NA,918,0,0,0,0,20,0,0,20,1,CTC,
CON2,1,3-Aug-21,55,1298,0,0,81.6,72.7,73.5,954,78.54061155,85.12480164,72.46450043,NA,932,0,0,0,0,40,0,0,40,1,CTC,
CON2,1,4-Aug-21,56,1285,0,0,88,73.7,73.3,961,78.95016815,85.12480164,73.26309967,NA,938,0,0,0,0,0,0,0,0,1,CTC,
CON2,1,5-Aug-21,57,1285,0,0,84.6,74.1,73.1,939,79.59219697,85.06569672,75.47000122,NA,940,0,0,0,0,0,0,0,0,1,CTC,
CON2,1,6-Aug-21,58,1285,0,0,81.4,76.3,73.1,931,80.71129808,86.02140045,75.42279816,NA,979,0,0,0,0,15,0,25,40,0,,
CON2,1,7-Aug-21,59,1284,0,1,79.5,77.9,72.9,963,80.45666385,84.01519775,77.30290222,NA,949,0,0,0,0,0,0,15,15,0,,
CON2,1,8-Aug-21,60,1283,0,1,81.6,76.8,72.8,970,79.31727873,84.13069916,75.51719666,NA,969,0,0,0,0,0,0,0,0,0,,
CON2,1,9-Aug-21,61,1282,0,1,80.3,76.6,72.5,1036,82.46891179,89.34559631,75.89700317,NA,1035,0,0,0,0,0,0,12,12,0,,
CON2,1,10-Aug-21,62,1281,0,1,82.3,77.4,72.1,1081,81.78332954,87.55799866,77.20429993,NA,1079,0,0,0,0,0,0,25,25,0,,
CON2,1,11-Aug-21,63,1279,0,2,83.7,77.7,71.8,1133,81.83921148,88.18800354,75.04720306,NA,1541,0,0,0,0,0,0,20,20,0,,
CON2,1,12-Aug-21,64,1278,0,1,81.1,74.7,71.6,1192,79.33054369,87.30840302,73.17350006,NA,4225,0,0,0,0,0,0,10,10,0,,
CON2,1,13-Aug-21,65,1278,0,0,82.3,75.6,71.5,1208,78.45409953,84.01519775,72.99510193,NA,1201,0,0,0,0,0,0,0,0,0,,
CON2,1,14-Aug-21,66,1276,0,2,80.7,71.9,71.2,1234,78.10073226,84.59570313,71.55180359,NA,1231,0,0,0,0,0,0,2,2,0,,
CON2,1,15-Aug-21,67,1275,0,1,80,73.7,70.8,1264,78.17002597,84.07289886,72.46450043,NA,1261,0,0,0,0,0,0,3,3,0,,
CON2,1,16-Aug-21,68,1275,0,0,81,74.1,70.8,1312,78.6457189,85.42160034,72.64060211,NA,1310,0,0,0,0,3,0,0,3,0,,
CON2,1,17-Aug-21,69,1274,0,1,79.8,73.8,70.6,1367,79.94468863,88.37889862,71.81040192,NA,1364,0,0,0,0,3,0,0,3,0,,
CON2,1,18-Aug-21,70,1274,0,0,86.8,74.3,70.3,1437,79.76164201,87.62059784,72.81749725,NA,1432,0,0,0,0,0,0,0,0,0,,
CON2,1,19-Aug-21,71,1273,0,0,79.9,74.2,70.1,NA,80.53717398,88.25150299,72.99510193,NA,1437,0,0,0,0,2,0,0,2,0,,
CON2,1,20-Aug-21,72,1274,0,0,78,75,70,NA,80.91518233,90.60160065,73.89479828,NA,1409,0,0,0,0,0,0,0,0,0,,
CON2,1,21-Aug-21,73,1273,0,1,79.6,74.8,70,NA,76.36288583,81.38690186,70.61640167,NA,1411,0,0,0,0,0,0,0,0,0,,
CON2,1,22-Aug-21,74,1271,0,2,79,75,69.8,NA,77.25880926,83.15879822,70.53250122,NA,1481,0,0,0,0,0,0,0,0,0,,
CON2,1,23-Aug-21,75,1271,0,0,78,75,69.6,NA,83.23482693,92.87169647,73.89479828,NA,1699,0,0,0,0,3,0,0,3,0,,
CON2,1,24-Aug-21,76,1269,2,0,87,75,69.4,NA,82.29983076,89.15049744,75.00050354,NA,1691,0,0,0,0,2,0,0,2,0,,
CON2,1,25-Aug-21,77,1269,0,0,81,75,69.3,NA,80.63163268,87.49549866,74.67500305,NA,1647,0,0,0,0,0,0,0,0,0,,
CON2,1,26-Aug-21,78,1269,0,0,77,74,69.2,NA,78.00022795,85.06569672,73.75869751,NA,1654,0,0,0,0,0,0,0,0,0,,
CON2,1,27-Aug-21,79,1269,0,0,87,75,69.1,NA,82.1254631,90.87059784,74.72129822,NA,1826,0,2,0,0,0,2,0,4,0,,
CON2,1,28-Aug-21,80,1269,0,0,82,77,69,NA,82.55925314,90.46759796,76.66680145,NA,1913,0,0,0,0,0,0,0,0,0,,
CON2,1,29-Aug-21,81,1269,0,0,79,74,68.8,NA,76.79477019,81.17050171,71.42289734,NA,1917,0,2,0,0,0,2,0,4,0,,
CON2,1,30-Aug-21,82,1269,0,0,74,73,68.8,NA,77.37924982,84.77130127,69.61959839,NA,1776,0,2,0,0,0,2,0,4,0,,
CON2,1,31-Aug-21,83,1269,0,0,85,72,68.7,NA,75.57152753,81.2786026,71.33730316,NA,1780,0,3,0,0,0,3,0,6,0,,
CON2,1,1-Sep-21,84,1269,0,0,75,72,68.5,NA,75.31272724,82.0428009,69.12989807,NA,1775,0,2,0,0,0,2,0,4,0,,
CON2,1,2-Sep-21,85,1269,0,0,76,72,68.3,NA,74.64228563,79.27020264,70.82720184,NA,1777,0,3,0,0,0,3,0,6,0,,
CON2,1,3-Sep-21,86,1265,3,1,75,73,68.2,NA,75.27465798,80.63410187,71.59470367,NA,1774,0,3,0,0,0,3,0,6,0,,
CON2,1,4-Sep-21,87,1265,0,0,74,72,68.1,NA,74.91006007,80.74079895,71.03890228,NA,1854,0,0,0,0,0,0,0,0,0,,
CON2,1,5-Sep-21,88,1265,0,0,75,73,68,NA,76.79377244,84.42070007,69.94920349,NA,1950,0,0,0,0,0,0,0,0,0,,
CON2,1,6-Sep-21,89,1265,0,0,77,72,67.8,NA,78.3645154,88.69879913,69.94920349,NA,1990,0,0,0,0,0,0,0,0,0,,
CON2,1,7-Sep-21,90,1265,0,0,77,72,67.7,NA,76.74058253,81.87789917,69.66059875,NA,2027,0,10,0,0,0,10,0,20,0,,
CON2,1,8-Sep-21,91,1265,0,0,76,71,67.6,NA,74.7007079,80.47450256,68.44609833,NA,2055,0,0,0,0,0,0,0,0,0,,
CON2,1,9-Sep-21,92,1265,0,0,76,71,67.4,NA,74.66401548,81.71360016,67.93070221,NA,2108,0,8,0,0,0,8,0,16,0,,
CON2,1,10-Sep-21,93,1265,0,0,75,71,67.3,NA,76.87694346,87.06030273,68.64610291,NA,2115,0,0,0,0,0,3,0,3,0,,
CON2,1,11-Sep-21,94,1264,0,1,77,71,67.2,NA,79.88202762,93.51159668,70.11499786,NA,2113,0,0,0,0,0,4,0,4,0,,
CON2,1,12-Sep-21,95,1264,0,0,80,71,67,NA,75.14386576,80.63410187,71.12400055,NA,2086,0,0,0,0,0,0,0,0,0,,
CON2,1,13-Sep-21,96,1262,2,0,73,71,66.9,NA,76.72187644,85.78050232,70.19809723,NA,2123,0,0,0,0,0,6,0,6,0,,
CON2,1,14-Sep-21,97,1262,0,0,75,71,66.7,NA,73.66656678,80.05169678,68.84700012,NA,2101,0,0,0,0,0,4,0,4,0,,
CON2,1,15-Sep-21,98,1261,0,1,75,70,66.2,NA,75.22731615,83.67060089,68.20739746,NA,2196,0,0,0,0,0,3,0,3,0,,
CON2,1,16-Sep-21,99,1261,0,0,75,70,65.9,NA,78.43377329,90.20110321,68.92759705,NA,2310,0,0,0,0,0,0,0,0,0,,
CON2,1,17-Sep-21,100,1261,0,0,76,70,65.6,NA,73.16267989,77.25360107,67.65579987,NA,2314,0,0,0,0,0,0,0,0,0,,
CON2,1,18-Sep-21,101,1260,0,1,71,69,65.3,NA,70.04546652,74.16850281,66.8035965,NA,122,0,0,0,0,0,3,0,3,0,,
CON2,1,19-Sep-21,102,1259,1,0,76,69,65,NA,NA,NA,NA,NA,2262,0,0,0,0,0,0,0,0,0,,
CON2,1,20-Sep-21,103,1259,0,0,74,70,64.6,NA,70.12233821,74.39810181,67.61669922,NA,2215,0,0,0,0,0,0,0,0,0,,
CON2,1,21-Sep-21,104,1259,0,0,73,67,64.3,NA,70.48168246,77.05709839,65.59480286,NA,2240,0,0,0,0,0,0,0,0,0,,
CON2,1,22-Sep-21,105,1259,0,0,69,67,64,NA,70.22254536,77.25360107,63.52629852,NA,2271,0,0,0,0,0,3,0,3,0,,
CON2,1,23-Sep-21,106,1259,0,0,72,66,63.7,NA,71.14846026,80.74079895,62.92900085,NA,2234,0,0,0,0,0,2,0,2,0,,
CON2,1,24-Sep-21,107,1259,0,0,70,68,63.4,NA,69.95440669,75.8015976,65.07689667,NA,2238,0,0,0,0,0,0,0,0,0,,
CON2,1,25-Sep-21,108,1259,0,0,68,66,63,NA,70.92340743,79.78959656,62.54729843,NA,2210,0,0,0,0,0,0,0,0,0,,
CON2,1,26-Sep-21,109,1259,0,0,68,65,62.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,27-Sep-21,110,1259,0,0,71,66,62.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,28-Sep-21,111,1259,0,0,72,64,62.4,NA,NA,NA,NA,NA,2348,0,0,0,0,0,0,0,0,0,,
CON2,1,29-Sep-21,112,1259,0,0,72.2,68.6,62.3,NA,75.75609503,87.30840302,65.85620117,NA,2324,0,0,0,0,0,0,0,0,0,,
CON2,1,30-Sep-21,113,1259,0,0,73,70,62.1,NA,75.20935287,85.84059906,68.88729858,NA,2330,0,0,0,0,0,0,0,0,0,,
CON2,1,1-Oct-21,114,1257,0,2,72,67,62,NA,72.35258102,79.52919769,66.57430267,NA,2302,0,0,0,0,0,0,0,0,0,,
CON2,1,2-Oct-21,115,1255,0,2,71,66,61.9,NA,70.14218816,75.04720306,65.48329926,NA,2110,0,0,0,0,0,0,0,0,0,,
CON2,1,3-Oct-21,116,1254,0,1,70,65,61.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,4-Oct-21,117,1252,2,0,67,66,61.7,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,5-Oct-21,118,1252,0,0,70,65,61.6,NA,NA,NA,NA,NA,2106,0,0,0,0,0,0,0,0,0,,
CON2,1,6-Oct-21,119,1251,0,1,70,66,61.4,NA,70.64464598,78.14929962,65.26119995,NA,2108,0,0,0,0,0,0,0,0,0,,
CON2,1,7-Oct-21,120,1251,0,0,70,67,61.3,NA,71.0667313,78.35089874,64.52929688,NA,2094,0,0,0,0,0,0,0,0,0,,
CON2,1,8-Oct-21,121,1251,0,0,69,64,61.2,NA,73.54799624,86.02140045,64.3483963,NA,2029,0,0,0,0,0,0,0,0,0,,
CON2,1,9-Oct-21,122,1251,0,0,70,65,61.1,NA,72.03207701,81.22450256,64.60189819,NA,1923,0,0,0,0,0,0,0,0,0,,
CON2,1,10-Oct-21,123,1251,0,0,69,64,60.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,11-Oct-21,124,1250,0,1,69,65,60.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,
CON2,1,12-Oct-21,125,1250,0,0,66,65,60.8,NA,NA,NA,NA,NA,1850,0,0,0,0,0,0,0,0,0,,
CON2,1,13-Oct-21,126,1250,0,0,69,64,60.6,NA,68.76048125,75.65920258,63.45550156,NA,2087,0,0,0,0,0,0,0,0,0,,
CON2,1,14-Oct-21,127,1249,0,1,66,64,60.5,NA,66.25877467,72.50849915,61.59130096,NA,2089,0,0,0,0,0,0,0,0,0,,
CON2,1,15-Oct-21,128,1248,0,1,66,64,60.4,NA,65.41706171,70.36499786,60.13330078,NA,2028,0,0,0,0,0,0,0,0,0,,
CON2,1,16-Oct-21,129,1248,0,0,66,65,60.3,NA,65.55149623,72.77320099,59.16859818,NA,2139,0,0,0,0,0,0,0,0,0,,
CON2,1,17-Oct-21,130,1248,0,0,65,64,60.2,NA,69.87042626,77.30290222,62.1006012,NA,2209,0,0,0,0,0,0,0,0,0,,
CON2,1,18-Oct-21,131,1244,4,0,69,64,60.1,NA,68.46445829,79.73739624,61.52389908,NA,2211,0,0,0,0,0,0,0,0,0,,
CON2,1,19-Oct-21,132,1244,0,0,67,64,60,NA,67.97208434,79.68530273,50.31510162,NA,2267,0,0,0,0,0,0,0,0,0,,
CON2,1,20-Oct-21,133,1241,3,0,68,63,60,NA,65.85200689,74.2602005,59.84140015,NA,2005,0,0,0,0,0,0,0,0,0,,
CON2,1,21-Oct-21,134,1241,0,0,65,64,60,NA,63.90304116,69.82530212,57.67160034,NA,2124,0,0,0,0,0,0,0,0,0,,
CON2,1,22-Oct-21,135,1241,0,0,66,63,60,NA,63.71334218,68.52600098,56.82360077,NA,1998,0,0,0,0,0,0,0,0,0,,
