Site,Room,Date,Age_days,Inventory,Euth,Dead,RMS_HiTemp,RMS_LowTemp,RMS_SetPoint,RMS_Water,VC_AveTemp,VC_HiTemp,VC_LowTemp,VC_SetTemp,VC_Water,Trt_Pen,Trt_Dex,"Trt_Ceftiofur_(Excede,Excenel,etc.)","Trt_Enroflaxin_(Baytril,Enrofloxin,Quelaxcin)","Trt_Tetracycline_(Biomycin,OTC,LA200)",Trt_Linco,Trt_Other,Trt_Total,Water_Med_YesNo,Water_Med_Type,Comments,,
4NL2,2North,26-Jul-21,55,2963,8,2,88.6,75.7,70.1,3631,81.7,89.8,72.9,70,3712,47,0,0,5,0,0,0,52,0,,,,
4NL2,2North,27-Jul-21,56,2962,0,1,89.8,72.9,70,3711,82.4,89.4,75.8,69.9,3644,53,0,0,5,0,0,0,58,0,,,,
4NL2,2North,28-Jul-21,57,2960,0,2,89.4,75.8,69.9,3692,85,92.2,78.6,69.8,4047,50,0,0,2,0,0,0,52,0,,,,
4NL2,2North,29-Jul-21,58,2956,4,0,92.2,78.6,69.8,4151,82.9,89.4,77.1,69.8,3863,37,0,0,2,0,0,0,39,0,,,,
4NL2,2North,30-Jul-21,59,2955,0,1,89.4,77.1,69.8,3777,76,80.1,72.9,69.7,3498,43,0,0,0,0,0,0,43,0,,,,
4NL2,2North,31-Jul-21,60,2954,0,1,80.1,72.9,69.7,3424,75.9,80,72.3,69.6,3527,39,0,0,2,0,0,0,41,0,,,,
4NL2,2North,1-Aug-21,61,2954,0,0,80,72.3,69.6,3471,76.4,81.8,72,69.5,3455,50,0,0,2,0,0,0,52,0,,,,
4NL2,2North,2-Aug-21,62,2954,0,0,81.8,72,69.5,3485,76,80.9,71.9,69.4,3381,43,0,0,3,0,0,0,46,0,,,,
4NL2,2North,3-Aug-21,63,2952,0,2,80.9,71.9,69.4,3267,77,82.8,71.9,69.4,3383,40,0,0,2,0,0,0,42,0,,,,
4NL2,2North,4-Aug-21,64,2952,0,0,82.8,71.9,69.4,3418,78.4,84.9,72,69.3,3431,35,0,0,2,0,0,0,37,0,,,,
4NL2,2North,5-Aug-21,65,2950,2,0,84.9,72,69.3,3477,78.6,83.1,72.1,69.2,3316,34,0,0,0,0,0,0,34,0,,,,
4NL2,2North,6-Aug-21,66,2950,0,0,83.1,72.1,69.2,3275,80.2,85.8,75.3,69.1,3501,55,0,0,4,0,0,0,59,0,,,,
4NL2,2North,7-Aug-21,67,2950,0,0,85.8,75.3,69.1,3582,82.9,89.7,76.2,69,3797,56,0,0,3,0,0,0,59,0,,,,
4NL2,2North,8-Aug-21,68,2950,0,0,89.7,76.2,69,3904,83.5,90.1,78.3,69,4053,62,0,0,3,0,0,0,65,0,,,,
4NL2,2North,9-Aug-21,69,2947,3,0,90.1,78.3,69,4021,83,90.9,77.4,68.9,4006,60,0,0,1,0,0,0,61,0,,,,
4NL2,2North,10-Aug-21,70,2946,0,1,90.9,77.4,68.9,4312,85.9,92.7,79.9,68.8,4721,53,0,0,4,0,0,0,57,0,,,,
4NL2,2North,11-Aug-21,71,2945,0,1,92.7,79.9,68.8,4699,83.4,90,77.1,68.7,4330,52,0,0,3,0,0,0,55,0,,,,
4NL2,2North,12-Aug-21,72,2938,6,1,90,77.1,68.7,4336,81.1,86.4,76.8,68.6,3967,54,0,0,2,0,0,0,56,0,,,,
4NL2,2North,13-Aug-21,73,2938,0,0,86.4,76.8,68.6,3747,77.6,82.5,74.4,68.6,3831,55,0,0,0,0,0,0,55,0,,,,
4NL2,2North,14-Aug-21,74,2938,0,0,82.5,74.4,68.6,3751,76.2,80.7,71,68.5,3873,47,0,0,2,0,0,0,49,0,,,,
4NL2,2North,15-Aug-21,75,2938,0,0,80.7,71,68.5,3853,76.3,82.1,70.7,68.4,4001,42,0,0,1,0,0,0,43,0,,,,
4NL2,2North,16-Aug-21,76,2938,0,0,82.1,70.7,68.4,3928,77,84.2,70.8,68.3,4216,46,0,0,1,0,0,0,47,0,,,,
4NL2,2North,17-Aug-21,77,2937,0,1,84.2,70.8,68.3,4289,79,86,71.2,68.2,4387,53,0,0,6,0,0,0,59,0,,,,
4NL2,2North,18-Aug-21,78,2531,0,1,86,71.2,68.2,4560,79.6,88.1,71.3,68.2,3604,3,80,0,80,0,0,0,163,0,,,,
4NL2,2North,19-Aug-21,79,2518,13,0,88.1,71.3,68.2,3393,79.9,87.8,71.7,68.1,2927,0,0,0,60,0,0,0,60,0,,,,
4NL2,2North,20-Aug-21,80,2291,1,0,87.8,71.7,68.1,2891,79.7,86.6,73.9,68,NA,0,57,0,52,0,0,0,109,0,,Thinned down room,,
4NL2,2North,21-Aug-21,81,1202,0,0,86.6,73.9,68,977,78,83.3,71.9,67.9,1919,0,63,0,53,0,0,0,116,0,,,,
4NL2,2North,22-Aug-21,82,1202,0,0,83.3,71.9,67.9,1875,75.4,82.8,71.1,67.9,1970,0,40,0,32,0,0,0,72,0,,,,
4NL2,2North,23-Aug-21,83,1202,0,0,82.8,71.1,67.9,1943,78,86.5,71.1,67.8,2044,0,45,0,38,0,0,0,83,0,,,,
4NL2,2North,24-Aug-21,84,1202,0,0,86.5,71.1,67.8,2014,81.7,93.1,74.4,67.7,2542,0,47,0,35,0,0,0,82,0,,,,
4NL2,2North,25-Aug-21,85,1202,0,0,93.1,74.4,67.7,2637,78.3,89.2,73.5,67.6,2123,0,37,0,29,0,0,0,66,0,,,,
4NL2,2North,26-Aug-21,86,1201,0,1,89.2,73.5,67.6,2073,79.2,86.6,71.9,67.5,1907,0,43,0,36,0,0,0,79,0,,,,
4NL2,2North,27-Aug-21,87,1201,0,0,86.6,71.9,67.5,1894,81.7,89.1,75.3,67.5,2062,0,33,0,28,0,0,0,61,0,,,,
4NL2,2North,28-Aug-21,88,1201,0,0,89.1,75.3,67.5,2041,82.8,89.7,77.4,67.4,2068,0,37,0,30,0,0,0,67,0,,,,
4NL2,2North,29-Aug-21,89,1201,0,0,89.7,77.4,67.4,2080,79.8,88.6,73.7,67.3,2249,0,38,0,22,0,11,0,71,0,,,,
4NL2,2North,30-Aug-21,90,1200,1,0,88.6,73.7,67.3,2229,76.3,82.3,70.7,67.2,2304,0,29,0,0,0,29,0,58,0,,,,
4NL2,2North,31-Aug-21,91,1200,0,0,82.3,70.7,67.2,2298,74.1,79.8,70.7,67.1,2268,0,32,0,0,0,32,0,64,0,,,,
4NL2,2North,1-Sep-21,92,1200,0,0,79.8,70.7,67.1,2241,73.9,79.1,70.1,67.1,2271,0,36,0,0,0,37,0,73,0,,,,
4NL2,2North,2-Sep-21,93,1200,0,0,79.1,70.1,67.1,2257,73.7,78.5,69.1,67,2288,0,31,0,0,0,31,0,62,0,,,,
4NL2,2North,3-Sep-21,94,1200,0,0,78.5,69.1,67,2272,73.2,76.3,69.8,66.9,2205,0,27,4,0,0,27,0,58,0,,,,
4NL2,2North,4-Sep-21,95,1200,0,0,76.3,69.8,66.9,2199,73.8,80.3,69.7,66.8,2339,0,21,1,0,0,21,0,43,0,,,,
4NL2,2North,5-Sep-21,96,1200,0,0,80.3,69.7,66.8,2094,74.6,82.2,69.1,66.7,2256,0,26,1,0,0,26,0,53,0,,,,
4NL2,2North,6-Sep-21,97,1200,0,0,82.2,69.1,66.7,2497,76.9,85.6,69.9,66.7,2520,0,21,0,0,0,21,0,42,0,,,,
4NL2,2North,7-Sep-21,98,1200,0,0,85.6,69.9,66.7,2527,77.6,87.9,68.9,66.6,2555,0,19,0,0,0,19,0,38,0,,,,
4NL2,2North,8-Sep-21,99,1200,0,0,87.9,68.9,66.6,2569,73.3,83.8,65.6,66.5,2400,0,18,0,0,0,18,0,36,0,,,,
4NL2,2North,9-Sep-21,100,1200,0,0,83.8,65.6,66.5,2357,72.6,78.8,68.7,66.4,2359,0,20,1,0,0,20,0,41,0,,,,
4NL2,2North,10-Sep-21,101,1200,0,0,78.8,68.7,66.4,2336,74.7,81.5,69.3,66.3,2315,0,22,0,0,0,22,0,44,0,,,,
4NL2,2North,11-Sep-21,102,1200,0,0,81.5,69.3,66.3,2283,78.5,86.5,72.5,66.3,2376,0,19,1,0,0,19,0,39,0,,,,
4NL2,2North,12-Sep-21,103,1199,0,1,86.5,72.5,66.3,2427,79.7,88.2,74.2,66.2,2528,0,17,2,0,0,17,0,36,0,,,,
4NL2,2North,13-Sep-21,104,1198,0,1,88.2,74.2,66.2,2450,78.7,87.5,73.3,66.1,2549,0,19,1,0,0,19,0,39,0,,,,
4NL2,2North,14-Sep-21,105,1198,0,0,87.5,73.3,66.1,2570,77.9,85.9,69.2,66,2650,0,18,1,0,0,18,0,37,0,,,,
4NL2,2North,15-Sep-21,106,1198,0,0,85.9,69.2,66,2650,73.2,79.6,68.2,65.9,2561,0,18,2,0,0,18,0,38,0,,,,
4NL2,2North,16-Sep-21,107,1198,0,0,79.6,68.2,65.9,2510,74.8,83.3,68.9,65.9,2583,0,16,1,0,0,16,0,33,0,,,,
4NL2,2North,17-Sep-21,108,1198,0,0,83.3,68.9,65.9,2612,77.6,88.9,68.6,65.8,2521,0,17,1,0,0,17,0,35,0,,,,
4NL2,2North,18-Sep-21,109,1198,0,0,88.9,68.6,65.8,2571,77,85.9,68.5,65.7,2717,0,19,0,0,0,19,0,38,0,,,,
4NL2,2North,19-Sep-21,110,1198,0,0,85.9,68.5,65.7,2724,79.7,89.6,71.6,65.6,2632,0,16,2,0,0,16,0,34,0,,,,
4NL2,2North,20-Sep-21,111,1198,0,0,89.6,71.6,65.6,2659,79.3,86.5,72.2,65.6,2741,0,17,1,0,0,17,0,35,0,,,,
4NL2,2North,21-Sep-21,112,1198,0,0,86.5,72.2,65.6,2715,71.1,73.6,67.5,65.5,2657,0,0,1,0,0,15,0,16,0,,,,
4NL2,2North,22-Sep-21,113,1197,0,1,73.6,67.5,65.5,2630,69.9,72.8,66.5,65.4,2609,0,0,1,0,0,15,0,16,0,,,,
4NL2,2North,23-Sep-21,114,1196,0,1,72.8,66.5,65.4,2584,69.9,74.3,66.6,65.3,2655,0,0,1,0,0,14,0,15,0,,,,
4NL2,2North,24-Sep-21,115,1196,0,0,74.3,66.6,65.3,2640,72.8,82.4,67.1,65.2,2676,0,0,0,0,0,14,0,14,0,,,,
4NL2,2North,25-Sep-21,116,1195,0,1,82.4,67.1,65.2,2724,70.3,75.4,67,65.2,2727,0,0,0,0,0,20,0,20,0,,,,
4NL2,2North,26-Sep-21,117,1195,0,0,75.4,67,65.2,2664,75.6,85.8,67.4,65.1,2462,0,0,0,0,0,19,0,19,0,,,,
4NL2,2North,27-Sep-21,118,1195,0,0,85.8,67.4,65.1,2353,77.8,87.6,70.3,65,2357,0,0,0,0,0,16,0,16,0,,,,
4NL2,2North,28-Sep-21,119,1195,0,0,87.6,70.3,65,2542,75.3,85.6,67.3,64.9,2517,0,0,0,0,0,16,0,16,0,,,,
4NL2,2North,29-Sep-21,120,1195,0,0,85.6,67.3,64.9,2510,77.2,87.5,67.9,64.8,2488,0,0,0,0,0,16,0,16,0,,,,
4NL2,2North,30-Sep-21,121,1195,0,0,87.5,67.9,64.8,2548,77.7,87.8,70,64.8,2538,0,0,0,0,0,15,0,15,0,,,,
4NL2,2North,1-Oct-21,122,1195,0,0,87.8,70,64.8,2581,77,86.1,70,64.7,2616,0,0,0,0,0,13,0,13,0,,,,
4NL2,2North,2-Oct-21,123,1195,0,0,86.1,70,64.7,2582,75.1,79.4,71.6,64.6,2509,0,0,0,0,0,14,0,14,0,,,,
4NL2,2North,3-Oct-21,124,1195,0,0,79.4,71.6,64.6,2509,73.6,79.8,69.9,64.5,2732,0,0,0,0,0,14,0,14,0,,,,
4NL2,2North,4-Oct-21,125,1195,0,0,79.8,69.9,64.5,2733,71.3,74.4,67.4,64.4,2650,0,0,0,0,0,12,0,12,0,,,,
4NL2,2North,5-Oct-21,126,1195,0,0,74.4,67.4,64.4,2583,71,73.9,67.1,64.4,2668,0,0,0,0,0,13,0,13,0,,,,
4NL2,2North,6-Oct-21,127,1195,0,0,73.9,67.1,64.4,2619,71.8,74.8,69.7,64.3,2544,0,0,0,0,0,11,0,11,0,,,,
4NL2,2North,7-Oct-21,128,1194,1,0,74.8,69.7,64.3,2534,72.7,78.8,70.1,64.2,2623,0,0,0,0,0,9,0,9,0,,,,
4NL2,2North,8-Oct-21,129,1194,0,0,78.8,70.1,64.2,2652,74.5,86.6,70.1,64.1,2461,0,0,0,0,0,9,0,9,0,,,,
4NL2,2North,9-Oct-21,130,1194,0,0,86.6,70.1,64.1,2476,77.2,84.8,69.9,64,2584,0,0,0,0,0,13,0,13,0,,,,
4NL2,2North,10-Oct-21,131,1192,0,2,84.8,69.9,64,2674,78,82.7,72.8,64,2551,0,0,0,0,0,14,0,14,0,,,,
4NL2,2North,11-Oct-21,132,1191,0,1,82.7,72.8,64,2594,72.2,76.7,69.4,63.9,2558,0,0,0,0,0,12,0,12,0,,,,
4NL2,2North,12-Oct-21,133,1191,0,0,76.7,69.4,63.9,2469,71.2,76.8,66.2,63.8,2482,0,0,0,0,0,9,0,9,0,,,,
4NL2,2North,13-Oct-21,134,1191,0,0,76.8,66.2,63.8,2453,72.4,78.3,66.6,63.7,2331,0,0,0,0,0,6,0,6,0,,,,
4NL2,2North,14-Oct-21,135,1190,0,1,78.3,66.6,63.7,2332,71.5,76.2,66.1,63.6,2524,0,0,0,0,0,8,0,8,0,,,,
4NL2,2North,15-Oct-21,136,1189,0,1,76.2,66.1,63.6,2510,67.8,71.3,62,63.6,2298,0,0,0,0,0,5,0,5,0,,,,
4NL2,2North,16 Oct 2021,137,1189,0,0,71.3,61.5,63.5,2256,68.1,74.1,61.5,63.5,2246,0,0,0,0,0,7,0,7,0,,,,
4NL2,2North,17 Oct 2021,138,1189,0,0,74.1,61.8,63.5,2250,69.6,74.5,66.6,63.4,2347,0,0,0,0,0,5,0,5,0,,,,
4NL2,2North,18 Oct 2021,139,1087,0,0,74.5,66.6,63.4,2308,70.7,76.6,66.6,63.3,2445,0,0,0,0,0,8,0,8,0,,,,
4NL2,2North,19 Oct 2021,140,1087,0,0,76.6,66.6,63.3,2446,70.4,75.2,67.1,63.3,2440,0,0,0,0,0,6,0,6,0,,,,
4NL2,2North,20 Oct 2021,141,1087,0,0,75.2,67.1,63.2,2455,71.7,76.7,68.0,63.2,2336,0,0,0,0,0,5,0,5,0,,,,
4NL2,2North,21 Oct 2021,142,1087,0,0,76.7,67.4,63.2,2329,68.7,70.9,66.9,63.1,2233,0,0,0,0,0,4,0,4,0,,,,
4NL2,2North,22 Oct 2021,143,1086,0,1,70.9,66.7,63.1,2209,68.1,72.6,66.3,63.0,2122,0,0,0,0,0,2,0,2,0,,,,
4NL2,2North,23 Oct 2021,144,1086,0,0,72.6,66.1,63,2083,67.8,72.9,66.1,62.9,2185,0,0,0,0,0,6,0,6,0,,,,
4NL2,2North,24 Oct 2021,145,1086,0,0,72.9,66.1,62.9,2108,67.3,69.4,66.2,62.9,2067,0,0,0,0,0,4,0,4,0,,,,
4NL2,2North,25 Oct 2021,146,1086,0,0,69.4,66.2,62.8,2101,67.3,72.5,65.9,62.8,1998,0,0,0,0,0,6,0,6,0,,,,
4NL2,2North,26 Oct 2021,147,997,1,0,72.5,65.8,62.8,2016,67.7,72.5,63.5,62.7,2096,0,0,0,0,0,5,0,5,0,,,,
4NL2,2North,27 Oct 2021,148,997,0,0,72.5,63.5,62.7,2095,67.9,72.1,65.9,62.6,1974,0,0,0,0,0,6,0,6,0,,,,
4NL2,2North,28 Oct 2021,149,996,0,1,72.1,65.9,62.6,1964,67.7,69.2,65.8,62.5,1913,0,0,0,0,0,3,0,3,0,,,,
4NL2,2North,29 Oct 2021,150,996,0,0,69.2,65.8,62.5,1902,68,70.2,67.5,62.5,1846,0,0,0,0,0,4,0,4,0,,,,
4NL2,2North,30 Oct 2021,151,996,0,0,70.2,67.3,62.4,1824,68.4,73.1,66.4,62.4,1859,0,0,0,0,0,6,0,6,0,,,,
4NL2,2North,31 Oct 2021,152,996,0,0,73.1,65.7,62.4,1866,67.2,71.9,65.0,62.3,1925,0,0,0,0,0,2,0,2,0,,,,
4NL2,2North,01 Nov 2021,153,996,0,0,71.9,65,62.3,1898,66.5,68.3,64.4,62.2,1768,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,02 Nov 2021,154,884,0,0,68.3,64.4,62.2,1795,66.1,68.3,64.9,62.1,1824,0,0,0,0,0,2,0,2,0,,,,
4NL2,2North,03 Nov 2021,155,884,0,0,68.3,64.5,62.1,1806,66,68.3,64.5,62.1,1686,0,0,0,0,0,2,0,2,0,,,,
4NL2,2North,04 Nov 2021,156,757,0,1,68.3,64.8,62,1677,66,70.9,60.9,62.0,1577,0,0,0,0,0,1,0,1,0,,,,
4NL2,2North,05 Nov 2021,157,757,0,0,70.9,60.9,62,1511,65.6,68.4,62.0,61.9,1473,0,0,0,0,0,2,0,2,0,,,,
4NL2,2North,06 Nov 2021,158,757,0,0,68.4,62,61.9,1481,66.5,71.7,64.9,61.8,1405,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,07 Nov 2021,159,757,0,0,71.7,65,61.8,1403,67.6,72.4,65.0,61.7,1439,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,08 Nov 2021,160,757,0,0,72.4,64.9,61.7,1418,67.9,72.3,64.9,61.7,1393,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,09 Nov 2021,161,740,0,0,72.3,64.9,61.6,1371,67.1,71.4,64.6,61.6,1215,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,10 Nov 2021,162,740,0,0,71.4,64.6,61.6,1226,66.3,67.8,64.9,61.5,1258,0,0,0,0,0,1,0,1,0,,,,
4NL2,2North,11 Nov 2021,163,542,0,0,67.8,64.9,61.5,1290,65.6,67.5,64.5,61.4,938,0,0,0,0,0,1,0,1,0,,,,
4NL2,2North,12 Nov 2021,164,541,0,1,66.5,64.5,61.4,891,65,65.8,64.5,61.3,825,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,13 Nov 2021,165,541,0,0,65.8,64.5,61.3,819,64.6,65.5,63.1,61.3,846,0,0,0,0,0,1,0,1,0,,,,
4NL2,2North,14 Nov 2021,166,357,0,1,65.7,62.7,61.2,836,64.7,65.8,62.7,61.2,806,0,0,0,0,0,2,0,2,0,,,,
4NL2,2North,15 Nov 2021,167,357,0,0,65.6,62.6,61.2,755,63.5,64.6,62.6,61.1,514,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,16 Nov 2021,168,259,0,0,64.6,62.7,61.1,506,63.4,65.5,61.3,61.0,506,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,17 Nov 2021,169,259,0,0,65.5,61.3,61,491,63,65.5,58.0,61.0,400,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,18 Nov 2021,170,258,1,0,64.9,57.4,60.9,394,58.4,60.1,53.8,60.9,311,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,19 Nov 2021,171,165,0,0,60.1,53.8,60.8,316,59.2,61.6,57.4,60.8,335,0,0,0,0,0,0,0,0,0,,,,
4NL2,2North,20 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,21 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,22 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,23 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,24 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,25 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,26 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,27 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,28 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,29 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,30 Nov 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,01 Dec 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
4NL2,2North,02 Dec 2021,1,1518,0,0,86.4,77.4,83.5,76,81.4,83.1,80.0,83.5,274,14,0,0,18,0,0,0,32,0,,,,
4NL2,2North,03 Dec 2021,2,2703,0,0,83.1,79.8,83.5,290,81.3,83.2,79.8,83.5,309,19,0,0,21,0,0,0,40,0,,,,
4NL2,2North,04 Dec 2021,3,2703,0,0,83.2,79.4,83.4,367,80.8,82.5,79.2,83.3,486,17,0,0,20,0,0,0,37,0,,,,
4NL2,2North,05 Dec 2021,4,2703,0,0,82.5,79.1,83.3,473,80.6,82.4,79.1,83.2,461,13,0,0,37,0,0,0,50,0,,,,
4NL2,2North,06 Dec 2021,5,2702,0,1,82.4,79.3,83.2,457,80.3,82.4,78.1,83.1,549,10,0,0,37,0,0,0,47,1,Gen-Gard,,,
4NL2,2North,07 Dec 2021,6,2700,0,2,82.4,78,83.1,544,79.5,81.3,78.0,83.0,587,8,0,0,47,0,0,0,55,1,Gen-Gard,,,
4NL2,2North,08 Dec 2021,7,2883,0,0,82,78.1,83,584,80,82.0,78.3,82.9,648,20,0,0,34,0,0,0,54,1,Gen-Gard,,,
4NL2,2North,09 Dec 2021,8,2883,0,0,81.8,78.2,82.8,664,80,81.6,78.2,82.8,754,16,0,0,21,0,0,0,37,0,,,,
4NL2,2North,10 Dec 2021,9,2882,0,1,81.6,78.6,82.7,758,80.1,81.6,78.7,82.6,823,32,0,0,16,0,0,0,48,0,,,,
4NL2,2North,11 Dec 2021,10,2881,0,1,81.8,78.7,82.6,855,80,81.8,78.1,82.5,972,32,0,0,16,0,0,0,48,0,,,,
4NL2,2North,12 Dec 2021,11,2879,0,2,81.7,78.1,82.3,979,79.4,81.2,78.2,82.1,1033,31,0,0,11,0,0,0,42,0,,,,
4NL2,2North,13 Dec 2021,12,2877,0,2,81,77.9,81.7,1040,78.9,80.9,77.2,81.3,1138,42,0,0,15,0,0,0,57,0,,,,
4NL2,2North,14 Dec 2021,13,2875,1,1,80.9,76.9,80.4,1139,78,79.8,76.8,80.3,1271,43,0,0,20,0,0,0,63,0,,,,
4NL2,2North,15 Dec 2021,14,2874,0,1,79.8,76.8,79.9,1325,78.1,80.3,76.5,79.8,1255,45,0,0,16,0,0,0,61,0,,,,
4NL2,2North,16 Dec 2021,15,2870,0,4,80.3,75.9,79.5,1168,76.8,79.1,75.0,79.4,1246,47,0,0,23,0,0,0,70,1,Gen-Gard,,,
4NL2,2North,17 Dec 2021,16,2868,0,2,78.5,74.9,79.1,1279,76.3,77.9,74.9,79.0,1188,54,0,0,5,0,0,0,59,1,Gen-Gard,,,
4NL2,2North,18 Dec 2021,17,2867,0,1,77.9,74.9,78.8,1188,76.2,77.9,74.6,78.6,1217,55,0,0,10,0,0,0,65,1,Gen-Gard,,,
4NL2,2North,19 Dec 2021,18,2862,0,5,77.8,74.2,78.4,1231,75.7,77.6,74.2,78.3,1317,58,0,0,11,0,0,0,69,1,Gen-Gard,,,
4NL2,2North,20 Dec 2021,19,2860,0,2,77.6,74.4,78,1344,75.5,76.9,74.4,77.9,1474,63,0,0,3,0,0,0,66,1,Amoxicillin/Gen-Gard,,,
4NL2,2North,21 Dec 2021,20,2860,0,0,76.9,74.2,77.6,1474,75.2,76.8,74.1,77.5,1480,61,0,0,11,0,0,0,72,1,Amoxicillin,,,
4NL2,2North,22 Dec 2021,21,2860,0,0,76.6,73.8,77.3,1479,74.8,76.5,73.6,77.1,1488,46,0,0,13,0,0,0,59,1,Amoxicillin,,,
4NL2,2North,23 Dec 2021,22,2860,0,0,76.5,73.6,76.9,1504,75.2,77.4,73.8,76.8,1531,44,0,0,13,0,0,0,57,1,Amoxicillin,,,
4NL2,2North,24 Dec 2021,23,2860,0,0,77.4,73.8,76.6,1539,76.6,78.1,74.7,76.5,1593,28,0,0,12,0,0,0,40,1,Amoxicillin,,,
4NL2,2North,25 Dec 2021,24,2859,0,1,78.1,76.1,76.3,1613,76,77.8,72.9,76.0,1688,34,0,0,12,0,0,0,46,0,,,,
4NL2,2North,26 Dec 2021,25,2859,0,0,77.7,72.9,75.6,1701,74.9,77.0,73.0,75.5,1655,34,0,0,10,0,0,0,44,0,,,,
4NL2,2North,27 Dec 2021,26,2859,0,0,77,73,75.2,1540,74.7,76.8,72.1,75.1,1507,35,0,0,16,0,0,0,51,0,,,,
4NL2,2North,28 Dec 2021,27,2859,0,0,76.4,72.1,74.8,1605,72.9,74.7,71.9,74.7,1697,35,0,0,29,0,0,0,64,0,,,,
4NL2,2North,29 Dec 2021,28,2857,2,0,74.7,71.9,74.4,1694,72.2,73.8,71.0,74.2,1689,41,0,0,34,0,0,0,75,0,,,,
4NL2,2North,30 Dec 2021,29,2857,0,0,73.8,71,73.9,1676,72.1,74.5,71.1,73.7,1662,30,0,0,35,0,0,0,65,0,,,,
4NL2,2North,31 Dec 2021,30,2857,0,0,74.5,70.6,73.3,1663,72.2,74.6,70.6,73.2,1667,26,0,0,20,0,0,0,46,0,,,,
4NL2,2North,01 Jan 2022,31,2856,0,1,74.6,71.2,72.8,1679,71.6,74.5,69.5,72.7,1748,30,0,0,16,0,0,0,46,0,,,,
4NL2,2North,02 Jan 2022,32,2856,0,0,74.5,69.5,72.3,1755,70.2,72.4,69.0,72.2,1760,26,0,0,9,0,0,0,35,0,,,,
4NL2,2North,03 Jan 2022,33,2856,0,0,72.4,68.8,71.8,1772,69.6,71.6,68.8,71.7,1564,28,0,0,10,0,0,0,38,0,,,,
4NL2,2North,04 Jan 2022,34,2854,0,2,71.6,68.8,71.5,1539,69.6,72.0,68.8,71.4,1715,23,0,0,19,0,0,0,42,0,,,,
4NL2,2North,05 Jan 2022,35,2854,0,0,72,68.9,71.4,1736,70,71.8,68.7,71.3,1936,34,0,0,14,0,0,0,48,0,,,,
4NL2,2North,06 Jan 2022,36,2854,0,0,71.5,68.5,71.3,1954,70.3,72.8,68.5,71.3,1926,21,0,1,8,0,0,0,30,0,,,,
4NL2,2North,07 Jan 2022,37,2854,0,0,72.8,68.6,71.2,1892,70.3,72.8,68.6,71.2,1896,24,0,0,11,0,0,0,35,0,,,,
4NL2,2North,08 Jan 2022,38,2853,0,1,72.8,68.4,71.2,1908,70.8,72.8,68.4,71.1,1999,25,0,0,32,0,0,0,57,0,,,,
4NL2,2North,09 Jan 2022,39,2852,0,1,73.1,69.4,71.1,2077,71.1,73.1,68.4,71.0,2148,25,0,0,30,0,0,0,55,0,,,,
4NL2,2North,10 Jan 2022,40,2852,0,0,72.9,68.4,71,2109,71,72.8,68.7,70.9,2185,24,0,0,18,0,0,0,42,0,,,,
