Site,Room,Date,Age_days,Inventory,Euth,Dead,RMS_HiTemp,RMS_LowTemp,RMS_SetPoint,RMS_Water,VC_AveTemp,VC_HiTemp,VC_LowTemp,VC_SetTemp,VC_Water,Trt_Pen,Trt_Dex,"Trt_Ceftiofur_(Excede,Excenel,etc.)","Trt_Enroflaxin_(Baytril,Enrofloxin,Quelaxcin)","Trt_Tetracycline_(Biomycin,OTC,LA200)",Trt_Linco,Trt_Other,Trt_Total,Water_Med_YesNo,Water_Med_Type,Comments,,
TPLJ,2,25 Mar 2022,49,684,0,0,73,71,74,469,70.65306872,73.08429718,66.270401,NA,469,0,0,2,0,0,0,0,2,0,,,,
TPLJ,2,26 Mar 2022,50,681,1,2,73,71,74,470,70.78187043,72.50849915,68.36640167,NA,470,2,0,3,0,0,0,0,5,0,,,,
TPLJ,2,27 Mar 2022,51,681,0,0,73,70,73,443,70.54057969,72.55249786,67.77339935,NA,705,2,0,0,0,0,0,0,2,0,,,,
TPLJ,2,28 Mar 2022,52,681,0,0,72,70,73,550,70.0149058,72.332901,66.99569702,NA,788,5,0,0,0,0,0,0,5,0,,,,
TPLJ,2,29 Mar 2022,53,681,0,0,72,70,73,785,69.62550811,74.03150177,66.53620148,NA,860,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,30 Mar 2022,54,680,0,1,73,70,73,791,69.32527743,71.94049835,65.63210297,NA,990,3,0,0,0,0,0,0,3,0,,,,
TPLJ,2,31 Mar 2022,55,679,0,1,72,70,73,900,69.24410016,72.64060211,65.63210297,NA,993,3,0,0,0,0,0,0,3,0,,,,
TPLJ,2,01 Apr 2022,56,678,1,0,72,70,72,799,69.53927052,74.58249664,65.33509827,NA,799,2,0,0,0,0,0,0,2,0,,,,
TPLJ,2,02 Apr 2022,57,675,2,1,73,69,72,763,69.72186795,74.95379639,65.26119995,NA,673,0,0,20,0,0,0,0,20,0,,,,
TPLJ,2,03 Apr 2022,58,675,0,0,74,69,72,674,69.41944724,74.95379639,64.49310303,NA,626,0,0,3,0,0,0,0,3,0,,,,
TPLJ,2,04 Apr 2022,59,674,0,1,74,69,72,627,69.49854571,75.3757019,65.00350189,NA,627,0,0,3,0,0,0,0,3,0,,,,
TPLJ,2,05 Apr 2022,60,674,0,0,75,70,72,566,68.90991213,74.2602005,65.04019928,NA,612,0,0,3,0,0,0,0,3,0,,,,
TPLJ,2,06 Apr 2022,61,649,0,1,74,69,71,613,67.93252185,71.85379791,64.60189819,NA,521,0,0,7,0,0,0,0,7,0,,,,
TPLJ,2,07 Apr 2022,62,648,0,1,71,69,71,522,67.38340601,70.74269867,63.77470016,NA,541,0,0,4,0,0,0,0,4,0,,,,
TPLJ,2,08 Apr 2022,63,648,0,0,70,68,71,NA,67.57027522,72.64060211,63.27920151,NA,600,0,0,8,0,0,0,0,8,0,,,,
TPLJ,2,09 Apr 2022,64,648,0,0,72,69,70,601,68.26830138,73.80400085,63.1739006,NA,529,0,0,5,0,0,0,0,5,0,,,,
TPLJ,2,10 Apr 2022,65,647,0,1,73,67,70,530,70.06309727,77.00810242,64.09629822,NA,558,0,0,5,0,0,0,0,5,0,,,,
TPLJ,2,11 Apr 2022,66,646,0,1,76,69,70,560,69.12622628,73.75869751,64.0605011,NA,558,0,0,0,10,0,0,0,10,1,CTC,,,
TPLJ,2,12 Apr 2022,67,645,0,1,73,68,69,559,70.99568127,79.84190369,64.82039642,NA,557,0,0,0,5,0,0,0,5,1,CTC,,,
TPLJ,2,13 Apr 2022,68,644,1,0,80,69,68,559,67.98030229,72.28910065,63.91740036,NA,565,0,0,0,5,0,0,0,5,1,CTC,,,
TPLJ,2,14 Apr 2022,69,642,0,2,72,67,68,567,65.95276132,70.65840149,62.06639862,NA,567,0,0,0,3,0,0,0,3,1,CTC,,,
TPLJ,2,15 Apr 2022,70,640,0,2,69,65,68,563,65.86291995,70.4905014,61.79430008,NA,582,0,0,0,2,0,0,0,2,1,CTC,,,
TPLJ,2,16 Apr 2022,71,639,0,1,69,65,67,583,65.27481868,70.0734024,61.25529861,NA,586,0,0,0,2,0,0,0,2,1,CTC,,,
TPLJ,2,17 Apr 2022,72,638,1,0,69,65,67,588,65.49205172,69.78399658,61.96419907,NA,597,0,0,0,2,0,0,0,2,1,CTC,,,
TPLJ,2,18 Apr 2022,73,634,0,4,69,66,66,598,64.57317155,69.04889679,59.68019867,NA,606,0,0,0,5,0,0,0,5,0,,,,
TPLJ,2,19 Apr 2022,74,634,0,0,68,65,66,608,64.52498524,69.45570374,59.48759842,NA,634,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,20 Apr 2022,75,633,0,1,68,64,66,635,65.76415304,70.15650177,61.42300034,NA,671,0,0,0,7,0,0,0,7,0,,,,
TPLJ,2,21 Apr 2022,76,633,0,0,69,66,65,672,67.55111269,72.42060089,61.45660019,NA,708,0,0,0,2,0,0,0,2,0,,,,
TPLJ,2,22 Apr 2022,77,632,1,0,72,66,65,709,71.34059422,80.63410187,63.70360184,NA,727,0,0,0,1,0,0,0,1,0,,,,
TPLJ,2,23 Apr 2022,78,632,0,0,80,68,65,729,73.12671388,80.47450256,65.520401,NA,783,0,0,0,3,0,0,0,3,0,,,,
TPLJ,2,24 Apr 2022,79,632,0,0,80,68,65,785,66.45405403,69.74289703,62.03229904,NA,785,0,0,0,2,0,0,0,2,0,,,,
TPLJ,2,25 Apr 2022,80,631,0,1,69,67,65,758,64.98303411,68.88729858,61.02170181,NA,791,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,26 Apr 2022,81,631,NA,NA,NA,NA,NA,NA,66.00828988,71.94049835,60.06829834,NA,837,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,27 Apr 2022,82,631,0,0,71,65,64,839,67.16589805,72.81749725,61.12170029,NA,866,0,0,0,3,0,0,0,3,0,,,,
TPLJ,2,28 Apr 2022,83,631,0,0,73,65,64,868,69.26126889,77.20429993,60.82260132,NA,816,0,0,0,1,0,0,0,1,0,,,,
TPLJ,2,29 Apr 2022,84,631,0,0,77,66,64,819,68.24010257,70.74269867,65.44619751,NA,820,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,30 Apr 2022,85,630,1,0,69,67,63,822,66.85812567,69.61959839,61.65890121,NA,822,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,01 May 2022,86,630,0,0,68,66,63,822,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,02 May 2022,87,629,0,1,67,65,63,825,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,03 May 2022,88,628,0,1,67,65,62,834,63.9297078,65.70659637,63.06869888,NA,863,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,04 May 2022,89,627,1,0,67,65,62,865,65.00294913,67.46060181,59.84140015,NA,844,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,05 May 2022,90,627,0,0,67,64,62,847,65.79535664,68.1678009,61.59130096,NA,800,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,06 May 2022,91,627,0,0,67,66,62,802,68.28344037,74.58249664,61.45660019,NA,807,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,07 May 2022,92,627,0,0,74,65,62,809,69.331072,77.20429993,63.10369873,NA,813,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,08 May 2022,93,627,0,0,76,65,61,816,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,09 May 2022,94,627,0,0,68,65,61,816,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,10 May 2022,95,627,0,0,91,66,60,904,NA,NA,NA,NA,927,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,11 May 2022,96,627,0,0,78,68,61,928,85.58342891,91.55039978,73.62290192,NA,911,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,12 May 2022,97,627,0,0,91,72,60,915,81.84221354,94.81970215,70.99649811,NA,959,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,13 May 2022,98,627,0,0,94,73,60,961,71.77668231,80.47450256,64.31230164,NA,979,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,14 May 2022,99,626,0,1,80,65,60,961,72.05350065,83.61340332,62.06639862,NA,962,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,15 May 2022,100,625,0,1,84,64,60,963,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,16 May 2022,101,624,0,1,76,64,60,951,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,17 May 2022,102,624,0,0,82,64,60,958,NA,NA,NA,NA,963,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,18 May 2022,103,624,0,0,74,65,60,966,74.15016816,82.48570251,65.22419739,NA,949,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,19 May 2022,104,624,0,0,83,66,60,952,76.80915444,89.47619629,64.82039642,NA,959,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,20 May 2022,105,624,0,0,89,66,60,960,66.96628847,74.86070251,64.09629822,NA,997,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,21 May 2022,106,624,0,0,74,65,60,998,63.7467188,69.37400055,60.92210007,NA,968,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,22 May 2022,107,624,0,0,69,63,60,971,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,23 May 2022,108,621,3,0,72,62,60,956,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,24 May 2022,109,621,0,0,72,63,60,975,NA,NA,NA,NA,977,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,25 May 2022,110,620,0,1,71,64,60,979,64.35843432,66.49810028,62.54729843,NA,979,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,26 May 2022,111,620,0,0,65,64,60,961,63.89558989,68.80670166,62.58179855,NA,965,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,27 May 2022,112,620,0,0,68,64,60,967,69.42007944,79.73739624,60.39450073,NA,982,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,28 May 2022,113,619,0,1,79,63,60,985,77.01181323,88.25150299,66.72709656,NA,991,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,29 May 2022,114,618,0,1,88,69,60,995,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,30 May 2022,115,618,0,0,NA,NA,NA,NA,NA,NA,NA,NA,939,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,31 May 2022,116,618,0,0,86,70,60,942,NA,NA,NA,NA,845,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,01 Jun 2022,117,617,1,0,78,66,60,847,68.6175022,75.70659637,63.27920151,NA,897,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,02 Jun 2022,118,617,0,0,74,64,60,898,70.05859897,80.26260376,60.75640106,NA,817,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,03 Jun 2022,119,617,0,0,80,63,60,818,70.91852022,80.31549835,61.99829865,NA,843,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,04 Jun 2022,120,615,1,1,80,63,60,844,69.92632121,76.23210144,64.89360046,NA,931,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,05 Jun 2022,121,614,0,1,75,65,60,933,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,06 Jun 2022,122,614,0,0,82,66,60,984,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,07 Jun 2022,123,614,0,0,75,69,60,1016,NA,NA,NA,NA,1023,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,08 Jun 2022,124,614,0,0,79,65,60,1025,71.74879506,78.30039978,66.00640106,NA,1066,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,09 Jun 2022,125,613,0,1,78,66,60,1058,70.17455534,79.27020264,64.13230133,NA,1068,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,10 Jun 2022,126,613,0,0,79,64,60,1060,72.88836175,79.47720337,67.42160034,NA,1052,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,11 Jun 2022,127,613,0,0,79,69,60,1054,75.66113712,87.68319702,67.30509949,NA,1054,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,12 Jun 2022,128,613,0,0,87,70,60,1032,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,13 Jun 2022,129,613,0,0,88,72,60,1019,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,14 Jun 2022,130,613,0,0,96,78,60,942,NA,NA,NA,NA,1094,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,15 Jun 2022,131,613,0,0,93,79,60,1096,71.71883907,77.79869843,66.84200287,NA,1110,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,16 Jun 2022,132,613,0,0,81,69,60,1113,75.8330115,88.89179993,66.65059662,NA,1071,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,17 Jun 2022,133,613,0,0,89,69,60,1073,75.50726768,87.80899811,66.49810028,NA,1073,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,18 Jun 2022,134,613,0,0,87,67,60,1062,80.01004951,91.34539795,70.2397995,NA,1029,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,19 Jun 2022,135,612,0,1,91,73,60,1030,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,20 Jun 2022,136,612,0,0,92,75,60,1022,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,21 Jun 2022,137,612,0,0,94,78,60,1038,NA,NA,NA,NA,1172,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,22 Jun 2022,138,612,0,0,88,70,60,1173,76.87410914,87.93499756,67.77339935,NA,1068,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,23 Jun 2022,139,612,0,0,87,67,60,1069,77.12048669,87.80899811,66.688797,NA,1064,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,24 Jun 2022,140,612,0,0,88,68,60,1065,75.68553096,87.24629974,70.91179657,NA,1079,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,25 Jun 2022,141,612,0,0,87,74,60,1080,74.26984659,85.60070038,69.86650085,NA,1092,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,26 Jun 2022,142,612,0,0,85,72,60,1093,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,27 Jun 2022,143,612,0,0,79,65,60,1116,NA,NA,NA,NA,1110,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,28 Jun 2022,144,612,0,0,84,64,60,1111,81.18943795,88.82740021,68.56600189,NA,1045,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,29 Jun 2022,145,611,0,1,88,69,60,1047,80.15879586,93.1548996,66.42209625,NA,1047,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,30 Jun 2022,146,611,0,0,92,67,60,996,79.92253474,89.87010193,73.48760223,NA,1108,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,01 Jul 2022,147,610,0,1,89,76,60,1109,74.36987557,82.76499939,69.21109772,NA,1109,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,02 Jul 2022,148,610,0,0,82,72,60,1109,74.67556534,84.47889709,65.18740082,NA,961,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,03 Jul 2022,149,610,0,0,84,66,60,963,77.06627857,87.37069702,67.57759857,NA,1032,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,04 Jul 2022,150,609,0,1,87,71,60,1034,80.88703227,90.00219727,71.68090057,NA,1034,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,05 Jul 2022,151,609,0,0,89,75,60,1000,81.71631515,92.24089813,71.38009644,NA,1217,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,06 Jul 2022,152,609,0,0,92,74,60,1222,73.86700097,81.93289948,69.45570374,NA,717,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,07 Jul 2022,153,609,0,0,82,71,60,717,74.76795642,84.30449677,71.85379791,NA,758,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,08 Jul 2022,154,609,0,0,85,73,60,759,74.01977816,81.76830292,71.59470367,NA,789,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,09 Jul 2022,155,608,1,0,81,73,60,790,74.83346908,84.18849945,68.32659912,NA,773,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,10 Jul 2022,156,608,0,0,84,70,60,774,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,11 Jul 2022,157,291,0,0,87,74,60,628,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,12 Jul 2022,158,291,0,0,81,69,60,566,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,13 Jul 2022,159,159,0,0,82,65,60,521,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,14 Jul 2022,160,159,0,0,86,66,60,450,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,15 Jul 2022,161,159,0,0,88,70,60,460,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,16 Jul 2022,162,159,0,0,88,77,60,469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,17 Jul 2022,163,159,0,0,80,73,60,467,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,18 Jul 2022,164,159,0,0,84,71,60,479,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,19 Jul 2022,165,159,0,0,87,67,60,475,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
TPLJ,2,20 Jul 2022,166,159,0,0,90,72,60,482,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,19-Jan-21,1,1000,0,0,82.1,77.7,81,NA,79.7,82.1,77.7,81,NA,0,7,78,0,0,0,0,85,0,,,,
G1TC,1,20-Jan-21,2,1000,0,0,81.8,78,81,120,79.8,81.8,78,81,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,21-Jan-21,3,1000,0,1,82.6,78.2,81,160,80.1,82.6,78.2,81,NA,0,4,39,0,0,0,0,43,0,,,,
G1TC,1,22-Jan-21,4,999,0,2,81.9,77.8,81,180,79.7,81.9,77.8,81,NA,0,0,76,0,0,0,0,76,0,,,,
G1TC,1,23-Jan-21,5,1933,0,0,81.9,78,81,460,79.6,81.9,78,81,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,24-Jan-21,6,1933,0,0,82.1,78.1,81,NA,80,82.1,78.1,81,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,25-Jan-21,7,1932,0,1,81.9,77.3,81,NA,79.5,81.9,77.3,81,NA,0,1,42,0,0,0,0,43,0,,,,
G1TC,1,26-Jan-21,8,1929,1,2,81.7,78.3,81,430,79.8,81.7,78.3,81,NA,0,4,38,0,0,0,0,42,0,,,,
G1TC,1,27-Jan-21,9,1929,0,0,81.5,78.2,81,490,79.7,81.5,78.2,81,NA,0,4,72,0,0,0,0,76,0,,,,
G1TC,1,28-Jan-21,10,1927,1,1,83.1,76.9,81,530,79.1,83.1,76.9,81,NA,0,6,31,0,0,0,0,37,0,,,,
G1TC,1,29-Jan-21,11,1924,2,1,80.6,75.6,81,550,77.9,80.6,75.6,81,NA,0,1,17,0,0,0,0,18,0,,,,
G1TC,1,30-Jan-21,12,1923,1,0,84,72.4,80.7,670,78.3,84,72.4,80.7,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,31-Jan-21,13,1922,1,0,83.7,73.9,80.2,580,80.6,83.7,73.9,80.2,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,1-Feb-21,14,1920,2,0,83.3,75,79.7,810,79,83.3,75,79.7,NA,0,0,0,42,0,0,0,42,0,,,,
G1TC,1,2-Feb-21,15,1920,0,0,78.7,76.5,79.2,730,77.5,78.7,76.5,79.2,NA,0,2,0,22,0,0,0,24,0,,,,
G1TC,1,3-Feb-21,16,1919,1,0,78.2,75.2,78.7,710,77,78.2,75.2,78.7,NA,0,8,0,25,0,0,0,33,0,,,,
G1TC,1,4-Feb-21,17,1917,0,2,77.3,74.3,78.2,720,75.7,77.3,74.3,78.2,NA,0,7,0,24,0,0,0,31,0,,,,
G1TC,1,5-Feb-21,18,1914,0,3,77.2,74.3,77.7,770,75.5,77.2,74.3,77.7,NA,0,0,0,24,0,0,0,24,0,,,,
G1TC,1,6-Feb-21,19,1913,0,1,76.8,73.5,77.2,910,75.2,76.8,73.5,77.2,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,7-Feb-21,20,1913,0,0,76.4,73.6,76.7,1246,74.6,76.4,73.6,76.7,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,8-Feb-21,21,1910,2,1,76.1,72,75.8,360,74,76.1,72,75.8,NA,0,3,0,30,0,0,0,33,0,,,,
G1TC,1,9-Feb-21,22,1908,1,1,75.1,71.5,74.7,880,73.4,75.1,71.5,74.7,NA,0,3,0,31,0,0,0,34,0,,,,
G1TC,1,10-Feb-21,23,1907,1,0,75.8,69.8,74.2,830,72.3,75.8,69.8,74.2,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,11-Feb-21,24,1907,0,0,72.8,69.7,73.7,980,70.9,72.8,69.7,73.7,NA,0,3,0,27,0,0,0,30,0,,,,
G1TC,1,12-Feb-21,25,1907,0,0,73.1,68.6,73.2,1010,70.6,73.1,68.6,73.2,NA,0,5,0,32,0,0,0,37,0,,,,
G1TC,1,13-Feb-21,26,1907,0,0,74.6,68.5,73,960,70.3,74.6,68.5,73,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,14-Feb-21,27,1907,0,0,74.8,67.9,73,1030,70.4,74.8,67.9,73,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,15-Feb-21,28,1904,2,1,74,67.1,73,1090,70.7,74,67.1,73,NA,0,3,0,30,0,0,0,33,0,,,,
G1TC,1,16-Feb-21,29,1903,1,0,72.1,68.8,73,1150,70.4,72.1,68.8,73,NA,0,0,0,74,0,0,0,74,0,,,,
G1TC,1,17-Feb-21,30,1903,0,0,71.8,68.6,73,930,70,71.8,68.6,73,NA,0,8,0,37,0,0,0,45,0,,,,
G1TC,1,18-Feb-21,31,1903,0,0,71.9,68.1,73,1500,69.9,71.9,68.1,73,NA,0,5,0,35,0,0,0,40,0,,,,
G1TC,1,19-Feb-21,32,1903,0,0,74.8,67.3,72.8,1090,69.9,74.8,67.3,72.8,NA,0,11,0,33,0,0,0,44,0,,,,
G1TC,1,20-Feb-21,33,1903,0,0,76.3,69.2,72.7,1180,71.3,76.3,69.2,72.7,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,21-Feb-21,34,1903,0,0,73,70.6,72.8,1360,71.6,73,70.6,72.8,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,22-Feb-21,35,1901,1,1,73.9,69.8,72.5,1020,71.5,73.9,69.8,72.5,NA,0,2,0,27,0,0,0,29,0,,,,
G1TC,1,23-Feb-21,36,1901,0,0,75.8,70.4,72.7,1460,72.4,75.8,70.4,72.7,NA,0,11,0,30,0,0,0,41,0,,,,
G1TC,1,24-Feb-21,37,1897,2,2,73.9,69.9,72.4,1650,71.7,73.9,69.9,72.4,NA,0,16,0,24,0,0,0,40,0,,,,
G1TC,1,25-Feb-21,38,1896,0,1,73.6,70,72.1,1690,71.6,73.6,70,72.1,NA,0,21,0,30,0,0,0,51,0,,,,
G1TC,1,26-Feb-21,39,1896,0,0,73.6,70.5,71.7,1720,71.6,73.6,70.5,71.7,NA,0,18,0,32,0,0,0,50,0,,,,
G1TC,1,27-Feb-21,40,1893,3,0,74.9,70.1,71,1720,72.1,74.9,70.1,71,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,28-Feb-21,41,1891,2,0,73.1,69.3,70.6,1710,71.6,73.1,69.3,70.6,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,1-Mar-21,42,1889,0,2,72.4,67.8,70,1630,70,72.4,67.8,70,NA,0,28,0,47,0,0,0,75,0,,,,
G1TC,1,2-Mar-21,43,1889,0,0,72,66.7,69.6,1440,69.4,72,66.7,69.6,NA,0,30,0,49,0,0,0,79,0,,,,
G1TC,1,3-Mar-21,44,1889,0,0,74.4,68,69.2,1840,70.6,74.4,68,69.2,NA,0,23,0,43,0,0,0,66,0,,,,
G1TC,1,4-Mar-21,45,1887,1,1,71.3,68,68.8,1960,69.7,71.3,68,68.8,NA,0,0,0,79,0,0,0,79,0,,,,
G1TC,1,5-Mar-21,46,1887,0,0,71.1,67.1,68.5,2040,69,71.1,67.1,68.5,NA,0,11,22,12,0,0,0,45,0,,,,
G1TC,1,6-Mar-21,47,1887,0,0,72.1,67.4,68.1,2370,69.4,72.1,67.4,68.1,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,7-Mar-21,48,1886,0,1,74.5,67.1,67.9,1870,69.9,74.5,67.1,67.9,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,8-Mar-21,49,1885,0,1,74.7,67.6,67.9,2300,70.6,74.7,67.6,67.9,NA,0,26,36,0,0,0,0,62,0,,,,
G1TC,1,9-Mar-21,50,1885,0,0,77.1,68.1,67.8,2150,71.7,77.1,68.1,67.8,NA,0,23,0,38,0,0,0,61,0,,,,
G1TC,1,10-Mar-21,51,1884,0,1,77.7,70.3,67.8,2110,72.6,77.7,70.3,67.8,NA,0,13,0,32,0,0,0,45,0,,,,
G1TC,1,11-Mar-21,52,1882,1,1,73.4,69.2,67.7,2150,71.1,73.4,69.2,67.7,NA,0,14,0,35,0,0,0,49,0,,,,
G1TC,1,12-Mar-21,53,1881,0,1,72.1,68.4,67.7,2090,70.4,72.1,68.4,67.7,NA,0,25,0,41,0,0,0,66,0,,,,
G1TC,1,13-Mar-21,54,1881,0,0,72.3,69.5,67.6,2260,70.8,72.3,69.5,67.6,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,14-Mar-21,55,1881,0,0,72,68,67.6,2160,70.4,72,68,67.6,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,15-Mar-21,56,1880,0,1,71.3,67.8,67.5,2090,69.6,71.3,67.8,67.5,NA,0,28,0,46,0,0,0,74,0,,,,
G1TC,1,16-Mar-21,57,1880,0,0,71.7,68.9,67.5,2280,70.1,71.7,68.9,67.5,NA,0,26,0,36,0,0,0,62,0,,,,
G1TC,1,17-Mar-21,58,1880,0,0,71.6,69.1,67.4,2250,70.3,71.6,69.1,67.4,NA,0,33,0,40,0,0,0,73,0,,,,
G1TC,1,18-Mar-21,59,1880,0,0,71.2,69.2,67.4,2450,70.2,71.2,69.2,67.4,NA,0,30,0,39,0,0,0,69,0,,,,
G1TC,1,19-Mar-21,60,1879,0,1,71.8,68.6,67.3,2360,70.1,71.8,68.6,67.3,NA,0,27,0,40,0,0,0,67,0,,,,
G1TC,1,20-Mar-21,61,1879,0,0,73.2,67.5,67.3,2460,70.3,73.2,67.5,67.3,NA,0,0,0,0,0,0,0,0,0,,,,
G1TC,1,21-Mar-21,62,1879,0,0,75.2,68.7,67.2,2280,71.5,75.2,68.7,67.2,NA,0,0,0,0,0,0,0,0,0,,,,
