,Device id,Device name,Device code,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
2955,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-08,green,,blue,
2956,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-09,green,,blue,
2957,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-10,green,29.5,green,
2958,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-11,green,29.5,green,99.0
2959,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-12,green,29.0,green,96.0
2960,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-13,green,29.0,green,99.0
2961,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-14,green,28.5,green,99.0
2962,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-15,green,28.5,green,99.0
2963,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-16,green,28.5,green,99.0
2964,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-17,green,28.5,green,99.0
2965,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-18,green,28.5,green,99.0
2966,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-19,green,28.0,green,99.0
2967,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-20,green,28.0,green,98.0
2968,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-21,green,28.0,green,98.0
2969,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-22,green,27.5,green,98.0
2970,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-23,green,27.5,green,97.0
2971,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-24,green,27.0,green,92.0
2972,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-25,green,27.0,green,94.0
2973,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-26,green,27.0,green,88.0
2974,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-27,green,27.0,green,95.0
2975,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-28,green,26.5,green,93.0
2976,1460,Masc_CON2_RM2_W,MO201901-M27NVRN2,2020-12-29,green,26.5,green,95.0
