Order,GlobalID,Site,Site_NumericDate,Room,OldRoom,Site_Room,Turn,Site_Room_Turn,CalendarDate,NumericDate,Variable,Value
1940,G1TC_2_44319,G1TC,G1TC_44319,2,2,G1TC_2,1,G1TC_2_1,2021-05-03,44319,WaterDispHdVC,3.465002712967987
1958,G1TC_2_44337,G1TC,G1TC_44337,2,2,G1TC_2,1,G1TC_2_1,2021-05-21,44337,WaterDispRMS,7050
1958,G1TC_2_44337,G1TC,G1TC_44337,2,2,G1TC_2,1,G1TC_2_1,2021-05-21,44337,WaterDispHdRMS,3.8524590163934427
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,Euth,1
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,EuthProportion,0.25
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,TotalMortality,1
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,TotalMortalityProportion,0.25
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,WaterDispRMS,0
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,WaterDispHdRMS,0
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,WaterDispVC,1346
2165,HOTC_1_44294,HOTC,HOTC_44294,1,7,HOTC_1,1,HOTC_1_1,2021-04-08,44294,WaterDispHdVC,336.5
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Days,72
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Marketing,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Penicillin,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Dexamethasone,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Ceftiofur,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Enroflaxin,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Tetracycline,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,Lincomycin,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,OtherTreatments,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,PrimaryRespiratory,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,SecondaryRespiratory,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,TotalTreatments,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,WaterMedications,0
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,WaterDispRMS,101
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,SetPointRMS,67
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,LowTempRMS,64.6
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,HiTempRMS,80.2
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,TempRangeRMS,15.600000000000009
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,LowTempSetPointDeviationRMS,2.4000000000000057
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,HiTempSetPointDeviationRMS,-13.200000000000003
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,LowTempVC,63.42020035
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,AvgTempVC,69.70197672
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,HiTempVC,81.54989624
2166,HOTC_1_44295,HOTC,HOTC_44295,1,7,HOTC_1,1,HOTC_1_1,2021-04-09,44295,TempRangeVC,18.129695889999994
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Days,73
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Marketing,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Penicillin,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Dexamethasone,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Ceftiofur,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Enroflaxin,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Tetracycline,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,Lincomycin,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,OtherTreatments,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,PrimaryRespiratory,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,SecondaryRespiratory,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,TotalTreatments,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,WaterMedications,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,WaterDispRMS,0
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,SetPointRMS,67
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,LowTempRMS,64.7
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,HiTempRMS,67.2
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,TempRangeRMS,2.5
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,LowTempSetPointDeviationRMS,2.299999999999997
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,HiTempSetPointDeviationRMS,-0.20000000000000284
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,LowTempVC,64.09629822
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,AvgTempVC,68.02529771
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,HiTempVC,78.85919952
2167,HOTC_1_44296,HOTC,HOTC_44296,1,7,HOTC_1,1,HOTC_1_1,2021-04-10,44296,TempRangeVC,14.76290130000001
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Days,74
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Marketing,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Penicillin,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Dexamethasone,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Ceftiofur,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Enroflaxin,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Tetracycline,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,Lincomycin,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,OtherTreatments,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,PrimaryRespiratory,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,SecondaryRespiratory,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,TotalTreatments,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,WaterMedications,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,WaterDispRMS,0
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,SetPointRMS,66.9
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,LowTempRMS,64.6
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,HiTempRMS,71.4
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,TempRangeRMS,6.800000000000011
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,LowTempSetPointDeviationRMS,2.3000000000000114
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,HiTempSetPointDeviationRMS,-4.5
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,LowTempVC,63.10369873
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,AvgTempVC,67.04702497
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,HiTempVC,71.89710236
2168,HOTC_1_44297,HOTC,HOTC_44297,1,7,HOTC_1,1,HOTC_1_1,2021-04-11,44297,TempRangeVC,8.793403630000007
2169,HOTC_1_44298,HOTC,HOTC_44298,1,7,HOTC_1,1,HOTC_1_1,2021-04-12,44298,WaterDispRMS,23
2169,HOTC_1_44298,HOTC,HOTC_44298,1,7,HOTC_1,1,HOTC_1_1,2021-04-12,44298,WaterDispHdRMS,0.08455882352941177
2301,HOTC_1_44430,HOTC,HOTC_44430,1,7,HOTC_1,1,HOTC_1_1,2021-08-22,44430,WaterDispRMS,10
2301,HOTC_1_44430,HOTC,HOTC_44430,1,7,HOTC_1,1,HOTC_1_1,2021-08-22,44430,WaterDispHdRMS,0.07633587786259542
2302,HOTC_1_44431,HOTC,HOTC_44431,1,7,HOTC_1,1,HOTC_1_1,2021-08-23,44431,WaterDispRMS,8
2302,HOTC_1_44431,HOTC,HOTC_44431,1,7,HOTC_1,1,HOTC_1_1,2021-08-23,44431,WaterDispHdRMS,0.061068702290076333
2303,HOTC_1_44432,HOTC,HOTC_44432,1,7,HOTC_1,1,HOTC_1_1,2021-08-24,44432,WaterDispRMS,5
2303,HOTC_1_44432,HOTC,HOTC_44432,1,7,HOTC_1,1,HOTC_1_1,2021-08-24,44432,WaterDispHdRMS,0.05263157894736842
2304,HOTC_1_44433,HOTC,HOTC_44433,1,7,HOTC_1,1,HOTC_1_1,2021-08-25,44433,WaterDispVC,3
2304,HOTC_1_44433,HOTC,HOTC_44433,1,7,HOTC_1,1,HOTC_1_1,2021-08-25,44433,WaterDispHdVC,0.031578947368421054
2305,HOTC_1_44446,HOTC,HOTC_44446,1,7,HOTC_1,2,HOTC_1_2,2021-09-07,44446,WaterDispRMS,41
2305,HOTC_1_44446,HOTC,HOTC_44446,1,7,HOTC_1,2,HOTC_1_2,2021-09-07,44446,WaterDispHdRMS,0.03516295025728988
2305,HOTC_1_44446,HOTC,HOTC_44446,1,7,HOTC_1,2,HOTC_1_2,2021-09-07,44446,WaterDispVC,32
2305,HOTC_1_44446,HOTC,HOTC_44446,1,7,HOTC_1,2,HOTC_1_2,2021-09-07,44446,WaterDispHdVC,0.0274442538593482
2306,HOTC_1_44447,HOTC,HOTC_44447,1,7,HOTC_1,2,HOTC_1_2,2021-09-08,44447,WaterDispRMS,20
2306,HOTC_1_44447,HOTC,HOTC_44447,1,7,HOTC_1,2,HOTC_1_2,2021-09-08,44447,WaterDispHdRMS,0.017006802721088437
2306,HOTC_1_44447,HOTC,HOTC_44447,1,7,HOTC_1,2,HOTC_1_2,2021-09-08,44447,WaterDispVC,34
2306,HOTC_1_44447,HOTC,HOTC_44447,1,7,HOTC_1,2,HOTC_1_2,2021-09-08,44447,WaterDispHdVC,0.02891156462585034
2307,HOTC_1_44448,HOTC,HOTC_44448,1,7,HOTC_1,2,HOTC_1_2,2021-09-09,44448,WaterDispRMS,37
2307,HOTC_1_44448,HOTC,HOTC_44448,1,7,HOTC_1,2,HOTC_1_2,2021-09-09,44448,WaterDispHdRMS,0.01575809199318569
2307,HOTC_1_44448,HOTC,HOTC_44448,1,7,HOTC_1,2,HOTC_1_2,2021-09-09,44448,WaterDispVC,28
2307,HOTC_1_44448,HOTC,HOTC_44448,1,7,HOTC_1,2,HOTC_1_2,2021-09-09,44448,WaterDispHdVC,0.01192504258943782
2308,HOTC_1_44449,HOTC,HOTC_44449,1,7,HOTC_1,2,HOTC_1_2,2021-09-10,44449,WaterDispRMS,44
2308,HOTC_1_44449,HOTC,HOTC_44449,1,7,HOTC_1,2,HOTC_1_2,2021-09-10,44449,WaterDispHdRMS,0.012510662496445835
2308,HOTC_1_44449,HOTC,HOTC_44449,1,7,HOTC_1,2,HOTC_1_2,2021-09-10,44449,WaterDispVC,85
2308,HOTC_1_44449,HOTC,HOTC_44449,1,7,HOTC_1,2,HOTC_1_2,2021-09-10,44449,WaterDispHdVC,0.024168325277224907
2309,HOTC_1_44450,HOTC,HOTC_44450,1,7,HOTC_1,2,HOTC_1_2,2021-09-11,44450,WaterDispRMS,194
2309,HOTC_1_44450,HOTC,HOTC_44450,1,7,HOTC_1,2,HOTC_1_2,2021-09-11,44450,WaterDispHdRMS,0.055176336746302616
2309,HOTC_1_44450,HOTC,HOTC_44450,1,7,HOTC_1,2,HOTC_1_2,2021-09-11,44450,WaterDispVC,164
2309,HOTC_1_44450,HOTC,HOTC_44450,1,7,HOTC_1,2,HOTC_1_2,2021-09-11,44450,WaterDispHdVC,0.04664391353811149
2310,HOTC_1_44451,HOTC,HOTC_44451,1,7,HOTC_1,2,HOTC_1_2,2021-09-12,44451,WaterDispRMS,351
2310,HOTC_1_44451,HOTC,HOTC_44451,1,7,HOTC_1,2,HOTC_1_2,2021-09-12,44451,WaterDispHdRMS,0.09985775248933143
2310,HOTC_1_44451,HOTC,HOTC_44451,1,7,HOTC_1,2,HOTC_1_2,2021-09-12,44451,WaterDispVC,212
2310,HOTC_1_44451,HOTC,HOTC_44451,1,7,HOTC_1,2,HOTC_1_2,2021-09-12,44451,WaterDispHdVC,0.060312944523470836
2311,HOTC_1_44452,HOTC,HOTC_44452,1,7,HOTC_1,2,HOTC_1_2,2021-09-13,44452,WaterDispVC,335
2311,HOTC_1_44452,HOTC,HOTC_44452,1,7,HOTC_1,2,HOTC_1_2,2021-09-13,44452,WaterDispHdVC,0.08180708180708181
2312,HOTC_1_44453,HOTC,HOTC_44453,1,7,HOTC_1,2,HOTC_1_2,2021-09-14,44453,HiTempRMS,913
2312,HOTC_1_44453,HOTC,HOTC_44453,1,7,HOTC_1,2,HOTC_1_2,2021-09-14,44453,TempRangeRMS,830.8
2312,HOTC_1_44453,HOTC,HOTC_44453,1,7,HOTC_1,2,HOTC_1_2,2021-09-14,44453,HiTempSetPointDeviationRMS,-832
2317,HOTC_1_44458,HOTC,HOTC_44458,1,7,HOTC_1,2,HOTC_1_2,2021-09-19,44458,SetPointRMS,51
2317,HOTC_1_44458,HOTC,HOTC_44458,1,7,HOTC_1,2,HOTC_1_2,2021-09-19,44458,LowTempSetPointDeviationRMS,-30.799999999999997
2317,HOTC_1_44458,HOTC,HOTC_44458,1,7,HOTC_1,2,HOTC_1_2,2021-09-19,44458,HiTempSetPointDeviationRMS,-35.7
2327,HOTC_1_44468,HOTC,HOTC_44468,1,7,HOTC_1,2,HOTC_1_2,2021-09-29,44468,SetPointRMS,45.9
2327,HOTC_1_44468,HOTC,HOTC_44468,1,7,HOTC_1,2,HOTC_1_2,2021-09-29,44468,LowTempSetPointDeviationRMS,-32.00000000000001
2327,HOTC_1_44468,HOTC,HOTC_44468,1,7,HOTC_1,2,HOTC_1_2,2021-09-29,44468,HiTempSetPointDeviationRMS,-42.50000000000001
2328,HOTC_1_44469,HOTC,HOTC_44469,1,7,HOTC_1,2,HOTC_1_2,2021-09-30,44469,SetPointRMS,45.4
2328,HOTC_1_44469,HOTC,HOTC_44469,1,7,HOTC_1,2,HOTC_1_2,2021-09-30,44469,LowTempSetPointDeviationRMS,-32.1
2328,HOTC_1_44469,HOTC,HOTC_44469,1,7,HOTC_1,2,HOTC_1_2,2021-09-30,44469,HiTempSetPointDeviationRMS,-41.800000000000004
2364,HOTC_2_44236,HOTC,HOTC_44236,2,8,HOTC_2,1,HOTC_2_1,2021-02-09,44236,WaterDispRMS,174
2364,HOTC_2_44236,HOTC,HOTC_44236,2,8,HOTC_2,1,HOTC_2_1,2021-02-09,44236,WaterDispHdRMS,0.07841369986480397
2365,HOTC_2_44237,HOTC,HOTC_44237,2,8,HOTC_2,1,HOTC_2_1,2021-02-10,44237,WaterDispRMS,199
2365,HOTC_2_44237,HOTC,HOTC_44237,2,8,HOTC_2,1,HOTC_2_1,2021-02-10,44237,WaterDispHdRMS,0.0896800360522758
2366,HOTC_2_44238,HOTC,HOTC_44238,2,8,HOTC_2,1,HOTC_2_1,2021-02-11,44238,WaterDispRMS,186
2366,HOTC_2_44238,HOTC,HOTC_44238,2,8,HOTC_2,1,HOTC_2_1,2021-02-11,44238,WaterDispHdRMS,0.0496
2367,HOTC_2_44239,HOTC,HOTC_44239,2,8,HOTC_2,1,HOTC_2_1,2021-02-12,44239,WaterDispRMS,157
2367,HOTC_2_44239,HOTC,HOTC_44239,2,8,HOTC_2,1,HOTC_2_1,2021-02-12,44239,WaterDispHdRMS,0.04190018681611956
2368,HOTC_2_44240,HOTC,HOTC_44240,2,8,HOTC_2,1,HOTC_2_1,2021-02-13,44240,WaterDispRMS,65
2368,HOTC_2_44240,HOTC,HOTC_44240,2,8,HOTC_2,1,HOTC_2_1,2021-02-13,44240,WaterDispHdRMS,0.017361111111111112
2369,HOTC_2_44241,HOTC,HOTC_44241,2,8,HOTC_2,1,HOTC_2_1,2021-02-14,44241,WaterDispRMS,222
2369,HOTC_2_44241,HOTC,HOTC_44241,2,8,HOTC_2,1,HOTC_2_1,2021-02-14,44241,WaterDispHdRMS,0.05934242181234964
2370,HOTC_2_44242,HOTC,HOTC_44242,2,8,HOTC_2,1,HOTC_2_1,2021-02-15,44242,WaterDispRMS,346
2370,HOTC_2_44242,HOTC,HOTC_44242,2,8,HOTC_2,1,HOTC_2_1,2021-02-15,44242,WaterDispHdRMS,0.08277511961722488
2371,HOTC_2_44243,HOTC,HOTC_44243,2,8,HOTC_2,1,HOTC_2_1,2021-02-16,44243,WaterDispRMS,283
2371,HOTC_2_44243,HOTC,HOTC_44243,2,8,HOTC_2,1,HOTC_2_1,2021-02-16,44243,WaterDispHdRMS,0.06759016001910675
2406,HOTC_2_44278,HOTC,HOTC_44278,2,8,HOTC_2,1,HOTC_2_1,2021-03-23,44278,WaterDispRMS,164
2406,HOTC_2_44278,HOTC,HOTC_44278,2,8,HOTC_2,1,HOTC_2_1,2021-03-23,44278,WaterDispHdRMS,0.041890166028097066
2409,HOTC_2_44281,HOTC,HOTC_44281,2,8,HOTC_2,1,HOTC_2_1,2021-03-26,44281,Ceftiofur,627
2409,HOTC_2_44281,HOTC,HOTC_44281,2,8,HOTC_2,1,HOTC_2_1,2021-03-26,44281,CeftiofurProportion,0.16130692050424492
2409,HOTC_2_44281,HOTC,HOTC_44281,2,8,HOTC_2,1,HOTC_2_1,2021-03-26,44281,PrimaryRespiratory,627
2409,HOTC_2_44281,HOTC,HOTC_44281,2,8,HOTC_2,1,HOTC_2_1,2021-03-26,44281,PrimaryRespiratoryProportion,0.16130692050424492
2409,HOTC_2_44281,HOTC,HOTC_44281,2,8,HOTC_2,1,HOTC_2_1,2021-03-26,44281,TotalTreatments,640
2409,HOTC_2_44281,HOTC,HOTC_44281,2,8,HOTC_2,1,HOTC_2_1,2021-03-26,44281,TotalTreatmentsProportion,0.16465140210959608
2525,HOTC_2_44397,HOTC,HOTC_44397,2,8,HOTC_2,1,HOTC_2_1,2021-07-20,44397,LowTempRMS,70.5
2525,HOTC_2_44397,HOTC,HOTC_44397,2,8,HOTC_2,1,HOTC_2_1,2021-07-20,44397,HiTempRMS,6.6
2525,HOTC_2_44397,HOTC,HOTC_44397,2,8,HOTC_2,1,HOTC_2_1,2021-07-20,44397,TempRangeRMS,-63.9
2525,HOTC_2_44397,HOTC,HOTC_44397,2,8,HOTC_2,1,HOTC_2_1,2021-07-20,44397,LowTempSetPointDeviationRMS,-9.700000000000003
2525,HOTC_2_44397,HOTC,HOTC_44397,2,8,HOTC_2,1,HOTC_2_1,2021-07-20,44397,HiTempSetPointDeviationRMS,54.199999999999996
2564,HOTC_2_44447,HOTC,HOTC_44447,2,8,HOTC_2,2,HOTC_2_2,2021-09-08,44447,WaterDispRMS,69
2564,HOTC_2_44447,HOTC,HOTC_44447,2,8,HOTC_2,2,HOTC_2_2,2021-09-08,44447,WaterDispHdRMS,0.05511182108626198
2671,TPLJ_1_44331,TPLJ,TPLJ_44331,1,1,TPLJ_1,1,TPLJ_1_1,2021-05-15,44331,WaterDispRMS,7076
2671,TPLJ_1_44331,TPLJ,TPLJ_44331,1,1,TPLJ_1,1,TPLJ_1_1,2021-05-15,44331,WaterDispHdRMS,5.086987778576564
2740,TPLJ_1_44400,TPLJ,TPLJ_44400,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-23,44400,WaterDispRMS,1096.5
2740,TPLJ_1_44400,TPLJ,TPLJ_44400,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-23,44400,WaterDispHdRMS,4.3
2740,TPLJ_1_44400,TPLJ,TPLJ_44400,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-23,44400,WaterDispVC,1097
2740,TPLJ_1_44400,TPLJ,TPLJ_44400,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-23,44400,WaterDispHdVC,4.301960784313725
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Days,131
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Inventory,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,InventoryChange,-147
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,TotalInventoryChange,-251
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Marketing,1
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Euth,1
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,EuthProportion,Inf
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Dead,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,TotalMortality,1
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,TotalMortalityProportion,Inf
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Penicillin,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Dexamethasone,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Ceftiofur,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Enroflaxin,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Tetracycline,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,Lincomycin,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,OtherTreatments,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,PrimaryRespiratory,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,SecondaryRespiratory,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,TotalTreatments,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,WaterMedications,0
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,SetPointRMS,60
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,LowTempRMS,70
2748,TPLJ_1_44408,TPLJ,TPLJ_44408,1,1,TPLJ_1,1,TPLJ_1_1,2021-07-31,44408,HiTempRMS,87
