"ModelName","ModelAIC","Time_to_Convergence"
"Level1_glm",167003.181898698,0.0165390968322754
"Level2_a_glm",155619.950025197,0.0112755298614502
"Level2_b_glm",145571.820723643,0.0196187496185303
"Level2_c_glm",143922.340459232,0.0132310390472412
"Level3_a_glmer",101095.627253087,3.99594211578369
"Level3_b_glmer",89902.0476414669,6.43601131439209
"Level3_c_glmer",83229.0433717646,13.1748199462891
"Level4_a_glmer",86592.312671355,3.02540183067322
"Level4_b_glmer",66522.9754401186,31.163675069809
"Level4_c_glmer",59559.0507278436,41.4882273674011
