"ModelName","ModelAIC","Time_to_Convergence"
"Level1_glm",8989.84037384964,0.0145585536956787
"Level2_a_glm",8901.41354763656,0.010267972946167
"Level2_b_glm",8899.2167070344,0.0108764171600342
"Level2_c_glm",8819.11097819794,0.0263895988464355
"Level3_a_glmer",8660.9475772832,1.20421314239502
"Level3_b_glmer",8544.90082818534,6.95240306854248
"Level3_c_glmer",8465.57254841788,22.7100532054901
"Level4_a_glmer",8325.63498302691,2.25243186950684
"Level4_b_glmer",8363.2720808286,24.5905504226685
"Level4_c_glmer",8549.57438990171,34.2764394283295
