,Date (America/Chicago),"House 1, Floor 1, Room 1 Temperature shock - color","House 1, Floor 1, Room 1 Temperature - data","House 1, Floor 1, Room 1 ReHS - color","House 1, Floor 1, Room 1 ReHS - data","House 1, Floor 1, Room 2 Temperature shock - color","House 1, Floor 1, Room 2 Temperature - data","House 1, Floor 1, Room 2 ReHS - color","House 1, Floor 1, Room 2 ReHS - data"
435,2022-05-25,green,16.75,green,73.0,green,17.6,green,64.0
436,2022-05-26,yellow,16.9,green,77.0,yellow,17.73,green,80.0
437,2022-05-27,yellow,20.37,green,81.0,yellow,20.73,green,88.0
438,2022-05-28,yellow,24.78,green,84.0,red,25.25,green,93.0
439,2022-05-29,green,25.46,green,91.0,green,25.5,green,95.0
440,2022-05-30,red,25.38,green,89.0,red,25.19,green,87.0
441,2022-05-31,yellow,21.21,green,82.0,yellow,21.67,yellow,42.0
442,2022-06-01,yellow,19.46,green,82.0,yellow,20.1,green,77.0
443,2022-06-02,red,20.53,green,84.0,red,20.9,red,25.0
444,2022-06-03,yellow,21.11,green,77.0,red,21.19,red,37.0
445,2022-06-04,green,20.61,green,65.0,green,21.15,red,32.0
446,2022-06-05,green,21.9,yellow,56.0,green,22.25,red,18.0
447,2022-06-06,green,21.37,yellow,46.0,green,21.4,red,20.0
448,2022-06-07,green,21.24,red,37.0,green,21.63,red,39.0
449,2022-06-08,yellow,21.44,red,31.0,yellow,21.9,yellow,58.0
450,2022-06-09,green,20.37,red,31.0,green,21.12,green,81.0
451,2022-06-10,green,22.21,red,34.0,green,22.77,green,84.0
452,2022-06-11,yellow,24.24,green,72.0,yellow,24.06,green,87.0
453,2022-06-12,yellow,26.13,green,82.0,yellow,26.03,green,87.0
454,2022-06-13,yellow,30.01,green,86.0,yellow,30.07,green,89.0
455,2022-06-14,yellow,30.23,green,87.0,red,30.17,green,84.0
456,2022-06-15,green,22.61,green,91.0,green,22.44,green,89.0
457,2022-06-16,red,25.05,green,84.0,red,25.1,green,95.0
458,2022-06-17,red,24.82,green,86.0,red,25.04,green,89.0
459,2022-06-18,yellow,26.96,green,86.0,yellow,27.0,green,94.0
460,2022-06-19,yellow,28.26,green,85.0,yellow,28.28,green,92.0
461,2022-06-20,yellow,29.74,green,86.0,yellow,29.81,green,95.0
462,2022-06-21,red,27.04,green,88.0,red,26.72,green,93.0
463,2022-06-22,red,24.75,green,87.0,red,25.11,green,89.0
464,2022-06-23,yellow,25.34,green,89.0,yellow,25.56,green,89.0
465,2022-06-24,yellow,25.96,green,92.0,yellow,25.89,green,93.0
466,2022-06-25,yellow,24.96,green,91.0,yellow,24.54,green,91.0
467,2022-06-26,red,21.67,green,81.0,yellow,22.14,green,89.0
468,2022-06-27,yellow,21.98,green,84.0,yellow,22.65,green,87.0
469,2022-06-28,red,24.79,green,82.0,red,25.1,green,92.0
470,2022-06-29,yellow,26.69,green,78.0,yellow,27.14,green,88.0
471,2022-06-30,yellow,27.17,green,85.0,yellow,27.0,green,91.0
472,2022-07-01,yellow,24.18,green,83.0,yellow,23.83,green,91.0
473,2022-07-02,yellow,23.67,green,79.0,yellow,24.11,green,91.0
474,2022-07-03,yellow,25.24,green,83.0,yellow,25.24,green,93.0
475,2022-07-04,yellow,27.37,green,89.0,yellow,27.32,green,96.0
476,2022-07-05,red,27.5,green,88.0,red,27.52,green,95.0
477,2022-07-06,green,23.9,green,91.0,green,23.67,green,94.0
478,2022-07-07,green,24.46,green,89.0,green,24.08,green,92.0
479,2022-07-08,yellow,24.61,green,92.0,yellow,24.06,green,94.0
480,2022-07-09,yellow,24.61,green,89.0,yellow,24.36,green,94.0
481,2022-07-10,green,26.49,green,94.0,yellow,26.39,green,96.0
482,2022-07-11,yellow,25.05,green,93.0,yellow,24.55,green,95.0
483,2022-07-12,yellow,23.8,green,91.0,yellow,23.59,green,94.0
484,2022-07-13,yellow,25.08,green,94.0,yellow,25.21,green,95.0
485,2022-07-14,green,26.61,green,94.0,green,26.49,green,94.0
486,2022-07-15,yellow,28.19,green,97.0,yellow,27.89,green,95.0
487,2022-07-16,green,24.35,green,93.0,green,24.03,green,94.0
488,2022-07-17,yellow,25.23,green,94.0,red,24.85,green,92.0
489,2022-07-18,yellow,25.67,green,94.0,yellow,25.75,green,92.0
490,2022-07-19,red,26.86,green,96.0,red,26.51,green,95.0
491,2022-07-20,red,25.69,green,96.0,red,25.24,green,96.0
492,2022-07-21,red,25.58,green,94.0,red,25.6,green,95.0
493,2022-07-22,yellow,26.19,green,94.0,yellow,26.11,green,96.0
494,2022-07-23,red,28.11,green,95.0,red,28.06,green,95.0
495,2022-07-24,yellow,24.71,green,94.0,yellow,24.28,green,95.0
496,2022-07-25,green,21.46,green,89.0,green,21.61,green,96.0
497,2022-07-26,yellow,23.21,green,94.0,yellow,23.53,green,93.0
498,2022-07-27,yellow,24.39,green,96.0,yellow,24.37,green,96.0
499,2022-07-28,blue,22.36,blue,,blue,21.16,blue,
515,2022-07-29,blue,,blue,,blue,,blue,
516,2022-07-30,blue,,blue,,blue,,blue,
517,2022-07-31,blue,,blue,,blue,,blue,
518,2022-08-01,blue,,blue,,blue,,blue,
500,2022-08-02,green,30.26,blue,,green,30.24,blue,
501,2022-08-03,yellow,29.17,green,97.0,yellow,28.46,green,98.0
502,2022-08-04,yellow,28.99,green,97.0,yellow,24.87,green,96.0
503,2022-08-05,yellow,28.87,green,97.0,yellow,28.44,green,94.0
504,2022-08-06,yellow,29.85,green,82.0,yellow,29.42,green,92.0
505,2022-08-07,green,27.56,green,65.0,green,26.78,green,74.0
506,2022-08-08,yellow,26.19,yellow,54.0,green,26.77,green,71.0
507,2022-08-09,yellow,27.36,yellow,59.0,yellow,28.0,green,94.0
508,2022-08-10,yellow,28.01,green,64.0,yellow,28.11,green,91.0
509,2022-08-11,yellow,27.88,green,66.0,yellow,27.97,green,73.0
510,2022-08-12,green,27.74,green,80.0,green,28.18,yellow,59.0
511,2022-08-13,yellow,26.62,green,83.0,yellow,26.78,yellow,49.0
512,2022-08-14,green,25.29,green,85.0,yellow,25.73,yellow,56.0
513,2022-08-15,yellow,24.48,green,77.0,yellow,25.28,green,68.0
