,Date (America/Chicago),"Maschhoff_TPLJ_RM1_C Temp shock - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C Temp (°C) - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_E Temp shock - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E Temp (°C) - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_W Temp shock - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W Temp (°C) - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM2_C Temp shock - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C Temp (°C) - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_E Temp shock - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E Temp (°C) - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_W Temp shock - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W Temp (°C) - data
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - data
 (MO201301-MLJQ4R57)"
124,2021-07-17,blue,,blue,,blue,,blue,,blue,,blue,,yellow,23.0,green,99.0,blue,,blue,,yellow,23.5,green,99.0
125,2021-07-18,blue,,blue,,blue,,blue,,blue,,blue,,red,23.0,green,99.0,blue,,blue,,yellow,23.5,green,99.0
126,2021-07-19,blue,,blue,,blue,,blue,,blue,,blue,,red,23.0,green,99.0,blue,,blue,,red,23.5,green,98.0
127,2021-07-20,blue,,blue,,blue,,blue,,blue,,blue,,red,23.5,green,98.0,blue,,blue,,red,23.5,green,99.0
128,2021-07-21,blue,,blue,,blue,,blue,,blue,,blue,,yellow,24.0,green,99.0,blue,,blue,,yellow,24.5,green,98.0
129,2021-07-22,blue,,blue,,blue,,blue,,blue,,blue,,yellow,25.0,green,99.0,blue,,blue,,yellow,25.5,green,99.0
130,2021-07-23,blue,,blue,,blue,,blue,,blue,,blue,,yellow,27.0,green,99.0,blue,,blue,,yellow,27.0,green,98.0
131,2021-07-24,blue,,blue,,blue,,blue,,blue,,blue,,red,27.0,green,99.0,blue,,blue,,red,27.0,green,97.0
132,2021-07-25,blue,,blue,,blue,,blue,,blue,,blue,,red,24.5,green,97.0,blue,,blue,,red,25.0,green,99.0
133,2021-07-26,red,,blue,,red,,blue,,yellow,,blue,,red,25.0,green,99.0,red,,blue,,yellow,25.0,green,97.0
134,2021-07-27,yellow,30.0,blue,,yellow,29.5,blue,,yellow,30.0,blue,,yellow,27.0,green,99.0,yellow,30.0,blue,,yellow,27.0,green,99.0
135,2021-07-28,green,29.0,green,98.0,yellow,28.0,green,89.0,green,29.0,green,98.0,green,29.0,green,98.0,yellow,28.5,green,83.0,green,29.0,green,99.0
136,2021-07-29,yellow,27.5,green,99.0,yellow,26.5,green,90.0,yellow,27.5,green,98.0,yellow,27.0,green,99.0,yellow,27.0,green,92.0,yellow,27.0,green,98.0
137,2021-07-30,green,22.5,green,99.0,green,21.5,green,93.0,green,22.5,green,98.0,green,22.0,green,99.0,green,22.0,green,98.0,green,22.5,green,99.0
138,2021-07-31,green,24.0,green,98.0,green,23.0,green,99.0,yellow,24.0,green,96.0,yellow,23.0,green,99.0,green,23.0,green,97.0,green,23.5,green,99.0
139,2021-08-01,yellow,22.5,green,98.0,yellow,21.0,green,99.0,yellow,22.0,green,98.0,green,19.5,blue,,green,19.0,blue,,green,20.0,blue,
140,2021-08-02,green,18.5,blue,,green,16.5,blue,,green,17.5,blue,,green,,blue,,green,,blue,,green,,blue,
141,2021-08-03,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
142,2021-08-04,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
143,2021-08-05,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
144,2021-08-06,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
145,2021-08-07,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
146,2021-08-08,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
147,2021-08-09,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
148,2021-08-10,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
149,2021-08-11,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
150,2021-08-12,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
151,2021-08-13,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
152,2021-08-14,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
153,2021-08-15,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
154,2021-08-16,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
155,2021-08-17,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
156,2021-08-18,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
157,2021-08-19,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
158,2021-08-20,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
159,2021-08-21,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
160,2021-08-22,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
161,2021-08-23,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
162,2021-08-24,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
163,2021-08-25,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
164,2021-08-26,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
165,2021-08-27,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
166,2021-08-28,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
167,2021-08-29,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
168,2021-08-30,yellow,27.5,blue,,green,25.5,blue,,green,28.5,blue,,green,27.5,blue,,yellow,28.0,blue,,green,27.5,blue,
169,2021-08-31,green,24.5,green,89.0,green,25.0,green,74.0,green,26.0,green,88.0,green,25.5,green,96.0,yellow,26.0,green,83.0,green,25.5,green,97.0
170,2021-09-01,green,24.0,green,95.0,green,25.0,green,68.0,green,25.5,green,90.0,green,26.5,green,97.0,green,27.5,green,80.0,green,26.0,green,98.0
171,2021-09-02,green,23.5,green,98.0,green,25.0,green,67.0,green,26.0,green,84.0,green,25.5,green,96.0,green,25.5,green,72.0,green,26.0,green,98.0
172,2021-09-03,green,24.0,green,99.0,green,25.0,yellow,56.0,green,26.0,green,84.0,green,25.5,green,98.0,green,26.0,green,73.0,green,26.0,green,98.0
173,2021-09-04,green,24.5,green,96.0,green,25.0,yellow,50.0,green,26.0,green,79.0,green,25.5,green,97.0,green,25.5,green,79.0,green,26.0,green,98.0
174,2021-09-05,yellow,24.5,green,96.0,yellow,26.0,green,64.0,green,26.5,green,80.0,green,26.0,green,97.0,yellow,26.5,green,79.0,green,27.0,green,98.0
175,2021-09-06,green,26.0,green,98.0,green,26.5,green,64.0,green,27.0,green,83.0,green,27.0,green,97.0,green,27.5,green,76.0,green,27.5,green,96.0
176,2021-09-07,yellow,25.5,green,98.0,green,25.5,green,65.0,green,26.5,green,90.0,green,26.5,green,96.0,green,27.0,green,81.0,green,26.5,green,92.0
177,2021-09-08,yellow,24.0,green,94.0,green,25.0,yellow,54.0,yellow,25.0,green,72.0,green,25.0,green,90.0,green,26.5,yellow,55.0,green,26.0,green,94.0
178,2021-09-09,yellow,23.5,green,93.0,green,24.5,yellow,46.0,green,24.5,green,69.0,green,25.0,green,84.0,green,26.5,yellow,45.0,green,25.5,green,93.0
179,2021-09-10,yellow,25.0,green,95.0,yellow,25.5,red,36.0,yellow,26.0,green,73.0,green,26.0,green,75.0,green,26.5,red,36.0,yellow,26.5,green,90.0
180,2021-09-11,green,26.5,green,97.0,green,26.5,green,66.0,green,27.5,green,80.0,green,27.5,green,81.0,green,28.0,yellow,54.0,green,27.5,green,94.0
181,2021-09-12,yellow,24.5,green,99.0,green,24.5,green,68.0,green,25.5,green,92.0,green,26.0,green,88.0,yellow,26.5,yellow,52.0,green,25.5,green,98.0
182,2021-09-13,green,24.5,green,98.0,green,24.5,green,72.0,yellow,26.0,green,90.0,green,26.0,green,85.0,green,26.5,yellow,56.0,green,26.0,green,94.0
183,2021-09-14,yellow,23.5,green,99.0,yellow,23.5,yellow,55.0,green,24.5,green,93.0,green,25.0,green,82.0,yellow,25.5,yellow,54.0,green,25.0,green,94.0
184,2021-09-15,yellow,24.0,green,92.0,green,24.0,green,64.0,green,25.0,green,81.0,green,25.5,green,80.0,yellow,26.0,yellow,56.0,green,26.0,green,86.0
185,2021-09-16,green,26.5,green,98.0,green,26.0,yellow,51.0,green,27.0,green,94.0,green,27.5,green,84.0,green,27.5,green,69.0,green,27.5,green,95.0
186,2021-09-17,green,24.0,green,95.0,green,23.5,yellow,46.0,green,24.5,green,88.0,green,25.5,green,83.0,green,26.0,yellow,52.0,green,25.0,green,88.0
187,2021-09-18,green,25.0,green,89.0,green,25.0,red,32.0,green,25.5,green,77.0,green,26.0,green,74.0,green,26.5,yellow,52.0,green,26.5,green,78.0
188,2021-09-19,green,27.5,green,93.0,green,26.5,red,33.0,green,27.5,green,96.0,green,28.0,green,84.0,green,28.5,yellow,48.0,green,28.0,green,95.0
189,2021-09-20,green,24.0,green,97.0,green,23.5,red,22.0,green,24.0,green,88.0,green,25.5,green,77.0,green,26.5,yellow,43.0,green,25.0,green,93.0
190,2021-09-21,yellow,21.5,green,88.0,green,22.0,red,25.0,green,22.5,green,66.0,green,23.0,green,66.0,yellow,24.0,yellow,44.0,green,23.5,green,72.0
191,2021-09-22,yellow,21.5,green,76.0,yellow,22.0,red,26.0,green,22.5,green,68.0,green,22.5,yellow,48.0,yellow,24.5,red,30.0,green,23.0,green,69.0
192,2021-09-23,yellow,22.5,green,83.0,green,22.5,red,23.0,yellow,23.5,yellow,55.0,green,23.5,yellow,53.0,yellow,25.0,red,33.0,yellow,24.0,green,72.0
193,2021-09-24,yellow,21.0,green,91.0,green,21.5,red,22.0,green,22.0,green,77.0,green,23.0,yellow,55.0,yellow,24.0,red,31.0,green,23.0,green,90.0
194,2021-09-25,yellow,22.5,green,86.0,green,22.5,red,24.0,yellow,23.5,yellow,52.0,green,23.0,yellow,55.0,green,24.5,red,35.0,green,24.0,green,79.0
195,2021-09-26,red,23.5,green,94.0,yellow,24.0,red,28.0,red,24.5,green,91.0,yellow,25.0,yellow,51.0,yellow,25.5,red,22.0,yellow,25.0,green,92.0
196,2021-09-27,red,23.5,green,90.0,red,24.0,red,29.0,red,25.0,green,74.0,yellow,25.0,green,63.0,red,25.0,red,31.0,red,25.0,green,84.0
197,2021-09-28,yellow,25.0,green,92.0,red,24.5,red,29.0,yellow,26.0,green,75.0,yellow,26.0,yellow,55.0,yellow,26.0,red,34.0,yellow,26.0,green,89.0
198,2021-09-29,green,25.0,green,85.0,green,24.5,red,24.0,green,25.5,green,86.0,green,26.0,green,69.0,green,26.0,red,32.0,green,26.0,green,97.0
199,2021-09-30,green,25.0,green,84.0,green,24.5,red,17.0,green,25.5,green,75.0,green,26.0,green,70.0,yellow,26.0,red,31.0,green,26.0,green,92.0
200,2021-10-01,green,24.5,green,87.0,green,23.5,red,14.0,yellow,24.5,green,81.0,green,26.0,green,64.0,green,26.0,red,30.0,green,26.0,green,90.0
201,2021-10-02,green,22.5,green,83.0,green,22.5,red,8.0,green,23.0,green,75.0,green,24.5,yellow,51.0,green,25.5,red,24.0,green,24.5,green,73.0
202,2021-10-03,red,22.5,green,82.0,yellow,22.0,red,11.0,yellow,23.5,green,76.0,green,24.0,red,32.0,yellow,24.5,red,20.0,yellow,24.0,green,71.0
203,2021-10-04,red,21.5,green,82.0,yellow,21.5,red,18.0,yellow,22.5,yellow,48.0,yellow,22.5,red,33.0,yellow,22.5,red,20.0,yellow,23.0,yellow,47.0
204,2021-10-05,yellow,21.0,green,87.0,green,21.0,red,19.0,yellow,22.5,yellow,55.0,green,22.5,red,32.0,green,22.0,red,18.0,yellow,23.0,yellow,46.0
205,2021-10-06,yellow,21.5,green,93.0,green,21.5,red,24.0,yellow,22.5,green,76.0,green,22.5,red,32.0,green,22.5,red,18.0,green,23.5,green,81.0
206,2021-10-07,yellow,23.0,green,95.0,green,22.5,red,23.0,yellow,23.5,green,89.0,green,23.5,yellow,53.0,yellow,23.0,red,22.0,yellow,24.5,green,89.0
207,2021-10-08,green,23.0,green,94.0,yellow,23.0,red,33.0,green,24.0,green,77.0,green,24.0,yellow,53.0,yellow,24.0,red,27.0,green,24.5,green,88.0
208,2021-10-09,green,24.0,green,98.0,green,23.0,red,36.0,green,24.5,green,90.0,green,24.0,yellow,56.0,green,23.0,red,26.0,green,25.0,green,93.0
209,2021-10-10,yellow,21.0,green,99.0,green,21.0,red,37.0,green,21.5,green,86.0,green,22.5,yellow,52.0,yellow,22.5,red,28.0,green,23.0,green,92.0
210,2021-10-11,red,19.0,green,96.0,yellow,19.5,yellow,52.0,yellow,21.0,green,78.0,green,21.5,yellow,57.0,yellow,21.0,red,33.0,yellow,21.5,green,81.0
211,2021-10-12,green,20.0,green,90.0,green,20.5,yellow,52.0,green,21.5,green,78.0,green,21.5,yellow,53.0,yellow,21.5,red,34.0,green,22.0,green,82.0
212,2021-10-13,yellow,21.0,green,97.0,green,21.0,yellow,55.0,green,22.0,green,91.0,green,23.0,green,72.0,yellow,23.0,red,36.0,green,23.0,green,95.0
213,2021-10-14,yellow,17.5,green,96.0,green,19.0,yellow,52.0,green,19.5,green,84.0,green,20.5,green,74.0,yellow,20.5,red,31.0,green,21.0,green,90.0
214,2021-10-15,yellow,17.5,green,97.0,green,18.5,green,68.0,green,19.0,green,71.0,green,20.5,green,80.0,yellow,20.5,yellow,55.0,green,20.5,green,91.0
215,2021-10-16,yellow,18.0,green,95.0,yellow,19.0,green,71.0,yellow,19.0,green,77.0,green,20.0,green,77.0,yellow,20.5,yellow,53.0,yellow,20.5,green,87.0
216,2021-10-17,yellow,19.0,green,92.0,green,19.5,green,77.0,yellow,20.0,green,88.0,green,21.0,green,75.0,yellow,21.0,yellow,53.0,green,21.5,green,89.0
217,2021-10-18,green,21.0,green,98.0,green,20.5,green,75.0,green,21.0,green,92.0,green,22.0,green,80.0,yellow,22.5,yellow,55.0,green,22.5,green,96.0
218,2021-10-19,green,22.0,green,94.0,green,21.0,yellow,54.0,green,22.0,green,96.0,yellow,22.5,green,88.0,yellow,22.5,green,71.0,green,23.5,green,98.0
219,2021-10-20,yellow,19.5,green,98.0,green,20.0,yellow,55.0,green,20.5,green,98.0,green,21.0,green,89.0,yellow,20.5,green,66.0,green,21.5,green,99.0
220,2021-10-21,green,16.0,green,96.0,green,17.5,green,70.0,green,16.5,green,87.0,green,19.0,green,84.0,yellow,19.5,green,68.0,green,18.5,green,92.0
221,2021-10-22,green,16.5,green,92.0,green,18.0,yellow,49.0,green,18.5,green,72.0,green,18.5,green,72.0,green,19.5,yellow,55.0,green,19.5,green,78.0
222,2021-10-23,green,17.0,green,87.0,green,17.0,red,36.0,green,21.0,green,70.0,green,19.0,yellow,54.0,green,20.0,red,29.0,green,20.0,green,78.0
223,2021-10-24,green,17.0,green,90.0,green,17.0,red,34.0,green,19.5,green,77.0,green,19.0,green,68.0,green,19.5,red,28.0,yellow,20.0,green,76.0
224,2021-10-25,green,18.5,green,92.0,green,17.0,red,27.0,green,20.0,green,84.0,green,19.5,green,68.0,green,19.5,red,27.0,yellow,20.0,green,68.0
225,2021-10-26,green,19.5,green,92.0,green,17.5,red,32.0,green,20.5,green,77.0,green,20.0,green,70.0,green,21.0,red,34.0,green,20.0,green,80.0
226,2021-10-27,green,18.5,green,96.0,green,17.5,yellow,55.0,green,20.5,green,90.0,green,20.0,green,74.0,green,22.0,red,36.0,green,19.0,green,94.0
227,2021-10-28,green,18.5,green,96.0,green,17.5,yellow,56.0,green,18.5,green,77.0,green,20.0,green,74.0,yellow,19.5,yellow,50.0,green,19.5,green,84.0
228,2021-10-29,green,19.0,green,93.0,green,18.0,yellow,56.0,yellow,18.0,green,80.0,green,20.5,green,76.0,red,20.0,yellow,50.0,red,19.5,green,84.0
229,2021-10-30,green,20.0,green,89.0,green,18.5,yellow,53.0,green,19.0,green,78.0,green,22.0,green,75.0,yellow,23.0,yellow,49.0,green,21.5,green,90.0
230,2021-10-31,green,18.5,green,91.0,green,17.5,green,72.0,green,17.0,yellow,54.0,green,21.5,green,65.0,red,23.5,red,32.0,yellow,20.5,green,88.0
231,2021-11-01,green,19.0,green,90.0,green,18.5,green,72.0,yellow,17.5,yellow,45.0,green,21.0,red,28.0,yellow,21.5,red,19.0,green,21.5,green,69.0
232,2021-11-02,green,19.5,green,70.0,green,18.5,green,71.0,yellow,18.0,red,22.0,green,20.0,red,24.0,green,19.0,red,17.0,green,20.0,yellow,53.0
233,2021-11-03,green,19.0,green,82.0,green,18.5,green,70.0,yellow,17.5,red,19.0,green,20.0,red,18.0,green,19.0,red,13.0,green,20.0,yellow,46.0
234,2021-11-04,green,20.0,green,74.0,green,18.5,yellow,52.0,green,19.5,red,31.0,green,20.5,red,19.0,green,19.5,red,14.0,green,19.5,red,33.0
235,2021-11-05,green,20.0,green,81.0,green,19.0,yellow,50.0,green,19.0,yellow,51.0,green,21.0,red,34.0,green,20.0,red,25.0,green,19.5,yellow,53.0
236,2021-11-06,green,20.5,green,84.0,green,20.0,red,32.0,green,20.0,green,79.0,green,20.5,red,29.0,yellow,20.0,red,36.0,green,20.0,green,80.0
237,2021-11-07,green,20.5,green,91.0,green,19.5,red,28.0,green,20.0,green,82.0,green,20.5,yellow,53.0,green,20.0,red,29.0,green,20.0,green,85.0
238,2021-11-08,green,19.5,green,91.0,green,18.5,red,34.0,green,18.5,green,87.0,green,20.0,green,71.0,green,19.5,yellow,52.0,green,19.5,green,87.0
239,2021-11-09,green,19.5,green,95.0,green,18.5,yellow,53.0,yellow,18.5,green,84.0,green,19.5,green,76.0,green,18.5,yellow,54.0,green,18.5,green,89.0
240,2021-11-10,green,19.0,green,93.0,green,18.0,green,72.0,green,18.5,green,87.0,green,19.0,green,79.0,green,18.5,green,71.0,green,18.5,green,93.0
241,2021-11-11,yellow,18.0,green,91.0,green,18.5,green,70.0,yellow,17.5,green,89.0,green,18.5,green,79.0,green,18.0,green,72.0,green,18.0,green,93.0
242,2021-11-12,yellow,17.5,green,95.0,green,18.0,green,78.0,yellow,16.0,green,88.0,green,19.0,green,84.0,green,19.0,green,73.0,green,18.0,green,96.0
243,2021-11-13,green,18.0,green,95.0,green,17.5,green,79.0,yellow,17.0,green,88.0,green,18.5,green,82.0,green,18.0,green,70.0,green,17.5,green,92.0
244,2021-11-14,green,17.5,green,97.0,green,17.0,green,79.0,yellow,16.5,green,82.0,green,18.0,green,84.0,green,18.5,green,75.0,green,17.5,green,95.0
245,2021-11-15,green,18.0,green,96.0,yellow,17.0,green,82.0,yellow,17.0,green,78.0,green,18.5,green,86.0,green,18.5,green,71.0,green,17.5,green,92.0
246,2021-11-16,yellow,19.0,green,99.0,red,16.5,green,87.0,yellow,18.5,green,95.0,yellow,19.0,green,87.0,red,18.5,green,75.0,green,19.0,green,94.0
247,2021-11-17,yellow,18.0,green,97.0,yellow,18.0,green,83.0,yellow,17.0,green,95.0,green,18.0,green,86.0,green,18.5,green,81.0,green,18.0,green,95.0
248,2021-11-18,yellow,16.5,green,99.0,green,17.0,green,75.0,yellow,14.5,green,95.0,green,18.0,green,88.0,yellow,17.5,green,79.0,green,17.0,green,96.0
249,2021-11-19,green,16.0,green,94.0,green,17.0,green,66.0,green,16.5,green,88.0,green,18.0,green,87.0,green,17.5,green,82.0,green,17.5,green,92.0
250,2021-11-20,green,16.0,green,87.0,green,17.5,red,25.0,green,17.0,green,73.0,green,18.5,green,87.0,green,18.0,green,82.0,green,18.0,green,93.0
251,2021-11-21,yellow,15.0,green,75.0,green,16.5,red,22.0,yellow,16.0,yellow,44.0,green,17.5,green,78.0,green,17.5,green,76.0,green,17.5,green,91.0
252,2021-11-22,yellow,15.5,green,77.0,green,16.5,red,36.0,yellow,15.0,red,29.0,green,17.5,green,71.0,green,17.5,yellow,51.0,green,18.0,green,77.0
253,2021-11-23,green,18.0,green,90.0,green,18.0,yellow,54.0,green,17.5,green,82.0,green,20.0,yellow,51.0,green,20.0,red,31.0,green,19.0,green,81.0
254,2021-11-24,yellow,15.5,green,96.0,yellow,17.5,green,82.0,yellow,17.0,green,92.0,green,19.5,yellow,57.0,green,18.5,red,34.0,green,17.5,green,81.0
255,2021-11-25,green,15.0,green,97.0,green,15.5,green,85.0,yellow,13.5,green,89.0,green,17.0,green,73.0,green,17.0,yellow,54.0,yellow,16.0,green,77.0
256,2021-11-26,green,15.0,green,99.0,green,16.5,green,92.0,green,16.0,green,93.0,green,18.0,green,82.0,green,17.5,green,73.0,green,17.0,green,90.0
257,2021-11-27,green,15.5,green,97.0,green,17.0,green,90.0,green,16.5,green,95.0,yellow,19.0,green,85.0,green,18.5,green,77.0,green,18.0,green,95.0
258,2021-11-28,green,14.0,green,97.0,yellow,16.0,green,88.0,green,16.0,green,95.0,green,18.0,green,90.0,green,17.0,green,80.0,green,17.5,green,95.0
259,2021-11-29,yellow,17.0,green,96.0,green,18.0,green,86.0,green,18.0,green,97.0,yellow,19.5,green,95.0,yellow,18.5,green,84.0,yellow,19.0,green,98.0
260,2021-11-30,green,15.5,green,99.0,green,17.0,green,92.0,green,17.5,green,96.0,green,19.0,green,93.0,green,18.5,green,87.0,green,17.5,green,97.0
261,2021-12-01,green,17.0,green,98.0,green,17.5,green,89.0,green,18.0,green,96.0,green,20.0,green,94.0,green,19.5,green,82.0,green,19.0,green,97.0
262,2021-12-02,green,16.5,green,98.0,green,17.0,green,88.0,green,18.5,green,96.0,green,19.5,green,95.0,green,19.0,green,84.0,green,18.5,green,96.0
263,2021-12-03,green,15.5,green,96.0,yellow,16.5,green,86.0,green,17.0,green,95.0,green,18.5,green,93.0,green,18.0,green,80.0,yellow,17.5,green,96.0
264,2021-12-04,yellow,14.5,green,98.0,green,16.5,green,88.0,yellow,16.0,green,94.0,green,17.5,green,95.0,green,16.5,green,86.0,green,16.5,green,97.0
265,2021-12-05,yellow,15.0,green,99.0,green,16.5,green,84.0,yellow,15.5,green,95.0,green,19.0,green,94.0,green,18.0,green,87.0,green,17.0,green,96.0
266,2021-12-06,green,14.5,green,96.0,green,16.0,green,84.0,yellow,13.0,green,96.0,green,18.0,green,94.0,green,17.5,green,83.0,green,16.0,green,96.0
267,2021-12-07,red,14.5,green,97.0,yellow,16.5,green,89.0,yellow,13.5,green,93.0,green,17.5,green,92.0,green,17.5,green,85.0,yellow,16.5,green,96.0
268,2021-12-08,yellow,14.5,green,99.0,yellow,16.0,green,90.0,yellow,14.0,green,93.0,green,17.5,green,91.0,green,17.5,green,87.0,green,16.5,green,96.0
269,2021-12-09,green,15.0,green,98.0,green,16.0,green,89.0,green,16.0,green,92.0,green,19.0,green,85.0,green,17.5,green,82.0,green,17.0,green,96.0
270,2021-12-10,yellow,14.0,green,99.0,green,16.5,green,86.0,yellow,15.5,green,96.0,green,17.5,green,89.0,green,17.0,green,84.0,green,17.0,green,95.0
271,2021-12-11,yellow,14.5,green,99.0,green,16.0,green,90.0,yellow,14.5,green,95.0,green,18.0,green,84.0,green,17.5,green,85.0,green,16.5,green,89.0
272,2021-12-12,green,14.5,green,96.0,green,16.5,green,89.0,green,16.0,green,95.0,green,18.5,green,82.0,green,17.5,green,82.0,green,16.5,green,91.0
273,2021-12-13,green,14.5,green,98.0,green,16.5,green,87.0,green,16.0,green,95.0,green,18.0,green,89.0,green,17.5,green,80.0,green,17.0,green,96.0
274,2021-12-14,green,16.0,green,96.0,green,17.0,green,88.0,green,16.0,green,96.0,green,19.5,green,91.0,green,18.5,green,88.0,green,17.5,green,98.0
275,2021-12-15,red,19.5,green,99.0,green,19.0,green,86.0,yellow,19.5,green,97.0,yellow,22.0,green,95.0,yellow,20.5,green,91.0,yellow,20.5,green,99.0
276,2021-12-16,yellow,14.5,green,99.0,yellow,16.5,green,87.0,yellow,14.5,green,95.0,green,18.0,green,84.0,yellow,17.0,green,84.0,yellow,16.5,green,97.0
277,2021-12-17,yellow,15.0,green,98.0,yellow,16.0,green,80.0,yellow,15.0,green,97.0,green,17.5,green,80.0,green,17.0,green,89.0,green,16.0,green,96.0
278,2021-12-18,red,15.5,green,99.0,green,16.0,green,84.0,yellow,13.5,green,96.0,green,18.0,green,92.0,green,17.5,green,86.0,yellow,16.0,green,96.0
279,2021-12-19,yellow,15.0,green,97.0,green,16.0,green,90.0,yellow,14.5,green,97.0,green,18.0,green,95.0,green,17.0,green,88.0,green,16.5,green,96.0
280,2021-12-20,yellow,15.0,green,99.0,green,15.5,green,93.0,yellow,13.5,green,98.0,yellow,17.5,green,95.0,red,17.0,green,86.0,yellow,17.0,green,97.0
281,2021-12-21,red,15.0,green,99.0,yellow,16.0,green,92.0,yellow,13.0,green,97.0,yellow,17.5,green,96.0,yellow,16.5,green,89.0,yellow,16.5,green,97.0
282,2021-12-22,yellow,15.0,green,99.0,yellow,16.0,green,90.0,green,15.0,green,69.0,green,18.0,green,95.0,green,17.0,green,85.0,green,17.0,green,98.0
283,2021-12-23,green,14.5,green,99.0,green,16.0,green,92.0,green,16.0,yellow,48.0,green,18.0,green,94.0,green,17.0,green,86.0,green,17.5,green,99.0
284,2021-12-24,green,15.5,green,99.0,green,16.5,green,91.0,green,17.5,green,95.0,green,18.5,green,92.0,green,17.5,green,81.0,green,17.5,green,97.0
285,2021-12-25,red,15.0,green,99.0,yellow,16.0,green,92.0,yellow,14.5,green,96.0,green,18.0,green,93.0,green,17.5,green,83.0,red,17.0,green,97.0
286,2021-12-26,yellow,15.5,green,99.0,green,16.0,green,92.0,green,14.5,green,96.0,green,17.5,green,91.0,green,17.0,green,87.0,green,16.5,green,96.0
287,2021-12-27,red,14.0,green,99.0,yellow,16.0,green,93.0,yellow,14.0,green,97.0,green,18.0,green,93.0,green,17.5,green,86.0,yellow,17.0,green,99.0
288,2021-12-28,red,15.5,green,98.0,green,16.0,green,91.0,yellow,14.0,green,95.0,green,18.0,green,94.0,green,17.0,green,87.0,yellow,16.5,green,98.0
