,Device id,Device name,Device code,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
502,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-02,blue,,blue,
503,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-03,blue,,blue,
504,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-04,blue,,blue,
505,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-05,blue,,blue,
506,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-06,blue,,blue,
507,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-07,blue,,blue,
508,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-08,blue,,blue,
509,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-09,blue,,blue,
510,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-10,blue,,blue,
511,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-11,blue,,blue,
512,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-12,blue,,blue,
513,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-13,blue,,blue,
514,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-14,blue,,blue,
515,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-15,blue,,blue,
516,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-16,blue,,blue,
517,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-17,blue,,blue,
518,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-18,blue,,blue,
519,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-19,blue,,blue,
520,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-20,blue,,blue,
521,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-21,blue,,blue,
522,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-22,blue,,blue,
523,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-23,blue,,blue,
524,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-24,green,,blue,
525,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-25,green,,blue,
526,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-26,green,,blue,
527,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-27,blue,,blue,
528,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-02-28,blue,,blue,
529,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-01,blue,,blue,
530,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-02,green,17.0,green,
531,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-03,green,17.0,green,99.0
532,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-04,green,17.0,green,99.0
533,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-05,green,19.0,green,99.0
534,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-06,green,27.0,green,99.0
535,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-07,green,28.5,green,99.0
536,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-08,green,28.0,green,99.0
537,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-09,green,27.5,green,91.0
538,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-10,green,26.5,green,81.0
539,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-11,green,26.5,green,94.0
540,510,Maschhoff_BIBL_C_RM4 ,MO1936XX-P6TLS59Q,2021-03-12,green,26.5,green,90.0
