,Date (America/Chicago),"Masc_CON2_RM1_C Temp shock - color
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_C Temp (°C) - data
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_C ReHS - color
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_C ReHS - data
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_E Temp shock - color
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_E Temp (°C) - data
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_E ReHS - color
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_E ReHS - data
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_W Temp shock - color
 (MO202101-FDHQ4HCS)","Masc_CON2_RM1_W Temp (°C) - data
 (MO202101-FDHQ4HCS)","Masc_CON2_RM1_W ReHS - color
 (MO202101-FDHQ4HCS)","Masc_CON2_RM1_W ReHS - data
 (MO202101-FDHQ4HCS)","Masc_CON2_RM2_C Temp shock - color
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_C Temp (°C) - data
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_C ReHS - color
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_C ReHS - data
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_E Temp shock - color
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_E Temp (°C) - data
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_E ReHS - color
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_E ReHS - data
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_W Temp shock - color
 (MO201901-M27NVRN2)","Masc_CON2_RM2_W Temp (°C) - data
 (MO201901-M27NVRN2)","Masc_CON2_RM2_W ReHS - color
 (MO201901-M27NVRN2)","Masc_CON2_RM2_W ReHS - data
 (MO201901-M27NVRN2)"
173,2021-05-30,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
174,2021-05-31,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
175,2021-06-01,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
176,2021-06-02,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
177,2021-06-03,green,26.5,blue,,green,26.5,blue,,green,,blue,,green,29.5,blue,,green,28.5,blue,,green,29.0,blue,
178,2021-06-04,yellow,29.5,blue,,yellow,29.5,blue,,red,,blue,,yellow,30.0,green,82.0,yellow,29.0,green,77.0,yellow,29.5,green,95.0
179,2021-06-05,yellow,27.5,green,97.0,yellow,27.5,green,97.0,yellow,,green,,yellow,30.5,green,78.0,yellow,30.0,green,74.0,yellow,30.0,green,95.0
180,2021-06-06,green,25.5,green,96.0,green,25.5,green,97.0,yellow,,green,,yellow,28.5,green,74.0,green,28.0,yellow,45.0,yellow,28.0,green,95.0
181,2021-06-07,yellow,26.5,green,99.0,yellow,26.5,green,99.0,yellow,,green,,yellow,31.5,green,76.0,yellow,30.5,green,65.0,yellow,31.0,green,96.0
182,2021-06-08,yellow,28.0,green,99.0,yellow,28.0,green,98.0,yellow,,green,,yellow,31.5,green,81.0,green,31.0,green,70.0,yellow,31.5,green,87.0
183,2021-06-09,yellow,28.5,green,99.0,yellow,28.5,green,96.0,red,,green,,yellow,32.0,green,70.0,yellow,31.5,green,72.0,green,31.5,yellow,47.0
184,2021-06-10,yellow,30.0,green,98.0,yellow,30.0,green,99.0,yellow,,green,,yellow,32.0,green,75.0,green,32.0,green,76.0,green,32.0,yellow,55.0
185,2021-06-11,green,29.0,green,95.0,green,29.0,green,80.0,green,,green,,green,29.5,green,81.0,green,29.0,green,68.0,green,30.0,yellow,55.0
186,2021-06-12,green,29.5,green,87.0,green,29.5,yellow,49.0,green,,green,,yellow,30.5,green,89.0,yellow,29.5,green,81.0,yellow,30.5,green,68.0
187,2021-06-13,yellow,31.5,green,92.0,yellow,31.5,green,79.0,yellow,,green,,yellow,31.5,green,89.0,yellow,31.0,green,79.0,yellow,31.0,green,77.0
188,2021-06-14,green,30.0,green,95.0,green,30.0,green,87.0,green,,green,,yellow,30.5,green,89.0,yellow,30.0,green,78.0,yellow,30.5,green,79.0
189,2021-06-15,yellow,30.5,green,88.0,yellow,31.0,green,88.0,yellow,,green,,yellow,31.5,green,89.0,yellow,30.5,green,79.0,yellow,31.0,green,75.0
190,2021-06-16,green,31.0,green,89.0,green,31.0,green,93.0,green,,green,,green,30.5,green,87.0,green,30.0,green,77.0,green,30.5,green,70.0
191,2021-06-17,yellow,31.5,green,90.0,yellow,32.0,green,94.0,yellow,,green,,green,31.5,green,84.0,green,31.0,green,80.0,green,32.0,green,76.0
192,2021-06-18,yellow,30.0,green,82.0,green,30.5,green,93.0,green,,green,,yellow,30.5,green,80.0,green,30.0,green,70.0,green,31.0,green,74.0
193,2021-06-19,green,30.0,green,74.0,green,30.0,green,92.0,green,,green,,green,30.5,green,82.0,green,30.0,green,74.0,green,30.5,green,82.0
194,2021-06-20,green,29.5,green,70.0,green,29.5,green,83.0,green,,green,,green,29.5,green,84.0,green,28.5,green,81.0,green,30.0,green,77.0
195,2021-06-21,green,29.5,green,77.0,green,29.5,green,81.0,green,,green,,green,29.0,green,87.0,green,27.5,green,86.0,green,29.0,green,82.0
196,2021-06-22,green,29.5,green,80.0,green,29.0,green,90.0,green,,green,,green,29.0,green,82.0,green,27.5,green,88.0,green,29.0,green,77.0
197,2021-06-23,green,30.5,green,91.0,green,30.5,green,90.0,green,,green,,green,30.0,green,75.0,green,29.0,green,70.0,green,30.0,green,66.0
198,2021-06-24,green,29.5,green,88.0,green,29.5,green,84.0,green,,green,,green,29.5,yellow,55.0,green,29.0,green,66.0,green,30.0,yellow,43.0
199,2021-06-25,green,29.0,green,89.0,green,29.0,green,84.0,green,,green,,green,29.0,green,65.0,green,28.5,yellow,57.0,green,29.5,red,35.0
200,2021-06-26,green,28.0,green,87.0,green,28.5,green,75.0,green,,green,,green,28.0,green,68.0,green,27.0,yellow,53.0,green,28.0,red,31.0
201,2021-06-27,green,29.0,green,89.0,green,29.0,green,81.0,green,,green,,green,29.0,green,74.0,green,28.5,green,71.0,green,29.5,red,35.0
202,2021-06-28,green,29.5,green,88.0,green,29.5,green,76.0,green,,green,,green,29.0,green,74.0,green,28.5,green,69.0,green,29.5,yellow,44.0
203,2021-06-29,green,29.5,green,82.0,green,29.5,green,77.0,green,,green,,green,29.5,green,81.0,green,29.0,green,71.0,green,29.5,red,37.0
204,2021-06-30,green,29.0,green,86.0,green,29.5,green,69.0,green,,green,,green,29.5,green,76.0,green,29.0,green,80.0,green,30.0,red,34.0
205,2021-07-01,green,29.0,green,76.0,green,29.0,green,66.0,blue,,blue,,green,29.0,green,81.0,green,28.5,green,88.0,green,29.5,yellow,48.0
206,2021-07-02,yellow,28.5,green,71.0,green,29.0,green,73.0,blue,,blue,,green,29.5,green,79.0,green,29.0,green,85.0,green,29.5,red,36.0
207,2021-07-03,yellow,29.0,green,65.0,green,29.5,green,64.0,blue,,blue,,green,29.0,green,82.0,green,28.5,green,87.0,green,29.0,red,35.0
208,2021-07-04,green,29.0,green,65.0,green,29.5,green,75.0,blue,,blue,,green,29.5,green,84.0,green,29.0,green,87.0,green,29.5,red,36.0
209,2021-07-05,yellow,30.0,green,67.0,green,30.0,green,83.0,blue,,blue,,green,30.0,green,85.0,green,29.5,green,90.0,green,30.0,yellow,46.0
210,2021-07-06,green,29.5,green,70.0,green,30.0,green,85.0,blue,,blue,,green,29.5,green,90.0,green,29.0,green,94.0,green,29.5,yellow,45.0
211,2021-07-07,green,26.5,yellow,56.0,green,27.5,green,80.0,blue,,blue,,green,27.0,green,84.0,green,27.0,green,91.0,green,28.0,yellow,49.0
212,2021-07-08,green,26.5,green,66.0,green,27.0,green,80.0,blue,,blue,,green,26.5,green,79.0,green,26.0,green,88.0,green,27.5,yellow,47.0
213,2021-07-09,green,27.5,green,71.0,green,28.0,green,90.0,blue,,blue,,green,27.0,green,80.0,green,27.0,green,86.0,green,28.5,yellow,51.0
214,2021-07-10,green,26.0,yellow,55.0,green,27.0,green,86.0,blue,,blue,,green,26.0,green,72.0,green,26.0,green,86.0,green,27.5,yellow,47.0
215,2021-07-11,green,26.5,green,66.0,green,27.0,green,86.0,blue,,blue,,green,26.5,green,74.0,green,26.5,green,85.0,green,28.0,green,64.0
216,2021-07-12,yellow,27.0,green,76.0,green,27.5,green,91.0,blue,,blue,,yellow,26.5,green,74.0,green,26.5,green,89.0,green,27.5,yellow,54.0
217,2021-07-13,green,27.5,green,64.0,green,27.5,green,84.0,blue,,blue,,green,26.5,green,72.0,green,26.5,green,85.0,green,27.5,yellow,53.0
218,2021-07-14,green,27.5,yellow,50.0,green,27.5,green,89.0,blue,,blue,,green,27.0,green,67.0,green,27.0,green,81.0,green,28.0,yellow,52.0
219,2021-07-15,yellow,27.0,yellow,49.0,green,27.5,green,89.0,blue,,blue,,yellow,27.0,green,70.0,green,27.0,green,89.0,green,28.0,yellow,55.0
220,2021-07-16,yellow,27.0,yellow,53.0,green,27.5,green,84.0,blue,,blue,,yellow,27.0,green,66.0,green,27.0,green,87.0,green,28.0,yellow,53.0
221,2021-07-17,yellow,27.5,yellow,44.0,green,27.5,green,82.0,blue,,blue,,green,27.0,green,66.0,green,27.0,green,90.0,green,28.0,green,67.0
222,2021-07-18,yellow,27.5,yellow,52.0,green,27.5,green,86.0,blue,,blue,,yellow,27.5,green,67.0,green,27.5,green,88.0,green,28.0,yellow,54.0
223,2021-07-19,yellow,27.5,yellow,57.0,green,27.5,green,87.0,blue,,blue,,yellow,27.5,green,71.0,yellow,27.5,green,89.0,green,28.0,green,70.0
224,2021-07-20,yellow,27.0,yellow,55.0,green,27.5,green,86.0,blue,,blue,,yellow,27.5,green,77.0,yellow,27.5,green,93.0,green,28.5,green,67.0
225,2021-07-21,yellow,27.5,yellow,56.0,yellow,28.0,green,87.0,blue,,blue,,yellow,27.5,green,72.0,yellow,27.5,green,90.0,green,28.0,green,70.0
226,2021-07-22,yellow,27.0,yellow,57.0,green,28.0,green,89.0,blue,,blue,,yellow,27.0,green,72.0,green,27.0,green,87.0,green,27.5,green,76.0
227,2021-07-23,yellow,28.5,green,66.0,yellow,29.5,green,91.0,blue,,blue,,green,28.5,green,74.0,green,28.0,green,92.0,green,28.5,green,74.0
228,2021-07-24,yellow,28.5,green,70.0,green,29.0,green,93.0,blue,,blue,,yellow,29.0,green,82.0,green,28.5,green,94.0,red,28.5,green,72.0
229,2021-07-25,yellow,27.5,yellow,56.0,yellow,28.5,green,84.0,blue,,blue,,yellow,28.0,green,75.0,green,27.5,green,94.0,green,26.5,green,73.0
230,2021-07-26,yellow,27.0,yellow,54.0,green,28.5,green,84.0,green,,blue,,yellow,27.5,green,71.0,yellow,27.0,green,93.0,green,28.0,green,78.0
231,2021-07-27,yellow,28.5,green,74.0,yellow,29.5,green,90.0,yellow,30.5,yellow,55.0,yellow,28.5,green,80.0,yellow,28.0,green,97.0,yellow,29.0,green,77.0
232,2021-07-28,yellow,30.0,green,88.0,yellow,30.0,green,99.0,green,30.5,green,78.0,green,30.0,green,89.0,green,29.5,green,99.0,yellow,30.0,green,80.0
233,2021-07-29,yellow,28.5,green,83.0,green,29.0,green,96.0,green,29.0,green,71.0,green,29.0,green,91.0,green,28.5,green,98.0,green,29.0,green,78.0
234,2021-07-30,green,25.5,green,64.0,green,27.0,green,87.0,green,28.5,yellow,50.0,green,26.0,green,71.0,green,26.0,green,85.0,green,26.5,green,68.0
235,2021-07-31,green,26.0,yellow,54.0,green,27.5,green,85.0,green,28.5,yellow,57.0,yellow,26.0,green,70.0,green,26.5,green,76.0,green,27.0,green,64.0
236,2021-08-01,green,25.0,yellow,56.0,green,27.0,green,86.0,green,28.0,yellow,57.0,green,25.0,green,70.0,green,26.0,green,86.0,green,26.5,green,79.0
237,2021-08-02,green,25.0,green,65.0,green,26.5,green,87.0,green,27.5,green,72.0,yellow,25.5,green,74.0,green,26.0,green,76.0,green,26.5,green,84.0
238,2021-08-03,green,25.0,green,74.0,green,27.0,green,92.0,green,28.0,green,71.0,yellow,25.0,green,71.0,green,26.0,green,69.0,green,26.5,green,73.0
239,2021-08-04,green,25.5,green,72.0,green,27.0,green,90.0,green,28.0,green,71.0,green,25.5,green,69.0,green,26.0,green,75.0,green,26.5,green,76.0
240,2021-08-05,green,26.0,yellow,55.0,green,27.0,green,92.0,green,28.0,yellow,57.0,green,25.5,yellow,54.0,green,26.0,green,66.0,green,26.5,yellow,56.0
241,2021-08-06,green,27.0,green,71.0,green,28.0,green,94.0,green,28.5,green,70.0,green,26.5,green,68.0,green,26.5,green,64.0,green,27.0,yellow,46.0
242,2021-08-07,green,27.0,green,76.0,green,27.5,green,97.0,green,28.0,green,64.0,green,27.0,green,74.0,green,26.5,green,93.0,green,27.0,yellow,48.0
243,2021-08-08,green,26.0,yellow,45.0,green,27.0,green,86.0,green,27.5,red,35.0,green,26.0,yellow,54.0,green,26.0,green,82.0,green,26.5,red,31.0
244,2021-08-09,green,28.0,yellow,51.0,green,28.5,green,96.0,green,28.5,red,32.0,green,28.0,green,82.0,green,27.5,green,91.0,green,28.0,yellow,49.0
245,2021-08-10,green,27.5,green,82.0,green,28.0,green,96.0,green,28.0,red,36.0,green,27.5,green,89.0,green,27.5,green,98.0,green,27.5,green,66.0
246,2021-08-11,yellow,27.5,green,73.0,green,28.0,green,98.0,green,28.5,red,36.0,yellow,28.0,green,90.0,yellow,27.5,green,96.0,green,28.0,green,67.0
247,2021-08-12,yellow,26.0,yellow,48.0,green,27.0,green,85.0,green,28.0,yellow,44.0,yellow,26.0,green,75.0,green,26.0,green,82.0,green,27.0,yellow,54.0
248,2021-08-13,yellow,25.0,yellow,50.0,green,26.5,green,85.0,green,28.0,red,35.0,yellow,25.5,green,77.0,green,25.5,green,84.0,green,26.5,green,64.0
249,2021-08-14,yellow,25.0,yellow,47.0,green,26.5,green,82.0,green,27.5,red,37.0,yellow,25.0,green,78.0,green,25.5,green,90.0,green,26.0,green,72.0
250,2021-08-15,yellow,25.0,yellow,51.0,green,26.5,green,84.0,green,27.5,yellow,50.0,green,25.0,green,82.0,green,25.5,green,87.0,green,26.0,green,74.0
251,2021-08-16,yellow,25.0,yellow,50.0,green,27.0,green,84.0,green,27.5,yellow,50.0,yellow,25.0,green,79.0,green,25.5,green,85.0,green,26.0,green,79.0
252,2021-08-17,yellow,26.0,green,65.0,yellow,27.5,green,85.0,yellow,28.0,yellow,57.0,green,26.0,green,84.0,green,26.0,green,93.0,yellow,26.5,green,83.0
253,2021-08-18,yellow,26.0,green,73.0,green,27.0,green,93.0,green,27.5,green,71.0,green,26.0,green,93.0,green,26.0,green,95.0,yellow,26.5,green,82.0
254,2021-08-19,yellow,27.0,green,79.0,yellow,27.5,green,96.0,yellow,28.0,green,74.0,yellow,27.0,green,90.0,yellow,26.5,green,98.0,yellow,27.0,green,92.0
255,2021-08-20,yellow,27.0,green,84.0,yellow,27.5,green,99.0,yellow,28.0,green,81.0,yellow,27.0,green,94.0,yellow,26.5,green,98.0,yellow,27.0,green,86.0
256,2021-08-21,green,24.0,green,77.0,green,25.5,green,95.0,green,26.5,green,75.0,green,24.5,green,94.0,green,24.5,green,94.0,green,25.5,green,89.0
257,2021-08-22,green,24.5,green,74.0,green,26.0,green,94.0,green,27.0,green,79.0,green,24.5,green,87.0,green,25.0,green,89.0,green,25.5,green,74.0
258,2021-08-23,yellow,28.5,green,82.0,yellow,29.0,green,98.0,yellow,29.5,green,87.0,yellow,28.5,green,85.0,yellow,28.0,green,96.0,yellow,28.5,green,79.0
259,2021-08-24,green,28.0,green,93.0,green,28.5,green,99.0,green,28.0,green,89.0,green,28.0,green,99.0,green,27.5,green,99.0,green,27.5,green,96.0
260,2021-08-25,yellow,26.5,green,93.0,green,27.5,green,99.0,green,27.0,green,87.0,yellow,27.0,green,97.0,yellow,27.0,green,98.0,yellow,27.0,green,95.0
261,2021-08-26,green,25.5,green,90.0,green,26.0,green,99.0,green,26.5,green,90.0,green,25.5,green,96.0,green,25.0,green,99.0,green,25.5,green,95.0
262,2021-08-27,yellow,27.5,green,96.0,green,28.5,green,99.0,yellow,28.0,green,87.0,yellow,28.0,green,99.0,green,27.5,green,99.0,yellow,27.5,green,97.0
263,2021-08-28,yellow,28.0,green,98.0,yellow,28.5,green,99.0,yellow,28.0,green,93.0,yellow,28.0,green,97.0,yellow,27.5,green,99.0,yellow,28.0,green,99.0
264,2021-08-29,green,24.5,green,89.0,green,25.5,green,99.0,green,26.0,green,88.0,yellow,25.0,green,95.0,green,24.5,green,98.0,green,25.5,green,94.0
265,2021-08-30,yellow,24.5,green,80.0,yellow,26.0,green,95.0,green,26.5,green,85.0,green,24.5,green,88.0,green,24.5,green,94.0,green,25.5,green,95.0
266,2021-08-31,green,24.0,green,86.0,green,25.0,green,97.0,green,25.5,green,78.0,green,24.0,green,87.0,green,24.0,green,95.0,green,24.5,green,94.0
267,2021-09-01,green,23.5,green,83.0,green,25.0,green,94.0,green,26.0,green,72.0,green,23.5,green,91.0,green,24.0,green,92.0,green,24.5,green,95.0
268,2021-09-02,green,23.0,green,80.0,green,24.5,green,98.0,green,25.5,green,85.0,green,23.0,green,91.0,green,23.0,green,96.0,green,24.0,green,92.0
269,2021-09-03,green,24.0,green,88.0,green,24.5,green,98.0,green,25.5,green,87.0,green,24.0,green,91.0,green,23.5,green,94.0,green,24.5,green,97.0
270,2021-09-04,green,23.5,green,88.0,green,24.5,green,98.0,green,25.0,green,89.0,green,24.0,green,90.0,green,23.5,green,94.0,green,24.5,green,92.0
271,2021-09-05,yellow,24.5,green,88.0,green,25.5,green,98.0,green,26.5,green,91.0,green,24.0,green,94.0,yellow,24.5,green,96.0,yellow,25.0,green,98.0
272,2021-09-06,yellow,25.5,green,87.0,yellow,26.5,green,99.0,yellow,27.0,green,92.0,yellow,25.0,green,91.0,yellow,25.5,green,96.0,yellow,26.0,green,97.0
273,2021-09-07,green,24.5,green,97.0,green,25.0,green,99.0,green,25.5,green,94.0,yellow,25.0,green,93.0,green,24.5,green,98.0,green,25.0,green,99.0
274,2021-09-08,green,23.0,green,88.0,green,24.5,green,98.0,green,25.5,green,89.0,yellow,23.0,green,93.0,green,23.5,green,96.0,green,24.5,green,95.0
275,2021-09-09,green,23.0,green,88.0,green,24.5,green,97.0,green,25.5,green,85.0,green,22.5,green,92.0,green,23.5,green,96.0,green,24.0,green,94.0
276,2021-09-10,yellow,24.5,green,87.0,yellow,25.5,green,98.0,yellow,26.5,green,76.0,yellow,23.5,green,94.0,yellow,24.5,green,98.0,yellow,25.0,green,95.0
277,2021-09-11,red,26.5,green,92.0,yellow,27.0,green,99.0,red,27.5,green,75.0,red,26.0,green,92.0,yellow,26.0,green,98.0,red,26.5,green,96.0
278,2021-09-12,green,23.5,green,93.0,green,24.5,green,99.0,green,24.5,green,94.0,green,24.0,green,96.0,green,23.5,green,98.0,green,23.5,green,97.0
279,2021-09-13,yellow,24.5,green,88.0,green,25.5,green,97.0,yellow,25.5,green,87.0,green,24.5,green,96.0,yellow,24.0,green,98.0,yellow,24.5,green,97.0
280,2021-09-14,green,23.0,green,90.0,green,23.5,green,96.0,green,24.0,green,86.0,green,23.0,green,92.0,green,22.5,green,94.0,green,23.0,green,92.0
281,2021-09-15,yellow,23.5,green,88.0,yellow,24.5,green,92.0,yellow,25.5,green,86.0,yellow,22.5,green,90.0,yellow,23.5,green,94.0,yellow,24.0,green,97.0
282,2021-09-16,yellow,25.5,green,93.0,yellow,26.5,green,96.0,yellow,26.5,green,90.0,yellow,25.5,green,88.0,yellow,25.0,green,97.0,red,26.0,green,94.0
283,2021-09-17,green,22.5,green,95.0,green,23.5,green,97.0,green,23.5,green,92.0,yellow,22.5,green,92.0,green,22.5,green,97.0,green,22.5,green,97.0
284,2021-09-18,yellow,24.5,green,87.0,yellow,25.5,green,92.0,yellow,26.0,green,78.0,yellow,23.5,green,88.0,yellow,24.5,green,98.0,red,24.5,green,97.0
285,2021-09-19,yellow,26.0,green,97.0,yellow,27.0,green,98.0,red,26.5,green,81.0,red,26.0,green,97.0,yellow,26.0,green,98.0,red,26.0,green,96.0
286,2021-09-20,green,22.0,green,94.0,green,23.0,green,98.0,green,22.5,green,86.0,green,22.5,green,93.0,green,22.0,green,93.0,green,22.0,green,94.0
287,2021-09-21,green,21.0,green,88.0,green,22.0,green,94.0,yellow,23.0,green,81.0,yellow,21.0,green,84.0,green,21.0,green,95.0,green,22.0,green,87.0
288,2021-09-22,green,20.5,green,82.0,green,22.0,green,91.0,green,23.5,green,75.0,yellow,19.5,green,81.0,green,21.0,green,96.0,green,21.5,green,86.0
289,2021-09-23,yellow,21.5,green,80.0,yellow,22.5,green,95.0,green,24.0,green,71.0,yellow,20.5,green,75.0,yellow,21.0,green,95.0,yellow,22.0,green,86.0
290,2021-09-24,green,21.0,green,89.0,green,21.5,green,94.0,green,22.5,green,86.0,yellow,21.0,green,83.0,green,21.0,green,97.0,green,21.5,green,84.0
291,2021-09-25,yellow,21.0,green,83.0,yellow,22.5,green,91.0,yellow,24.0,green,78.0,yellow,20.5,green,71.0,yellow,21.5,green,95.0,yellow,22.0,green,82.0
292,2021-09-26,red,24.0,green,87.0,red,24.5,green,99.0,red,25.0,green,86.0,red,24.0,green,89.0,red,23.5,green,98.0,red,24.0,green,91.0
293,2021-09-27,red,24.0,green,90.0,red,25.0,green,98.0,red,25.0,green,86.0,red,25.0,green,88.0,red,24.5,green,99.0,red,24.5,green,89.0
294,2021-09-28,red,24.5,green,90.0,red,25.5,green,95.0,red,25.0,green,86.0,red,25.0,green,90.0,red,24.5,green,98.0,red,25.0,green,88.0
295,2021-09-29,yellow,24.0,green,87.0,yellow,24.5,green,86.0,yellow,24.0,green,83.0,yellow,24.0,green,94.0,yellow,23.5,green,98.0,yellow,23.5,green,86.0
296,2021-09-30,yellow,23.5,green,93.0,yellow,24.5,green,93.0,yellow,23.0,green,87.0,yellow,23.5,green,96.0,yellow,23.5,green,98.0,yellow,23.0,green,90.0
297,2021-10-01,yellow,22.0,green,94.0,green,23.0,green,98.0,green,22.0,green,86.0,green,22.0,green,95.0,green,22.0,green,99.0,yellow,21.5,green,69.0
298,2021-10-02,green,20.5,green,95.0,green,22.0,green,99.0,green,21.0,green,86.0,green,21.5,green,78.0,green,21.0,green,99.0,green,21.0,yellow,49.0
299,2021-10-03,yellow,21.0,green,89.0,yellow,22.0,green,99.0,green,21.5,green,86.0,yellow,22.0,green,95.0,yellow,21.5,green,99.0,yellow,22.0,green,82.0
300,2021-10-04,yellow,21.0,green,88.0,yellow,22.0,green,97.0,yellow,22.5,green,88.0,yellow,21.5,green,84.0,yellow,21.5,green,98.0,yellow,22.0,green,70.0
301,2021-10-05,green,20.5,green,88.0,green,21.5,green,98.0,green,22.0,green,86.0,green,20.5,green,75.0,green,21.0,green,98.0,green,21.0,yellow,56.0
302,2021-10-06,green,21.0,green,89.0,green,22.0,green,99.0,green,21.0,green,86.0,green,21.5,green,82.0,green,21.0,green,99.0,green,20.5,yellow,51.0
303,2021-10-07,yellow,21.5,green,94.0,green,22.5,green,98.0,green,21.5,green,92.0,green,21.5,green,79.0,green,21.5,green,95.0,green,21.0,green,86.0
304,2021-10-08,yellow,23.0,green,92.0,yellow,23.5,green,99.0,red,23.5,green,87.0,yellow,23.0,green,80.0,yellow,22.5,green,94.0,red,23.0,green,86.0
305,2021-10-09,green,22.0,green,95.0,green,23.0,green,98.0,green,22.0,green,80.0,green,22.5,green,86.0,green,22.0,green,86.0,green,22.0,green,87.0
306,2021-10-10,green,20.0,green,86.0,green,21.0,green,98.0,green,20.5,green,77.0,green,21.0,green,70.0,green,20.5,green,94.0,green,20.5,green,66.0
307,2021-10-11,green,19.5,green,79.0,green,20.5,green,98.0,green,21.0,green,70.0,yellow,20.5,green,75.0,green,20.0,green,97.0,yellow,20.5,green,75.0
308,2021-10-12,green,19.5,green,83.0,green,20.5,green,96.0,green,21.0,green,79.0,green,20.5,green,77.0,green,20.5,green,97.0,green,20.5,yellow,50.0
309,2021-10-13,green,20.0,green,92.0,green,21.0,green,99.0,green,21.0,green,85.0,green,21.0,green,86.0,green,20.0,green,94.0,green,21.0,green,79.0
310,2021-10-14,green,18.5,green,89.0,green,19.0,green,97.0,yellow,21.0,green,87.0,green,18.5,green,88.0,green,19.0,green,93.0,green,20.0,green,80.0
311,2021-10-15,green,18.0,green,91.0,green,19.0,green,99.0,green,20.5,green,89.0,yellow,18.5,green,92.0,green,19.0,green,94.0,green,20.0,green,80.0
312,2021-10-16,green,18.0,green,92.0,green,19.0,green,96.0,green,21.0,green,83.0,yellow,17.5,green,91.0,green,19.0,green,94.0,green,20.0,green,82.0
313,2021-10-17,yellow,19.0,green,91.0,yellow,19.5,green,99.0,yellow,21.5,green,94.0,yellow,18.5,green,91.0,green,19.5,green,94.0,green,20.5,green,82.0
314,2021-10-18,yellow,20.0,green,93.0,yellow,20.5,green,98.0,green,21.5,green,94.0,green,20.0,green,92.0,yellow,20.0,green,96.0,green,21.0,green,81.0
315,2021-10-19,yellow,19.5,green,94.0,yellow,20.5,green,99.0,green,20.5,green,95.0,green,20.5,green,93.0,yellow,20.0,green,94.0,yellow,20.5,green,84.0
316,2021-10-20,green,18.0,green,93.0,green,19.5,green,97.0,green,20.0,green,94.0,green,19.0,green,94.0,green,19.5,green,98.0,green,20.0,green,88.0
317,2021-10-21,green,16.0,green,90.0,green,17.5,green,98.0,green,21.5,green,91.0,green,16.0,green,92.0,green,18.0,green,88.0,green,19.5,green,84.0
318,2021-10-22,green,16.5,green,93.0,green,17.5,green,98.0,green,21.5,green,95.0,green,16.0,green,86.0,green,17.5,green,82.0,green,19.0,green,84.0
319,2021-10-23,green,17.5,green,94.0,green,17.5,green,98.0,green,20.5,green,92.0,green,18.5,green,90.0,green,18.0,green,86.0,green,19.5,green,68.0
320,2021-10-24,green,17.5,green,90.0,green,17.5,green,99.0,green,20.5,green,92.0,green,18.0,green,91.0,green,17.5,green,74.0,green,18.5,green,75.0
321,2021-10-25,green,17.5,green,89.0,green,17.5,green,96.0,green,20.5,yellow,56.0,green,18.0,green,84.0,green,18.0,green,72.0,green,19.0,green,79.0
322,2021-10-26,green,18.0,green,87.0,green,18.5,green,95.0,green,21.0,yellow,46.0,green,19.5,green,82.0,green,18.5,yellow,53.0,green,19.5,green,70.0
323,2021-10-27,green,18.5,yellow,52.0,green,19.0,yellow,49.0,green,21.0,red,33.0,green,19.0,yellow,45.0,green,18.5,red,36.0,green,19.0,red,37.0
324,2021-10-28,green,18.5,yellow,50.0,green,18.5,green,76.0,green,21.5,yellow,53.0,green,18.5,red,27.0,green,19.0,red,27.0,green,20.0,red,26.0
325,2021-10-29,green,18.5,green,64.0,green,19.5,green,69.0,green,24.0,red,37.0,green,17.0,red,33.0,green,18.5,red,29.0,green,20.5,red,25.0
326,2021-10-30,green,19.0,yellow,47.0,green,20.5,yellow,46.0,green,24.0,red,35.0,green,18.0,red,28.0,green,20.5,red,26.0,green,20.5,red,17.0
327,2021-10-31,green,18.5,yellow,51.0,green,20.0,red,36.0,green,25.0,yellow,53.0,green,16.5,red,20.0,green,19.5,red,18.0,green,21.0,red,14.0
328,2021-11-01,green,18.0,green,79.0,green,20.5,yellow,47.0,green,24.0,green,78.0,yellow,17.5,red,32.0,green,20.0,red,30.0,green,20.5,red,20.0
329,2021-11-02,green,17.5,green,87.0,yellow,20.0,green,91.0,green,24.0,green,85.0,green,16.5,red,28.0,green,19.0,yellow,56.0,green,20.0,red,36.0
