,Date (America/Chicago),"Maschhoff_G1TC_RM1_CC Temp shock - color
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_CC Temp (°C) - data
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_CC ReHS - color
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_CC ReHS - data
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_N Temp shock - color
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_N Temp (°C) - data
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_N ReHS - color
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_N ReHS - data
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_NC Temp shock - color
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_NC Temp (°C) - data
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_NC ReHS - color
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_NC ReHS - data
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_S Temp shock - color
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_S Temp (°C) - data
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_S ReHS - color
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_S ReHS - data
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_SC Temp shock - color
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM1_SC Temp (°C) - data
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM1_SC ReHS - color
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM1_SC ReHS - data
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM2_CC Temp shock - color
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_CC Temp (°C) - data
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_CC ReHS - color
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_CC ReHS - data
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_N Temp shock - color
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_N Temp (°C) - data
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_N ReHS - color
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_N ReHS - data
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_NC Temp shock - color
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_NC Temp (°C) - data
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_NC ReHS - color
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_NC ReHS - data
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_S Temp shock - color
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_S Temp (°C) - data
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_S ReHS - color
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_S ReHS - data
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_SC Temp shock - color
 (MO201401-P9DTQ8WT)","Maschhoff_G1TC_RM2_SC Temp (°C) - data
 (MO201401-P9DTQ8WT)","Maschhoff_G1TC_RM2_SC ReHS - color
 (MO201401-P9DTQ8WT)","Maschhoff_G1TC_RM2_SC ReHS - data
 (MO201401-P9DTQ8WT)"
531,2022-06-05,yellow,24.0,green,99.0,yellow,23.5,green,95.0,yellow,25.0,green,94.0,yellow,26.0,green,98.0,yellow,26.5,green,98.0,yellow,25.0,green,97.0,yellow,23.5,green,99.0,yellow,23.5,green,97.0,yellow,26.5,green,99.0,yellow,25.5,green,99.0
532,2022-06-06,yellow,23.0,green,98.0,yellow,23.5,green,87.0,yellow,24.5,green,93.0,yellow,25.5,green,97.0,yellow,25.5,green,99.0,yellow,24.5,green,97.0,yellow,23.0,green,95.0,yellow,23.5,green,95.0,yellow,25.5,green,97.0,green,24.5,green,97.0
533,2022-06-07,yellow,22.5,green,96.0,yellow,22.5,green,87.0,yellow,23.5,green,94.0,yellow,25.0,green,98.0,yellow,25.0,green,97.0,yellow,23.5,green,99.0,yellow,22.0,green,96.0,yellow,22.5,green,96.0,yellow,25.0,green,96.0,yellow,24.0,green,97.0
534,2022-06-08,yellow,21.0,green,97.0,yellow,20.5,green,88.0,yellow,21.5,green,89.0,green,23.5,green,99.0,green,23.5,green,97.0,green,22.5,green,98.0,green,20.5,green,94.0,green,21.0,green,95.0,green,23.5,green,97.0,green,23.0,green,96.0
535,2022-06-09,yellow,22.5,green,96.0,yellow,22.5,green,91.0,yellow,23.5,green,95.0,yellow,25.0,green,96.0,yellow,25.5,green,97.0,yellow,24.0,green,97.0,yellow,22.5,green,93.0,yellow,22.5,green,94.0,yellow,25.0,green,99.0,yellow,24.5,green,96.0
536,2022-06-10,green,20.5,green,97.0,green,20.5,green,89.0,green,21.5,green,95.0,green,23.0,green,99.0,green,23.5,green,97.0,green,22.0,green,98.0,green,20.5,green,97.0,green,20.5,green,94.0,green,23.5,green,98.0,green,22.5,green,97.0
537,2022-06-11,green,23.0,green,96.0,yellow,22.5,green,81.0,yellow,24.0,green,87.0,green,25.5,green,98.0,green,25.5,green,97.0,green,24.5,green,98.0,green,23.0,green,96.0,yellow,23.0,green,97.0,green,25.5,green,98.0,green,25.0,green,97.0
538,2022-06-12,green,25.5,green,99.0,yellow,26.0,green,92.0,yellow,27.0,green,92.0,green,27.5,green,97.0,green,28.0,green,97.0,green,26.0,green,99.0,green,25.0,green,98.0,yellow,25.5,green,98.0,green,27.5,green,98.0,green,26.5,green,98.0
539,2022-06-13,yellow,29.0,green,98.0,yellow,29.0,green,97.0,yellow,30.5,green,96.0,green,30.0,green,99.0,yellow,30.5,green,98.0,red,29.0,green,98.0,yellow,29.0,green,98.0,yellow,29.0,green,99.0,yellow,30.5,green,98.0,green,30.0,green,99.0
540,2022-06-14,yellow,30.0,green,99.0,yellow,30.5,green,97.0,yellow,31.5,green,95.0,yellow,31.5,green,98.0,yellow,32.0,green,96.0,red,30.0,green,98.0,red,30.0,green,96.0,red,30.0,green,98.0,yellow,31.5,green,98.0,yellow,30.5,green,99.0
541,2022-06-15,yellow,29.0,green,99.0,yellow,29.5,green,97.0,yellow,30.5,green,97.0,yellow,31.0,green,97.0,yellow,31.5,green,98.0,red,29.0,green,99.0,red,28.0,green,98.0,red,29.0,green,97.0,red,30.5,green,98.0,yellow,29.5,green,97.0
542,2022-06-16,yellow,29.5,green,99.0,yellow,30.0,green,96.0,yellow,31.0,green,96.0,yellow,31.5,green,97.0,yellow,31.5,green,96.0,red,29.5,green,98.0,red,28.5,green,99.0,red,30.0,green,99.0,yellow,31.0,green,99.0,yellow,30.5,green,99.0
543,2022-06-17,yellow,26.0,green,99.0,yellow,26.0,green,95.0,yellow,27.0,green,95.0,yellow,27.5,green,96.0,yellow,28.0,green,99.0,yellow,26.0,green,97.0,yellow,25.5,green,97.0,yellow,26.0,green,97.0,yellow,27.5,green,98.0,yellow,26.5,green,98.0
544,2022-06-18,yellow,23.0,green,97.0,yellow,23.5,green,93.0,yellow,24.5,green,96.0,yellow,25.0,green,99.0,yellow,25.5,green,99.0,yellow,24.0,green,95.0,yellow,23.5,green,98.0,yellow,23.5,green,97.0,yellow,25.5,green,96.0,yellow,24.5,green,96.0
545,2022-06-19,yellow,24.0,green,97.0,yellow,22.5,green,96.0,yellow,24.0,green,97.0,yellow,25.5,green,98.0,yellow,26.0,green,95.0,yellow,25.0,green,97.0,red,24.0,green,97.0,red,23.5,green,96.0,yellow,25.5,green,98.0,yellow,25.0,green,97.0
546,2022-06-20,red,25.5,green,96.0,red,25.5,green,96.0,red,26.5,green,96.0,yellow,27.5,green,99.0,red,28.0,green,96.0,red,25.5,green,98.0,red,24.5,green,97.0,red,25.5,green,96.0,yellow,27.5,green,96.0,yellow,26.5,green,86.0
547,2022-06-21,yellow,28.0,green,99.0,yellow,28.0,green,97.0,yellow,29.0,green,97.0,yellow,29.5,green,97.0,yellow,30.0,green,99.0,red,27.5,green,97.0,red,26.5,green,95.0,yellow,28.0,green,98.0,yellow,32.0,blue,,yellow,28.5,green,84.0
548,2022-06-22,red,26.5,green,99.0,red,27.0,green,94.0,red,28.0,green,97.0,yellow,28.5,green,97.0,yellow,29.0,green,99.0,red,26.5,green,99.0,red,26.0,green,97.0,yellow,26.5,green,98.0,yellow,28.0,green,98.0,yellow,27.5,green,97.0
549,2022-06-23,red,24.5,green,99.0,red,24.5,green,93.0,red,25.5,green,95.0,red,27.0,green,97.0,red,27.0,green,99.0,red,25.0,green,97.0,red,24.0,green,94.0,red,24.5,green,94.0,yellow,27.0,green,97.0,yellow,26.0,green,97.0
550,2022-06-24,green,24.5,green,99.0,green,24.5,green,94.0,green,25.5,green,97.0,green,26.5,green,97.0,green,27.0,green,98.0,green,25.0,green,99.0,green,24.0,green,96.0,green,24.5,green,95.0,green,27.0,green,99.0,green,26.0,green,99.0
551,2022-06-25,yellow,25.5,green,99.0,yellow,25.5,green,95.0,yellow,26.5,green,97.0,yellow,27.0,green,97.0,yellow,27.5,green,99.0,yellow,26.5,green,99.0,yellow,25.5,green,95.0,yellow,26.0,green,96.0,yellow,28.0,green,96.0,yellow,27.0,green,89.0
552,2022-06-26,yellow,23.0,green,96.0,yellow,23.0,green,89.0,yellow,24.0,green,98.0,yellow,25.5,green,99.0,yellow,25.5,green,99.0,yellow,24.0,green,96.0,yellow,23.0,green,96.0,yellow,23.5,green,95.0,yellow,25.5,green,97.0,green,24.5,green,82.0
553,2022-06-27,yellow,22.0,green,98.0,yellow,21.0,green,86.0,yellow,22.5,green,94.0,yellow,24.5,green,99.0,yellow,24.5,green,98.0,yellow,23.0,green,97.0,yellow,22.0,green,97.0,yellow,22.0,green,97.0,green,24.5,green,98.0,green,24.0,green,97.0
554,2022-06-28,yellow,23.5,green,99.0,yellow,23.0,green,93.0,yellow,24.0,green,95.0,yellow,25.5,green,97.0,yellow,26.0,green,97.0,yellow,24.5,green,97.0,yellow,23.5,green,95.0,yellow,23.5,green,97.0,yellow,25.5,green,99.0,yellow,25.0,green,96.0
555,2022-06-29,red,25.0,green,99.0,red,25.0,green,93.0,red,26.0,green,97.0,yellow,27.0,green,97.0,red,27.5,green,98.0,red,25.5,green,96.0,red,24.5,green,94.0,red,25.5,green,95.0,yellow,27.0,green,99.0,yellow,26.5,green,99.0
556,2022-06-30,red,26.0,green,98.0,red,26.0,green,89.0,red,27.0,green,96.0,yellow,27.5,green,97.0,red,28.0,green,99.0,red,25.5,green,99.0,red,25.0,green,97.0,red,26.0,green,96.0,yellow,27.5,green,98.0,yellow,26.5,green,98.0
557,2022-07-01,green,24.0,green,99.0,yellow,24.5,green,92.0,yellow,25.5,green,96.0,green,26.0,green,98.0,green,26.5,green,99.0,green,25.0,green,99.0,green,24.5,green,96.0,green,24.5,green,95.0,green,26.0,green,98.0,green,25.0,green,98.0
558,2022-07-02,green,23.0,green,99.0,yellow,23.0,green,89.0,yellow,24.0,green,94.0,green,25.0,green,98.0,green,25.5,green,97.0,green,23.5,green,97.0,green,23.0,green,97.0,green,23.0,green,96.0,green,25.0,green,98.0,green,24.0,green,96.0
559,2022-07-03,yellow,25.0,green,97.0,yellow,24.5,green,93.0,yellow,25.5,green,95.0,yellow,27.0,green,99.0,yellow,27.5,green,99.0,red,24.5,green,96.0,red,24.5,green,95.0,yellow,24.5,green,95.0,yellow,26.5,green,99.0,yellow,26.0,green,98.0
560,2022-07-04,yellow,28.0,green,99.0,yellow,28.5,green,94.0,yellow,29.5,green,96.0,yellow,29.5,green,97.0,yellow,30.5,green,96.0,red,28.0,green,97.0,red,27.0,green,97.0,yellow,28.0,green,97.0,yellow,29.0,green,98.0,yellow,28.5,green,99.0
561,2022-07-05,red,30.5,green,96.0,red,31.0,green,96.0,green,32.0,green,98.0,yellow,32.0,green,98.0,yellow,33.0,green,99.0,red,30.5,green,99.0,yellow,30.0,green,99.0,yellow,31.0,green,96.0,yellow,31.5,green,97.0,yellow,31.0,green,99.0
562,2022-07-06,green,26.0,green,96.0,green,26.0,green,95.0,blue,,blue,,green,28.0,green,97.0,green,28.5,green,99.0,green,26.5,green,98.0,green,26.0,green,99.0,green,26.0,green,99.0,green,27.5,green,97.0,green,27.0,green,99.0
563,2022-07-07,green,24.0,green,98.0,green,24.0,green,91.0,blue,,blue,,green,26.0,green,98.0,green,26.5,green,99.0,green,24.5,green,97.0,green,24.0,green,94.0,green,24.0,green,97.0,green,25.5,green,97.0,green,25.0,green,99.0
564,2022-07-08,green,24.5,green,98.0,green,24.5,green,93.0,blue,,blue,,green,26.5,green,96.0,green,27.0,green,98.0,green,25.0,green,99.0,green,24.5,green,95.0,green,24.5,green,95.0,green,26.0,green,98.0,green,25.0,green,93.0
565,2022-07-09,yellow,23.5,green,97.0,yellow,23.5,green,95.0,blue,,blue,,yellow,26.0,green,98.0,yellow,26.0,green,98.0,yellow,24.0,green,99.0,yellow,23.5,green,95.0,yellow,23.5,green,94.0,yellow,25.5,green,99.0,yellow,24.5,green,95.0
566,2022-07-10,yellow,23.5,green,98.0,yellow,23.0,green,93.0,blue,,blue,,yellow,25.5,green,97.0,yellow,26.5,green,99.0,yellow,23.5,green,99.0,yellow,24.0,green,96.0,yellow,23.5,green,97.0,yellow,25.0,green,97.0,yellow,25.0,green,97.0
567,2022-07-11,yellow,25.5,green,99.0,yellow,25.5,green,95.0,blue,,blue,,yellow,27.5,green,97.0,yellow,28.0,green,98.0,yellow,25.5,green,99.0,yellow,24.5,green,95.0,yellow,25.5,green,96.0,yellow,26.5,green,99.0,yellow,26.0,green,99.0
568,2022-07-12,yellow,23.5,green,99.0,yellow,24.0,green,94.0,blue,,blue,,yellow,26.0,green,98.0,yellow,26.0,green,99.0,yellow,24.5,green,97.0,yellow,24.0,green,96.0,yellow,24.0,green,96.0,yellow,25.5,green,99.0,yellow,25.0,green,98.0
569,2022-07-13,yellow,24.5,green,99.0,red,25.5,green,94.0,blue,,blue,,yellow,26.5,green,99.0,yellow,26.5,green,99.0,yellow,25.0,green,99.0,yellow,24.5,green,95.0,yellow,25.0,green,97.0,yellow,26.0,green,97.0,yellow,26.0,green,97.0
570,2022-07-14,yellow,23.5,green,98.0,yellow,24.0,green,97.0,blue,,blue,,yellow,25.0,green,97.0,yellow,25.5,green,99.0,yellow,25.0,green,98.0,yellow,24.0,green,97.0,yellow,24.0,green,96.0,yellow,26.0,green,99.0,yellow,25.0,green,97.0
571,2022-07-15,green,22.5,green,99.0,green,23.5,green,99.0,blue,,blue,,green,23.5,green,97.0,green,24.5,green,97.0,green,24.0,green,99.0,green,23.5,green,96.0,green,23.5,green,93.0,green,25.5,green,98.0,green,24.5,green,95.0
572,2022-07-16,green,25.0,green,98.0,green,26.0,green,99.0,blue,,blue,,green,26.0,green,99.0,green,26.5,green,99.0,green,26.0,green,99.0,green,25.0,green,92.0,green,25.5,green,93.0,green,27.0,green,98.0,green,26.5,green,97.0
573,2022-07-17,green,23.0,green,99.0,green,23.5,green,98.0,blue,,blue,,green,24.0,green,96.0,green,24.5,green,96.0,green,24.5,green,99.0,yellow,23.5,green,97.0,green,23.5,green,96.0,green,25.5,green,99.0,green,24.5,green,98.0
574,2022-07-18,yellow,23.5,green,98.0,yellow,24.5,green,97.0,blue,,blue,,yellow,25.0,green,97.0,yellow,25.5,green,99.0,yellow,25.5,green,99.0,yellow,24.5,green,95.0,yellow,24.5,green,94.0,yellow,26.0,green,97.0,yellow,25.5,green,99.0
