Order,GlobalID,Site,Site_NumericDate,Room,OldRoom,Site_Room,Turn,Site_Room_Turn,CalendarDate,NumericDate,Days,Inventory,InventoryChange,TotalInventoryChange,Marketing,Euth,EuthProportion,Dead,DeadProportion,TotalMortality,TotalMortalityProportion,Penicillin,PenicillinProportion,Dexamethasone,DexamethasoneProportion,Ceftiofur,CeftiofurProportion,Enroflaxin,EnroflaxinProportion,Tetracycline,TetracyclineProportion,Lincomycin,LincomycinProportion,OtherTreatments,OtherTreatmentsProportion,PrimaryRespiratory,PrimaryRespiratoryProportion,SecondaryRespiratory,SecondaryRespiratoryProportion,TotalTreatments,TotalTreatmentsProportion,WaterMedications,WaterDispRMS,WaterDispHdRMS,WaterDispVC,WaterDispHdVC,SetPointRMS,LowTempRMS,HiTempRMS,TempRangeRMS,LowTempSetPointDeviationRMS,HiTempSetPointDeviationRMS,SetPointVC,LowTempVC,AvgTempVC,HiTempVC,TempRangeVC,LowTempSetPointDeviationVC,AvgTempSetPointDeviationVC,HiTempSetPointDeviationVC
323,4NL2_2_44270,4NL2,4NL2_44270,2,2North,4NL2_2,1,4NL2_2_1,2021-03-15,44270,71,1009,-2002,-2889,0,0,0,2,0.0019821605550049554,2,0.0019821605550049554,0,0,0,0,0,0,7,0.006937561942517344,0,0,0,0,0,0,7,0.006937561942517344,0,0,7,0.006937561942517344,0,NA,NA,2293,2.2725470763131814,69,73.3,76.5,3.200000000000003,-4.299999999999997,-7.5,69,66.8,70.5,75.7,8.900000000000006,2.200000000000003,-1.5,-6.700000000000003
324,4NL2_2_44278,4NL2,4NL2_44278,2,2North,4NL2_2,2,4NL2_2_2,2021-03-23,44278,1,583,583,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,75,0.12864493996569468,81.1,71.6,84,12.400000000000006,9.5,-2.9000000000000057,83.5,79.3,81.7,85.1,5.799999999999997,4.200000000000003,1.7999999999999972,-1.5999999999999943
325,4NL2_2_44279,4NL2,4NL2_44279,2,2North,4NL2_2,2,4NL2_2_2,2021-03-24,44279,2,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0.14408233276157806,113,0.19382504288164665,83.5,79.3,85.1,5.799999999999997,4.200000000000003,-1.5999999999999943,83.5,74.9,81.5,86.4,11.5,8.599999999999994,2,-2.9000000000000057
326,4NL2_2_44280,4NL2,4NL2_44280,2,2North,4NL2_2,2,4NL2_2_2,2021-03-25,44280,3,1473,890,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,242,0.16429056347589951,83.5,74.9,86.4,11.5,8.599999999999994,-2.9000000000000057,83.5,79.6,81.6,83.7,4.1000000000000085,3.9000000000000057,1.9000000000000057,-0.20000000000000284
327,4NL2_2_44281,4NL2,4NL2_44281,2,2North,4NL2_2,2,4NL2_2_2,2021-03-26,44281,4,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0.16564833672776647,291,0.1975560081466395,83.5,79.6,83.7,4.1000000000000085,3.9000000000000057,-0.20000000000000284,83.5,79.5,81.4,84,4.5,4,2.0999999999999943,-0.5
328,4NL2_2_44282,4NL2,4NL2_44282,2,2North,4NL2_2,2,4NL2_2_2,2021-03-27,44282,5,2410,937,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0.12987551867219918,421,0.17468879668049792,83.5,79.5,84,4.5,4,-0.5,83.5,79.7,81.6,83.7,4,3.799999999999997,1.9000000000000057,-0.20000000000000284
329,4NL2_2_44283,4NL2,4NL2_44283,2,2North,4NL2_2,2,4NL2_2_2,2021-03-28,44283,6,2410,0,0,0,0,0,0,0,0,0,16,0.006639004149377593,16,0.006639004149377593,0,0,104,0.043153526970954356,0,0,0,0,0,0,104,0.043153526970954356,32,0.013278008298755186,136,0.056431535269709544,0,416,0.17261410788381742,451,0.18713692946058091,83.5,79.7,83.7,4,3.799999999999997,-0.20000000000000284,83.5,78.8,81.3,83,4.200000000000003,4.700000000000003,2.200000000000003,0.5
330,4NL2_2_44284,4NL2,4NL2_44284,2,2North,4NL2_2,2,4NL2_2_2,2021-03-29,44284,7,3328,918,918,0,0,0,2,6.009615384615385e-4,2,6.009615384615385e-4,14,0.004206730769230769,14,0.004206730769230769,0,0,120,0.036057692307692304,0,0,0,0,0,0,120,0.036057692307692304,28,0.008413461538461538,148,0.04447115384615385,0,449,0.1349158653846154,518,0.15564903846153846,83.5,78.8,83,4.200000000000003,4.700000000000003,0.5,83.5,78.4,81.1,82.9,4.5,5.099999999999994,2.4000000000000057,0.5999999999999943
331,4NL2_2_44285,4NL2,4NL2_44285,2,2North,4NL2_2,2,4NL2_2_2,2021-03-30,44285,8,2953,-375,-375,0,0,0,0,0,0,0,10,0.0033863867253640365,10,0.0033863867253640365,0,0,143,0.04842533017270572,0,0,0,0,0,0,143,0.04842533017270572,20,0.006772773450728073,163,0.055198103623433796,0,548,0.1855739925499492,679,0.22993565865221807,83.5,78.4,82.9,4.5,5.099999999999994,0.5999999999999943,83.3,79.5,81.2,83,3.5,3.799999999999997,2.0999999999999943,0.29999999999999716
332,4NL2_2_44286,4NL2,4NL2_44286,2,2North,4NL2_2,2,4NL2_2_2,2021-03-31,44286,9,2953,0,1270,0,0,0,0,0,0,0,6,0.002031832035218422,6,0.002031832035218422,0,0,170,0.05756857433118862,0,0,0,0,0,0,170,0.05756857433118862,12,0.004063664070436844,182,0.06163223840162547,1,682,0.2309515746698273,635,0.21503555706061633,83.3,79.5,83,3.5,3.799999999999997,0.29999999999999716,83.2,78.7,80.8,82.6,3.8999999999999915,4.5,2.4000000000000057,0.6000000000000085
333,4NL2_2_44287,4NL2,4NL2_44287,2,2North,4NL2_2,2,4NL2_2_2,2021-04-01,44287,10,2953,0,0,0,0,0,0,0,0,0,12,0.004063664070436844,12,0.004063664070436844,0,0,75,0.025397900440230273,0,0,0,0,0,0,75,0.025397900440230273,24,0.008127328140873687,99,0.03352522858110396,1,614,0.20792414493735184,710,0.2404334575008466,83.2,78.7,82.6,3.8999999999999915,4.5,0.6000000000000085,83.1,78,80.7,82.6,4.599999999999994,5.099999999999994,2.3999999999999915,0.5
334,4NL2_2_44288,4NL2,4NL2_44288,2,2North,4NL2_2,2,4NL2_2_2,2021-04-02,44288,11,2952,-1,981,0,1,3.3875338753387534e-4,0,0,1,3.3875338753387534e-4,4,0.0013550135501355014,4,0.0013550135501355014,0,0,39,0.013211382113821139,0,0,0,0,0,0,39,0.013211382113821139,8,0.0027100271002710027,47,0.01592140921409214,1,701,0.2374661246612466,768,0.2601626016260163,83.1,78,82.6,4.599999999999994,5.099999999999994,0.5,83,78,80.5,82.5,4.5,5,2.5,0.5
335,4NL2_2_44289,4NL2,4NL2_44289,2,2North,4NL2_2,2,4NL2_2_2,2021-04-03,44289,12,2952,0,0,0,0,0,0,0,0,0,3,0.0010162601626016261,3,0.0010162601626016261,0,0,62,0.02100271002710027,0,0,0,0,0,0,62,0.02100271002710027,6,0.0020325203252032522,68,0.023035230352303523,1,778,0.26355013550135503,873,0.29573170731707316,83,78,82.5,4.5,5,0.5,82.9,79,80.9,82.9,3.9000000000000057,3.9000000000000057,2,0
336,4NL2_2_44290,4NL2,4NL2_44290,2,2North,4NL2_2,2,4NL2_2_2,2021-04-04,44290,13,2951,-1,-1,0,0,0,1,3.3886818027787193e-4,1,3.3886818027787193e-4,6,0.0020332090816672314,6,0.0020332090816672314,0,0,58,0.01965435445611657,0,0,0,0,0,0,58,0.01965435445611657,12,0.004066418163334463,70,0.023720772619451033,1,885,0.29989833954591666,943,0.31955269400203323,82.9,79,82.9,3.9000000000000057,3.9000000000000057,0,82.8,79.1,81.5,84,4.900000000000006,3.700000000000003,1.2999999999999972,-1.2000000000000028
337,4NL2_2_44291,4NL2,4NL2_44291,2,2North,4NL2_2,2,4NL2_2_2,2021-04-05,44291,14,2951,0,921,0,0,0,0,0,0,0,9,0.003049813622500847,9,0.003049813622500847,0,0,72,0.024398508980006776,0,0,0,0,0,0,72,0.024398508980006776,18,0.006099627245001694,90,0.030498136225008472,1,944,0.3198915621823111,1023,0.34666214842426296,82.8,79.1,84,4.900000000000006,3.700000000000003,-1.2000000000000028,82.6,79.8,82,85.6,5.799999999999997,2.799999999999997,0.5999999999999943,-3
338,4NL2_2_44292,4NL2,4NL2_44292,2,2North,4NL2_2,2,4NL2_2_2,2021-04-06,44292,15,2951,0,0,0,0,0,0,0,0,0,2,6.777363605557439e-4,2,6.777363605557439e-4,0,0,42,0.01423246357167062,0,0,0,0,0,0,42,0.01423246357167062,4,0.0013554727211114877,46,0.015587936292782108,1,1035,0.35072856658759743,1102,0.37343273466621485,82.6,79.8,85.6,5.799999999999997,2.799999999999997,-3,82.5,79.7,82.3,86.6,6.8999999999999915,2.799999999999997,0.20000000000000284,-4.099999999999994
339,4NL2_2_44293,4NL2,4NL2_44293,2,2North,4NL2_2,2,4NL2_2_2,2021-04-07,44293,16,2951,0,0,0,0,0,0,0,0,0,10,0.003388681802778719,10,0.003388681802778719,0,0,52,0.01762114537444934,0,0,0,0,0,0,52,0.01762114537444934,20,0.006777363605557438,72,0.024398508980006776,1,1113,0.3771602846492714,1162,0.39376482548288716,82.5,79.7,86.6,6.8999999999999915,2.799999999999997,-4.099999999999994,82.1,79.5,80.9,82.5,3,2.5999999999999943,1.1999999999999886,-0.4000000000000057
340,4NL2_2_44294,4NL2,4NL2_44294,2,2North,4NL2_2,2,4NL2_2_2,2021-04-08,44294,17,2951,0,-2,0,0,0,0,0,0,0,16,0.005421890884445951,16,0.005421890884445951,0,0,69,0.02338190443917316,0,0,0,0,0,0,69,0.02338190443917316,32,0.010843781768891902,101,0.03422568620806506,0,1163,0.39410369366316506,1149,0.38935953913927485,82.1,79.5,82.5,3,2.5999999999999943,-0.4000000000000057,81.5,78.6,79.7,81.5,2.9000000000000057,2.9000000000000057,1.7999999999999972,0
341,4NL2_2_44295,4NL2,4NL2_44295,2,2North,4NL2_2,2,4NL2_2_2,2021-04-09,44295,18,2950,-1,-1,0,0,0,1,3.3898305084745765e-4,1,3.3898305084745765e-4,13,0.004406779661016949,13,0.004406779661016949,0,0,51,0.01728813559322034,0,0,0,0,0,0,51,0.01728813559322034,26,0.008813559322033898,77,0.02610169491525424,0,1132,0.38372881355932204,1064,0.3606779661016949,81.5,78.6,81.5,2.9000000000000057,2.9000000000000057,0,80.9,78.3,79.3,80.8,2.5,2.6000000000000085,1.6000000000000085,0.10000000000000853
342,4NL2_2_44296,4NL2,4NL2_44296,2,2North,4NL2_2,2,4NL2_2_2,2021-04-10,44296,19,2950,0,-2,0,0,0,0,0,0,0,16,0.005423728813559322,16,0.005423728813559322,0,0,57,0.019322033898305085,0,0,0,0,0,0,57,0.019322033898305085,32,0.010847457627118645,89,0.03016949152542373,0,1052,0.3566101694915254,1037,0.35152542372881357,80.9,78.3,80.8,2.5,2.6000000000000085,0.10000000000000853,80.3,77.4,78.5,80.2,2.799999999999997,2.8999999999999915,1.7999999999999972,0.09999999999999432
343,4NL2_2_44297,4NL2,4NL2_44297,2,2North,4NL2_2,2,4NL2_2_2,2021-04-11,44297,20,2948,-2,-2,0,0,0,2,6.784260515603799e-4,2,6.784260515603799e-4,26,0.008819538670284939,26,0.008819538670284939,0,0,54,0.018317503392130258,0,0,0,0,0,0,54,0.018317503392130258,52,0.017639077340569877,106,0.03595658073270014,0,1043,0.35379918588873815,1054,0.3575305291723202,80.3,77.4,80.2,2.799999999999997,2.8999999999999915,0.09999999999999432,79.8,76.9,77.9,79.8,2.8999999999999915,2.8999999999999915,1.8999999999999915,0
344,4NL2_2_44298,4NL2,4NL2_44298,2,2North,4NL2_2,2,4NL2_2_2,2021-04-12,44298,21,2941,-7,-8,0,2,6.800408024481469e-4,5,0.0017001020061203672,7,0.0023801428085685142,48,0.016320979258755527,80,0.027201632097925876,32,0.01088065283917035,22,0.007480448826929616,0,0,0,0,0,0,54,0.018361101666099965,128,0.0435226113566814,182,0.06188371302278137,0,1068,0.36314178850731044,1121,0.38116286977218633,79.8,76.9,79.8,2.8999999999999915,2.8999999999999915,0,79.4,75.7,77.8,79.2,3.5,3.700000000000003,1.6000000000000085,0.20000000000000284
345,4NL2_2_44299,4NL2,4NL2_44299,2,2North,4NL2_2,2,4NL2_2_2,2021-04-13,44299,22,2935,-6,-7,0,1,3.4071550255536625e-4,5,0.0017035775127768314,6,0.0020442930153321977,63,0.021465076660988076,63,0.021465076660988076,41,0.013969335604770016,52,0.017717206132879047,0,0,0,0,0,0,93,0.031686541737649065,126,0.04293015332197615,219,0.07461669505962522,1,1145,0.3901192504258944,1195,0.4071550255536627,79.4,75.7,79.2,3.5,3.700000000000003,0.20000000000000284,79,76.1,77.3,78.9,2.8000000000000114,2.9000000000000057,1.7000000000000028,0.09999999999999432
346,4NL2_2_44300,4NL2,4NL2_44300,2,2North,4NL2_2,2,4NL2_2_2,2021-04-14,44300,23,2930,-5,-5,0,2,6.825938566552901e-4,3,0.0010238907849829352,5,0.0017064846416382253,34,0.011604095563139932,34,0.011604095563139932,12,0.004095563139931741,48,0.016382252559726963,0,0,0,0,0,0,60,0.020477815699658702,68,0.023208191126279865,128,0.04368600682593857,1,1212,0.4136518771331058,1262,0.43071672354948803,79,76.1,78.9,2.8000000000000114,2.9000000000000057,0.09999999999999432,78.6,74.8,76.7,79,4.200000000000003,3.799999999999997,1.8999999999999915,-0.4000000000000057
347,4NL2_2_44301,4NL2,4NL2_44301,2,2North,4NL2_2,2,4NL2_2_2,2021-04-15,44301,24,2929,-1,-2,0,1,3.414134516899966e-4,0,0,1,3.414134516899966e-4,42,0.014339364970979856,42,0.014339364970979856,26,0.008876749743939911,63,0.021509047456469785,0,0,0,0,0,0,89,0.030385797200409695,84,0.02867872994195971,173,0.05906452714236941,1,1261,0.43052236258108567,1304,0.4452031410037555,78.6,74.8,79,4.200000000000003,3.799999999999997,-0.4000000000000057,78,74.8,77,78.6,3.799999999999997,3.200000000000003,1,-0.5999999999999943
348,4NL2_2_44302,4NL2,4NL2_44302,2,2North,4NL2_2,2,4NL2_2_2,2021-04-16,44302,25,2923,-6,-6,0,3,0.0010263427984946972,3,0.0010263427984946972,6,0.0020526855969893944,31,0.010605542251111872,31,0.010605542251111872,17,0.005815942524803284,91,0.031132398221005816,0,0,0,0,0,0,108,0.0369483407458091,62,0.021211084502223743,170,0.058159425248032845,1,1320,0.45159083133766675,1432,0.48990762914813546,78,74.8,78.6,3.799999999999997,3.200000000000003,-0.5999999999999943,77.1,75,78,82.1,7.099999999999994,2.0999999999999943,-0.9000000000000057,-5
349,4NL2_2_44303,4NL2,4NL2_44303,2,2North,4NL2_2,2,4NL2_2_2,2021-04-17,44303,26,2921,-2,-4,0,0,0,2,6.846970215679561e-4,2,6.846970215679561e-4,71,0.024306744265662445,71,0.024306744265662445,26,0.00890106128038343,93,0.03183841150290996,0,0,0,0,0,0,119,0.040739472783293394,142,0.04861348853132489,261,0.08935296131461828,0,1442,0.4936665525504964,1480,0.5066757959602876,77.1,75,82.1,7.099999999999994,2.0999999999999943,-5,76.8,75.8,77.8,81.5,5.700000000000003,1,-1,-4.700000000000003
350,4NL2_2_44304,4NL2,4NL2_44304,2,2North,4NL2_2,2,4NL2_2_2,2021-04-18,44304,27,2919,-2,-2,0,0,0,2,6.851661527920521e-4,2,6.851661527920521e-4,54,0.018499486125385406,54,0.018499486125385406,30,0.010277492291880781,69,0.023638232271325797,0,0,0,0,0,0,99,0.03391572456320658,108,0.03699897225077081,207,0.07091469681397738,0,1480,0.5070229530661186,1459,0.499828708461802,76.8,75.8,81.5,5.700000000000003,1,-4.700000000000003,76.5,75.5,77.9,81.7,6.200000000000003,1,-1.4000000000000057,-5.200000000000003
351,4NL2_2_44305,4NL2,4NL2_44305,2,2North,4NL2_2,2,4NL2_2_2,2021-04-19,44305,28,2916,-3,-4,0,0,0,3,0.00102880658436214,3,0.00102880658436214,48,0.01646090534979424,48,0.01646090534979424,14,0.004801097393689987,84,0.02880658436213992,0,0,0,0,0,0,98,0.033607681755829906,96,0.03292181069958848,194,0.06652949245541838,0,1489,0.5106310013717421,1616,0.5541838134430727,76.5,75.5,81.7,6.200000000000003,1,-5.200000000000003,76.1,73.1,75.7,78.2,5.1000000000000085,3,0.3999999999999915,-2.1000000000000085
352,4NL2_2_44306,4NL2,4NL2_44306,2,2North,4NL2_2,2,4NL2_2_2,2021-04-20,44306,29,2912,-4,-5,0,0,0,4,0.0013736263736263737,4,0.0013736263736263737,12,0.004120879120879121,118,0.040521978021978024,106,0.036401098901098904,26,0.008928571428571428,0,0,0,0,0,0,132,0.04532967032967033,130,0.044642857142857144,262,0.08997252747252747,1,1592,0.5467032967032966,1656,0.5686813186813187,76.1,73.1,78.2,5.1000000000000085,3,-2.1000000000000085,75.8,72.6,74.6,77.8,5.200000000000003,3.200000000000003,1.2000000000000028,-2
353,4NL2_2_44307,4NL2,4NL2_44307,2,2North,4NL2_2,2,4NL2_2_2,2021-04-21,44307,30,2909,-3,-4,0,0,0,3,0.0010312822275696115,3,0.0010312822275696115,116,0.039876246132691646,139,0.047782743210725336,23,0.007906497078033689,7,0.0024063251976624267,0,0,0,0,0,0,30,0.010312822275696116,255,0.08765898934341698,285,0.0979718116191131,1,1771,0.608800275008594,1595,0.5482983843245102,75.8,72.6,77.8,5.200000000000003,3.200000000000003,-2,75.5,72.2,74.5,77.9,5.700000000000003,3.299999999999997,1,-2.4000000000000057
354,4NL2_2_44308,4NL2,4NL2_44308,2,2North,4NL2_2,2,4NL2_2_2,2021-04-22,44308,31,2907,-2,-5,0,0,0,2,6.879944960440316e-4,2,6.879944960440316e-4,131,0.04506363949088407,140,0.048159614723082216,9,0.0030959752321981426,6,0.0020639834881320948,0,0,0,0,0,0,15,0.005159958720330237,271,0.0932232542139663,286,0.09838321293429653,1,1550,0.5331957344341245,1663,0.5720674234606123,75.5,72.2,77.9,5.700000000000003,3.299999999999997,-2.4000000000000057,75.1,72.5,75.2,79.2,6.700000000000003,2.5999999999999943,-0.10000000000000853,-4.1000000000000085
355,4NL2_2_44309,4NL2,4NL2_44309,2,2North,4NL2_2,2,4NL2_2_2,2021-04-23,44309,32,2906,-1,-5,0,0,0,1,3.4411562284927734e-4,1,3.4411562284927734e-4,110,0.03785271851342051,157,0.054026152787336544,47,0.016173434273916036,21,0.0072264280798348245,0,0,0,0,0,0,68,0.02339986235375086,267,0.09187887130075706,335,0.11527873365450791,1,1732,0.5960082587749483,1674,0.5760495526496903,75.1,72.5,79.2,6.700000000000003,2.5999999999999943,-4.1000000000000085,74.7,73.3,75.4,77.9,4.6000000000000085,1.4000000000000057,-0.7000000000000028,-3.200000000000003
356,4NL2_2_44310,4NL2,4NL2_44310,2,2North,4NL2_2,2,4NL2_2_2,2021-04-24,44310,33,2906,0,-1,0,0,0,0,0,0,0,76,0.02615278733654508,89,0.030626290433585685,13,0.004473503097040606,7,0.0024088093599449415,0,0,0,0,0,0,20,0.006882312456985547,165,0.05677907777013076,185,0.06366139022711631,1,1655,0.569511355815554,1712,0.5891259463179629,74.7,73.3,77.9,4.6000000000000085,1.4000000000000057,-3.200000000000003,74.2,75,76.6,80.5,5.5,-0.7999999999999972,-2.3999999999999915,-6.299999999999997
357,4NL2_2_44311,4NL2,4NL2_44311,2,2North,4NL2_2,2,4NL2_2_2,2021-04-25,44311,34,2906,0,-2,0,0,0,0,0,0,0,98,0.03372333103922918,110,0.03785271851342051,20,0.006882312456985547,6,0.0020646937370956643,0,0,0,0,0,0,26,0.008947006194081212,208,0.07157604955264969,234,0.0805230557467309,1,1715,0.5901582931865107,1682,0.5788024776324845,74.2,75,80.5,5.5,-0.7999999999999972,-6.299999999999997,73.7,72.9,75.4,78.3,5.3999999999999915,0.7999999999999972,-1.7000000000000028,-4.599999999999994
358,4NL2_2_44312,4NL2,4NL2_44312,2,2North,4NL2_2,2,4NL2_2_2,2021-04-26,44312,35,2904,-2,-8,0,0,0,2,6.887052341597796e-4,2,6.887052341597796e-4,82,0.028236914600550965,122,0.04201101928374656,40,0.013774104683195593,13,0.004476584022038568,0,0,0,0,0,0,53,0.01825068870523416,204,0.07024793388429752,257,0.08849862258953169,1,1678,0.5778236914600551,1812,0.6239669421487604,73.7,72.9,78.3,5.3999999999999915,0.7999999999999972,-4.599999999999994,73.2,74,78,84,10,-0.7999999999999972,-4.799999999999997,-10.799999999999997
359,4NL2_2_44313,4NL2,4NL2_44313,2,2North,4NL2_2,2,4NL2_2_2,2021-04-27,44313,36,2903,-1,-3,0,0,0,1,3.444712366517396e-4,1,3.444712366517396e-4,110,0.037891836031691356,166,0.05718222528418877,56,0.019290389252497417,15,0.005167068549776094,0,0,0,0,0,0,71,0.02445745780227351,276,0.09507406131588013,347,0.11953151911815363,0,1828,0.6296934205993799,1880,0.6476059249052704,73.2,74,84,10,-0.7999999999999972,-10.799999999999997,72.7,76.3,80.6,87.3,11,-3.5999999999999943,-7.8999999999999915,-14.599999999999994
360,4NL2_2_44314,4NL2,4NL2_44314,2,2North,4NL2_2,2,4NL2_2_2,2021-04-28,44314,37,2901,-2,-3,0,0,0,2,6.894174422612892e-4,2,6.894174422612892e-4,92,0.0317132023440193,164,0.05653223026542571,72,0.02481902792140641,11,0.003791795932437091,0,0,0,0,0,0,83,0.028610823853843503,256,0.08824543260944502,339,0.11685625646328852,0,1867,0.6435711823509135,1739,0.599448466046191,72.7,76.3,87.3,11,-3.5999999999999943,-14.599999999999994,72.2,75.1,77.2,81.6,6.5,-2.8999999999999915,-5,-9.399999999999991
361,4NL2_2_44315,4NL2,4NL2_44315,2,2North,4NL2_2,2,4NL2_2_2,2021-04-29,44315,38,2897,-4,-7,0,1,3.4518467380048324e-4,3,0.0010355540214014498,4,0.001380738695201933,114,0.03935105281325509,140,0.04832585433206766,26,0.008974801518812565,12,0.004142216085605799,0,0,0,0,0,0,38,0.013117017604418364,254,0.08767690714532275,292,0.10079392474974111,0,1593,0.5498791853641698,1313,0.4532274767000345,72.2,75.1,81.6,6.5,-2.8999999999999915,-9.399999999999991,71.7,73.8,75.9,79.6,5.799999999999997,-2.0999999999999943,-4.200000000000003,-7.8999999999999915
362,4NL2_2_44316,4NL2,4NL2_44316,2,2North,4NL2_2,2,4NL2_2_2,2021-04-30,44316,39,2893,-4,-5,0,3,0.0010369858278603526,1,3.456619426201175e-4,4,0.00138264777048047,63,0.021776702385067404,189,0.06533010715520221,126,0.04355340477013481,0,0,0,0,0,0,0,0,126,0.04355340477013481,252,0.08710680954026961,378,0.13066021431040442,1,1446,0.49982716902868995,1868,0.6456965088143796,71.7,73.8,79.6,5.799999999999997,-2.0999999999999943,-7.8999999999999915,71.4,72,75.2,80.5,8.5,-0.5999999999999943,-3.799999999999997,-9.099999999999994
363,4NL2_2_44317,4NL2,4NL2_44317,2,2North,4NL2_2,2,4NL2_2_2,2021-05-01,44317,40,2886,-7,-14,0,0,0,7,0.0024255024255024253,7,0.0024255024255024253,75,0.02598752598752599,158,0.05474705474705475,83,0.02875952875952876,0,0,0,0,0,0,0,0,83,0.02875952875952876,233,0.08073458073458073,316,0.1094941094941095,1,1901,0.6586971586971587,1873,0.648995148995149,71.4,72,80.5,8.5,-0.5999999999999943,-9.099999999999994,71.3,72,77.7,85.9,13.900000000000006,-0.7000000000000028,-6.400000000000006,-14.600000000000009
364,4NL2_2_44318,4NL2,4NL2_44318,2,2North,4NL2_2,2,4NL2_2_2,2021-05-02,44318,41,2881,-5,-6,0,0,0,5,0.0017355085039916696,5,0.0017355085039916696,51,0.01770218674071503,191,0.06629642485248177,140,0.04859423811176675,0,0,0,0,0,0,0,0,140,0.04859423811176675,242,0.08399861159319681,382,0.13259284970496354,1,1814,0.6296424852481777,1735,0.6022214508851094,71.3,72,85.9,13.900000000000006,-0.7000000000000028,-14.600000000000009,71.3,74.5,78.4,85.1,10.599999999999994,-3.200000000000003,-7.1000000000000085,-13.799999999999997
365,4NL2_2_44319,4NL2,4NL2_44319,2,2North,4NL2_2,2,4NL2_2_2,2021-05-03,44319,42,2874,-7,-7,0,1,3.479471120389701e-4,6,0.0020876826722338203,7,0.0024356297842727907,35,0.012178148921363952,306,0.10647181628392484,271,0.0942936673625609,4,0.0013917884481558804,0,0,0,0,0,0,275,0.09568545581071677,341,0.1186499652052888,616,0.21433542101600556,0,1734,0.6033402922755741,1699,0.5911621433542101,71.3,74.5,85.1,10.599999999999994,-3.200000000000003,-13.799999999999997,71.2,74.5,76.1,80.5,6,-3.299999999999997,-4.8999999999999915,-9.299999999999997
366,4NL2_2_44320,4NL2,4NL2_44320,2,2North,4NL2_2,2,4NL2_2_2,2021-05-04,44320,43,2873,-1,-1,0,0,0,1,3.480682213713888e-4,1,3.480682213713888e-4,71,0.024712843717368604,150,0.05221023320570832,79,0.027497389488339713,3,0.0010442046641141664,0,0,0,0,0,0,82,0.02854159415245388,221,0.07692307692307693,303,0.1054646710755308,0,1703,0.5927601809954751,1771,0.6164288200487296,71.2,74.5,80.5,6,-3.299999999999997,-9.299999999999997,71.1,73.8,74.9,76.5,2.700000000000003,-2.700000000000003,-3.8000000000000114,-5.400000000000006
367,4NL2_2_44321,4NL2,4NL2_44321,2,2North,4NL2_2,2,4NL2_2_2,2021-05-05,44321,44,2867,-6,-9,0,0,0,6,0.0020927799093128706,6,0.0020927799093128706,36,0.012556679455877224,192,0.06696895709801186,156,0.05441227764213463,2,6.975933031042902e-4,0,0,0,0,0,0,158,0.05510987094523893,228,0.07952563655388908,386,0.134635507499128,1,1746,0.6089989536100453,1774,0.6187652598535054,71.1,73.8,76.5,2.700000000000003,-2.700000000000003,-5.400000000000006,71,72.6,75.3,80.4,7.800000000000011,-1.5999999999999943,-4.299999999999997,-9.400000000000006
368,4NL2_2_44322,4NL2,4NL2_44322,2,2North,4NL2_2,2,4NL2_2_2,2021-05-06,44322,45,2862,-5,-8,0,0,0,5,0.0017470300489168414,5,0.0017470300489168414,40,0.013976240391334731,151,0.05276030747728861,111,0.03878406708595388,3,0.0010482180293501049,0,0,0,0,0,0,114,0.039832285115303984,191,0.06673654786862335,305,0.10656883298392732,1,1793,0.6264849755415793,1828,0.6387141858839972,71,72.6,80.4,7.800000000000011,-1.5999999999999943,-9.400000000000006,70.9,72.9,74.6,76.2,3.299999999999997,-2,-3.6999999999999886,-5.299999999999997
369,4NL2_2_44323,4NL2,4NL2_44323,2,2North,4NL2_2,2,4NL2_2_2,2021-05-07,44323,46,2860,-2,-4,0,1,3.4965034965034965e-4,1,3.4965034965034965e-4,2,6.993006993006993e-4,25,0.008741258741258742,139,0.0486013986013986,114,0.03986013986013986,3,0.001048951048951049,0,0,0,0,0,0,117,0.04090909090909091,164,0.057342657342657345,281,0.09825174825174825,1,1840,0.6433566433566433,1931,0.6751748251748252,70.9,72.9,76.2,3.299999999999997,-2,-5.299999999999997,70.9,71.4,74.6,78.4,7,-0.5,-3.6999999999999886,-7.5
370,4NL2_2_44324,4NL2,4NL2_44324,2,2North,4NL2_2,2,4NL2_2_2,2021-05-08,44324,47,2859,-1,-3,0,0,0,1,3.497726477789437e-4,1,3.497726477789437e-4,28,0.009793634137810424,90,0.03147953830010493,72,0.025183630640083946,0,0,0,0,0,0,0,0,72,0.025183630640083946,118,0.041273172437915354,190,0.0664568030779993,1,1937,0.6775096187478139,1937,0.6775096187478139,70.9,71.4,78.4,7,-0.5,-7.5,70.8,71.4,73.4,75.7,4.299999999999997,-0.6000000000000085,-2.6000000000000085,-4.900000000000006
