,Date (America/Chicago),"Maschhoff_4NL2_RM1_C Temp shock - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C Temp (°C) - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_E Temp shock - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E Temp (°C) - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_W Temp shock - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W Temp (°C) - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM2_C Temp shock - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C Temp (°C) - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_E Temp shock - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E Temp (°C) - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_W Temp shock - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W Temp (°C) - data
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - data
 (MO201901-9JN9RLN4)"
121,2021-04-21,yellow,26.5,green,92.0,green,26.5,green,94.0,green,25.5,green,93.0,yellow,24.5,green,98.0,green,,green,,green,25.5,green,80.0
122,2021-04-22,green,26.5,green,95.0,green,26.5,green,94.0,green,26.0,green,93.0,green,25.0,green,96.0,green,,green,,green,26.0,green,71.0
123,2021-04-23,green,25.0,green,90.0,green,26.0,green,90.0,green,25.5,green,86.0,green,24.0,green,97.0,green,,green,,green,25.5,green,76.0
124,2021-04-24,green,24.5,green,88.0,green,26.0,green,90.0,green,26.0,green,86.0,green,24.0,green,98.0,green,,green,,green,26.0,green,85.0
125,2021-04-25,yellow,25.0,green,95.0,green,26.0,green,93.0,green,25.5,green,87.0,green,22.5,green,96.0,green,,green,,green,25.0,green,75.0
126,2021-04-26,green,49.5,green,94.0,green,27.0,green,94.0,green,26.0,green,89.0,green,24.5,green,96.0,green,,green,,green,26.0,green,78.0
127,2021-04-27,green,27.0,green,97.0,green,27.5,green,99.0,green,27.5,green,98.0,green,26.5,green,97.0,green,,green,,green,27.0,green,92.0
128,2021-04-28,green,25.5,green,99.0,green,26.5,green,99.0,green,26.0,green,98.0,green,24.0,green,98.0,green,,green,,green,25.5,green,88.0
129,2021-04-29,green,25.0,green,97.0,green,25.5,green,97.0,green,25.5,green,93.0,green,23.0,green,97.0,green,,green,,green,25.5,green,73.0
130,2021-04-30,green,24.5,green,93.0,green,25.5,green,98.0,green,25.5,green,81.0,green,23.5,green,93.0,green,,green,,green,25.5,green,66.0
131,2021-05-01,green,25.5,green,96.0,green,26.0,green,97.0,green,26.0,green,86.0,yellow,25.0,green,94.0,green,,green,,green,26.5,green,81.0
132,2021-05-02,green,26.0,green,98.0,green,26.5,green,99.0,green,26.5,green,96.0,green,25.0,green,96.0,green,,green,,green,26.5,green,82.0
133,2021-05-03,green,24.5,green,97.0,green,25.5,green,98.0,green,25.5,green,99.0,green,23.5,green,97.0,green,,green,,green,25.0,green,86.0
134,2021-05-04,green,24.0,green,86.0,green,25.5,green,94.0,green,25.5,green,97.0,green,23.0,green,92.0,green,,green,,green,25.0,green,82.0
135,2021-05-05,green,24.0,green,88.0,green,24.5,green,95.0,green,25.0,green,95.0,green,23.5,green,82.0,green,,green,,green,25.0,green,78.0
136,2021-05-06,green,23.5,green,89.0,green,24.5,green,92.0,green,25.0,green,90.0,green,22.5,green,92.0,green,,green,,green,25.0,green,74.0
137,2021-05-07,green,22.5,green,88.0,green,24.0,green,94.0,green,24.0,green,91.0,green,22.5,green,98.0,green,,green,,green,24.5,green,76.0
138,2021-05-08,green,,green,83.0,green,,green,93.0,green,,green,93.0,green,,green,95.0,green,,green,,green,,green,75.0
139,2021-05-09,green,,green,86.0,green,,green,94.0,green,,green,93.0,green,,green,97.0,green,,green,,green,,green,85.0
140,2021-05-10,green,22.5,green,85.0,green,24.0,green,93.0,green,24.5,green,93.0,green,23.0,green,99.0,green,,green,,green,25.0,green,92.0
141,2021-05-11,green,22.5,green,90.0,green,24.0,green,91.0,green,24.0,green,92.0,green,22.5,green,98.0,green,,green,,green,24.5,green,92.0
142,2021-05-12,green,23.0,green,90.0,green,24.0,green,91.0,green,24.0,green,90.0,green,23.0,green,99.0,green,,green,,green,24.5,green,90.0
143,2021-05-13,green,23.5,green,88.0,green,24.5,green,91.0,green,24.5,green,90.0,green,23.0,green,98.0,green,,green,,green,25.0,green,87.0
144,2021-05-14,green,23.5,green,85.0,green,24.0,green,89.0,green,24.5,green,93.0,green,23.0,green,96.0,green,,green,,green,25.0,green,87.0
145,2021-05-15,green,22.0,green,82.0,green,24.0,green,90.0,green,24.0,green,94.0,green,23.0,green,95.0,green,,green,,green,24.5,green,91.0
146,2021-05-16,green,23.0,green,77.0,green,24.0,green,81.0,green,24.5,green,96.0,green,23.0,green,96.0,green,,green,,green,25.0,green,94.0
147,2021-05-17,green,22.5,green,85.0,green,23.5,green,77.0,green,23.5,green,97.0,green,22.0,green,97.0,green,,green,,green,24.0,green,97.0
148,2021-05-18,green,23.0,green,82.0,green,24.0,green,78.0,green,24.0,green,95.0,green,22.5,green,96.0,green,,green,,green,24.5,green,96.0
149,2021-05-19,green,24.5,green,82.0,green,24.5,green,77.0,green,25.0,green,96.0,green,24.0,green,96.0,green,,green,,green,25.0,green,98.0
150,2021-05-20,green,25.5,green,90.0,green,25.5,green,87.0,green,26.0,green,99.0,green,25.0,green,97.0,green,,green,,green,26.0,green,99.0
151,2021-05-21,green,25.0,green,92.0,green,25.0,green,81.0,green,25.5,green,97.0,green,23.5,green,95.0,green,,green,,green,25.0,green,99.0
152,2021-05-22,green,25.5,green,92.0,green,25.5,green,85.0,green,26.0,green,99.0,green,24.5,green,96.0,green,,green,,green,26.0,green,99.0
153,2021-05-23,green,25.5,green,97.0,green,25.5,green,95.0,green,26.0,green,99.0,yellow,25.0,green,96.0,yellow,,green,,green,26.0,green,97.0
154,2021-05-24,blue,27.0,green,96.0,blue,27.0,green,96.0,blue,27.0,green,99.0,blue,26.5,green,97.0,blue,,green,,blue,27.5,green,99.0
155,2021-05-25,blue,25.0,green,94.0,blue,24.5,green,97.0,blue,25.0,green,99.0,blue,24.0,green,99.0,blue,,green,,blue,25.5,green,99.0
156,2021-05-26,green,24.0,green,97.0,green,24.0,green,96.0,green,24.5,green,99.0,green,25.0,green,98.0,green,,green,,green,26.5,green,98.0
157,2021-05-27,blue,20.0,blue,,blue,20.0,blue,,blue,20.0,blue,,blue,22.0,blue,,blue,,blue,,blue,23.5,blue,
158,2021-05-28,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
159,2021-05-29,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
160,2021-05-30,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
161,2021-05-31,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
162,2021-06-01,green,20.5,blue,,green,20.5,blue,,green,20.0,blue,,green,21.5,blue,,green,,blue,,green,21.5,blue,
163,2021-06-02,green,21.0,green,99.0,green,21.5,green,97.0,green,21.0,green,99.0,green,27.5,green,99.0,green,,green,,green,27.5,green,98.0
164,2021-06-03,green,23.5,green,99.0,green,23.5,green,99.0,green,23.0,green,99.0,green,30.5,green,83.0,green,,green,,green,30.5,green,79.0
165,2021-06-04,green,24.5,green,99.0,green,24.5,green,98.0,green,24.5,green,96.0,green,30.0,green,86.0,green,,green,,green,30.5,green,71.0
166,2021-06-05,green,26.0,green,99.0,green,26.0,green,99.0,green,25.5,green,99.0,green,30.5,green,79.0,green,,green,,green,31.0,green,67.0
167,2021-06-06,green,26.0,green,99.0,green,26.0,green,99.0,green,25.5,green,99.0,green,29.5,green,64.0,green,,red,,green,30.5,yellow,53.0
168,2021-06-07,green,26.0,green,99.0,green,26.0,green,99.0,green,25.5,green,98.0,green,29.5,green,85.0,green,,green,,green,30.0,green,73.0
169,2021-06-08,green,26.0,green,99.0,green,26.0,green,99.0,green,25.5,green,99.0,green,30.0,green,86.0,green,,green,,green,30.5,green,86.0
170,2021-06-09,green,28.5,green,99.0,green,28.0,green,99.0,green,28.5,green,97.0,green,30.5,green,88.0,green,,green,,green,31.0,green,86.0
171,2021-06-10,green,30.0,green,84.0,green,29.5,green,97.0,green,30.0,green,73.0,green,30.5,green,92.0,green,,green,,green,31.5,green,84.0
172,2021-06-11,green,30.5,green,80.0,green,30.0,green,94.0,green,30.5,green,66.0,green,31.0,green,98.0,green,,green,,green,31.5,green,89.0
173,2021-06-12,green,30.5,green,93.0,green,30.0,green,95.0,green,30.5,green,71.0,green,30.5,green,97.0,green,,green,,green,31.5,green,86.0
174,2021-06-13,green,29.5,green,81.0,green,29.5,green,81.0,green,29.5,yellow,52.0,green,30.0,green,96.0,green,,green,,green,30.5,green,78.0
175,2021-06-14,green,29.0,green,90.0,green,29.5,green,92.0,green,29.0,green,70.0,green,29.0,green,92.0,green,,green,,green,30.0,green,79.0
176,2021-06-15,green,29.5,green,94.0,green,29.5,green,88.0,green,29.5,green,85.0,green,29.0,green,95.0,green,,green,,green,30.0,green,80.0
177,2021-06-16,green,29.5,green,92.0,green,29.5,green,78.0,green,29.5,green,83.0,green,28.5,green,92.0,green,,green,,green,29.5,green,86.0
178,2021-06-17,green,29.5,green,94.0,green,30.0,green,90.0,green,29.5,green,88.0,green,29.0,green,95.0,green,,green,,green,30.0,green,89.0
179,2021-06-18,green,30.0,green,99.0,green,30.0,green,89.0,green,30.0,green,95.0,green,29.0,green,98.0,green,,green,,green,30.0,green,99.0
180,2021-06-19,green,29.0,green,98.0,green,29.5,green,94.0,green,29.0,green,92.0,green,28.5,green,94.0,green,,green,,green,29.5,green,91.0
181,2021-06-20,green,28.0,green,97.0,green,28.5,green,93.0,green,28.5,green,88.0,green,27.5,green,97.0,green,,green,,green,29.0,green,91.0
182,2021-06-21,green,27.0,green,95.0,green,27.5,green,94.0,green,27.5,green,84.0,green,26.5,green,96.0,green,,green,,green,28.0,green,92.0
183,2021-06-22,green,27.0,green,95.0,green,27.5,green,96.0,green,27.0,green,79.0,green,26.5,green,98.0,green,,green,,green,27.5,green,85.0
184,2021-06-23,green,26.5,green,97.0,green,27.5,green,96.0,green,27.0,green,78.0,green,26.5,green,99.0,green,,green,,green,27.5,green,86.0
185,2021-06-24,green,27.0,green,95.0,green,27.5,green,94.0,green,27.5,green,80.0,green,26.5,green,98.0,green,,green,,green,28.5,green,87.0
186,2021-06-25,green,27.0,green,98.0,green,27.5,green,97.0,green,27.5,green,90.0,green,26.0,green,98.0,green,,green,,green,28.0,green,85.0
187,2021-06-26,green,26.5,green,99.0,green,27.0,green,98.0,green,27.5,green,95.0,green,25.5,green,99.0,green,,green,,green,27.5,green,87.0
188,2021-06-27,green,26.5,green,99.0,green,27.0,green,99.0,green,27.5,green,99.0,green,25.5,green,99.0,green,,green,,green,27.0,green,99.0
189,2021-06-28,green,26.0,green,97.0,green,26.5,green,99.0,green,27.0,green,99.0,green,25.5,green,99.0,green,,green,,green,27.0,green,97.0
190,2021-06-29,green,26.5,green,98.0,green,27.0,green,97.0,green,27.5,green,99.0,green,26.0,green,99.0,blue,,blue,,green,27.0,green,99.0
191,2021-06-30,green,26.0,green,99.0,green,26.5,green,99.0,green,26.5,green,99.0,green,25.5,green,99.0,blue,,blue,,green,27.0,green,97.0
192,2021-07-01,green,26.0,green,99.0,green,26.5,green,99.0,green,27.0,green,98.0,green,25.0,green,99.0,blue,,blue,,green,27.0,green,96.0
193,2021-07-02,green,25.5,green,98.0,green,26.0,green,99.0,green,26.5,green,97.0,green,24.5,green,99.0,blue,,blue,,green,26.5,green,85.0
194,2021-07-03,blue,26.0,green,99.0,blue,26.0,green,98.0,blue,26.5,green,97.0,blue,25.0,green,98.0,blue,,blue,,blue,27.0,green,88.0
195,2021-07-04,blue,26.5,green,98.0,blue,27.0,green,98.0,blue,27.0,green,99.0,blue,26.0,green,99.0,blue,,blue,,blue,27.5,green,96.0
196,2021-07-05,blue,27.0,green,97.0,blue,27.5,green,98.0,blue,27.5,green,98.0,blue,27.0,green,99.0,blue,,blue,,blue,28.0,green,98.0
197,2021-07-06,blue,27.0,green,99.0,blue,27.0,green,99.0,blue,27.0,green,99.0,blue,26.5,green,99.0,blue,,blue,,blue,27.5,green,99.0
198,2021-07-07,green,26.0,green,99.0,green,26.5,green,99.0,green,26.5,green,99.0,green,25.5,green,99.0,blue,,blue,,green,27.0,green,99.0
199,2021-07-08,green,24.0,green,92.0,green,24.5,green,98.0,green,25.0,green,98.0,green,23.0,green,99.0,blue,,blue,,green,24.5,green,95.0
200,2021-07-09,green,24.0,green,91.0,green,25.0,green,95.0,green,25.0,green,95.0,green,23.0,green,98.0,blue,,blue,,green,25.0,green,89.0
201,2021-07-10,green,23.0,green,95.0,green,24.0,green,94.0,green,24.0,green,97.0,green,22.0,green,99.0,blue,,blue,,green,24.0,green,93.0
202,2021-07-11,green,22.5,green,94.0,green,24.0,green,92.0,green,24.0,green,99.0,green,22.0,green,99.0,blue,,blue,,green,23.5,green,95.0
203,2021-07-12,green,23.0,green,95.0,green,24.0,green,92.0,green,24.0,green,99.0,green,22.5,green,99.0,blue,,blue,,green,24.0,green,96.0
204,2021-07-13,green,24.5,green,96.0,green,25.0,green,93.0,green,25.0,green,99.0,green,24.0,green,99.0,blue,,blue,,green,25.5,green,99.0
205,2021-07-14,green,25.0,green,97.0,green,25.5,green,96.0,green,25.5,green,99.0,green,25.0,green,99.0,blue,,blue,,green,26.0,green,98.0
206,2021-07-15,green,24.0,green,99.0,green,24.0,green,99.0,green,24.5,green,99.0,green,23.5,green,99.0,blue,,blue,,green,24.5,green,99.0
207,2021-07-16,green,23.5,green,98.0,green,24.0,green,98.0,green,24.0,green,99.0,green,23.0,green,99.0,blue,,blue,,green,24.5,green,98.0
208,2021-07-17,green,23.5,green,99.0,green,24.0,green,98.0,green,24.0,green,97.0,green,23.0,green,99.0,blue,,blue,,green,24.5,green,95.0
209,2021-07-18,green,24.0,green,99.0,green,24.5,green,99.0,green,24.5,green,99.0,green,23.5,green,99.0,blue,,blue,,green,25.0,green,99.0
210,2021-07-19,green,25.0,green,99.0,green,25.0,green,99.0,green,25.0,green,99.0,green,24.0,green,98.0,blue,,blue,,green,25.0,green,98.0
211,2021-07-20,yellow,25.5,green,98.0,yellow,25.5,green,98.0,yellow,26.0,green,99.0,yellow,24.5,green,98.0,blue,,blue,,yellow,26.0,green,97.0
212,2021-07-21,green,25.0,green,98.0,green,25.0,green,98.0,green,25.0,green,99.0,green,24.5,green,99.0,blue,,blue,,green,25.5,green,98.0
213,2021-07-22,yellow,26.0,green,99.0,yellow,26.0,green,99.0,green,26.0,green,99.0,yellow,25.5,green,99.0,blue,,blue,,yellow,26.5,green,99.0
214,2021-07-23,yellow,26.0,green,98.0,yellow,26.0,green,97.0,yellow,26.5,green,97.0,yellow,26.5,green,96.0,blue,,blue,,yellow,27.0,green,98.0
215,2021-07-24,yellow,27.5,green,99.0,yellow,27.5,green,99.0,yellow,27.5,green,96.0,yellow,27.5,green,97.0,blue,,blue,,yellow,28.5,green,99.0
216,2021-07-25,yellow,26.0,green,99.0,yellow,26.0,green,99.0,yellow,26.0,green,99.0,yellow,25.5,green,96.0,blue,,blue,,yellow,26.5,green,99.0
217,2021-07-26,yellow,26.0,green,96.0,green,86.5,green,99.0,yellow,26.5,green,99.0,yellow,25.5,green,99.0,blue,,blue,,red,27.0,green,99.0
218,2021-07-27,purple,125.5,green,95.0,yellow,114.0,green,99.0,yellow,26.0,green,99.0,yellow,25.5,green,92.0,yellow,,blue,,yellow,26.5,green,99.0
219,2021-07-28,yellow,85.5,green,96.0,yellow,27.0,green,98.0,yellow,27.0,green,99.0,yellow,27.0,green,84.0,yellow,27.0,green,99.0,yellow,28.0,green,99.0
220,2021-07-29,yellow,26.5,green,97.0,yellow,26.0,green,99.0,yellow,26.5,green,99.0,yellow,26.5,green,99.0,yellow,26.0,green,98.0,yellow,27.5,green,98.0
221,2021-07-30,green,22.5,green,95.0,green,22.0,green,99.0,green,23.0,green,99.0,green,22.5,green,97.0,green,22.0,green,98.0,green,24.0,green,99.0
222,2021-07-31,green,23.0,green,95.0,green,23.5,green,96.0,green,23.5,green,99.0,green,22.0,green,97.0,green,22.0,green,97.0,green,23.5,green,99.0
223,2021-08-01,green,23.5,green,94.0,green,24.0,green,99.0,green,24.0,green,99.0,green,23.0,green,97.0,green,23.0,green,94.0,green,24.5,green,99.0
224,2021-08-02,green,23.0,green,95.0,green,23.5,green,99.0,green,23.0,green,98.0,green,22.0,green,96.0,yellow,23.0,green,94.0,green,23.5,green,97.0
225,2021-08-03,green,23.5,green,96.0,green,24.0,green,98.0,green,24.0,green,98.0,yellow,23.0,green,98.0,yellow,23.5,green,92.0,yellow,24.5,green,97.0
226,2021-08-04,yellow,24.0,green,98.0,yellow,24.5,green,97.0,yellow,24.5,green,99.0,yellow,23.5,green,95.0,yellow,23.5,green,95.0,yellow,25.0,green,98.0
227,2021-08-05,green,23.5,green,91.0,green,24.0,green,99.0,green,24.0,green,98.0,green,23.0,green,92.0,green,23.0,green,96.0,green,24.5,green,99.0
228,2021-08-06,green,24.5,green,93.0,green,24.0,green,99.0,green,24.5,green,99.0,green,24.0,green,96.0,yellow,24.0,green,94.0,green,25.5,green,97.0
229,2021-08-07,green,25.5,green,94.0,green,25.5,green,98.0,green,25.5,green,99.0,green,25.5,green,97.0,green,25.5,green,98.0,green,27.0,green,99.0
230,2021-08-08,green,26.0,green,97.0,yellow,25.5,green,99.0,green,26.0,green,99.0,yellow,26.0,green,93.0,yellow,26.0,green,95.0,yellow,27.0,green,96.0
231,2021-08-09,yellow,26.0,green,97.0,yellow,26.0,green,99.0,green,26.0,green,97.0,yellow,26.0,green,98.0,yellow,26.0,green,91.0,yellow,27.0,green,99.0
232,2021-08-10,yellow,27.5,green,98.0,yellow,27.5,green,99.0,yellow,27.5,green,99.0,yellow,28.0,green,98.0,yellow,28.0,green,97.0,yellow,29.0,green,99.0
233,2021-08-11,green,26.5,green,99.0,green,26.0,green,99.0,green,26.5,green,99.0,green,26.5,green,97.0,green,26.5,green,97.0,green,27.5,green,99.0
234,2021-08-12,yellow,24.5,green,99.0,yellow,24.5,green,99.0,yellow,25.0,green,96.0,green,24.5,green,98.0,yellow,24.5,green,99.0,green,26.0,green,99.0
235,2021-08-13,yellow,23.5,green,99.0,yellow,23.0,green,99.0,yellow,23.5,green,99.0,green,23.0,green,99.0,yellow,23.0,green,98.0,green,24.0,green,99.0
236,2021-08-14,yellow,23.0,green,98.0,yellow,23.0,green,96.0,green,24.0,green,99.0,yellow,22.5,green,99.0,yellow,22.5,green,98.0,green,24.0,green,99.0
237,2021-08-15,yellow,23.0,green,98.0,yellow,23.0,green,95.0,green,23.5,green,96.0,yellow,22.0,green,99.0,yellow,22.5,green,98.0,green,24.0,green,98.0
238,2021-08-16,green,23.0,green,97.0,yellow,23.5,green,94.0,green,23.5,green,99.0,green,22.5,green,99.0,yellow,23.0,green,99.0,green,24.0,green,98.0
239,2021-08-17,yellow,24.0,green,96.0,yellow,24.0,green,96.0,green,24.5,green,99.0,yellow,23.5,green,94.0,yellow,23.5,green,98.0,yellow,25.0,green,99.0
240,2021-08-18,yellow,25.0,green,97.0,yellow,24.5,green,95.0,yellow,25.0,green,99.0,yellow,24.5,green,93.0,red,24.5,green,99.0,yellow,26.0,green,99.0
241,2021-08-19,yellow,25.5,green,99.0,yellow,25.0,green,99.0,yellow,25.5,green,99.0,yellow,25.0,green,98.0,yellow,25.0,green,99.0,yellow,26.0,green,99.0
242,2021-08-20,yellow,25.0,green,96.0,yellow,25.0,green,99.0,yellow,25.0,green,98.0,yellow,25.0,green,99.0,yellow,25.0,green,97.0,yellow,26.0,green,99.0
243,2021-08-21,yellow,24.5,green,99.0,yellow,24.0,green,99.0,yellow,24.5,green,99.0,yellow,24.5,green,99.0,yellow,24.0,green,99.0,yellow,25.5,green,99.0
244,2021-08-22,yellow,23.5,green,98.0,yellow,23.5,green,96.0,yellow,24.0,green,98.0,yellow,23.5,green,99.0,yellow,23.5,green,98.0,yellow,24.5,green,99.0
245,2021-08-23,yellow,24.5,green,98.0,yellow,24.5,green,95.0,yellow,24.5,green,98.0,yellow,24.5,green,98.0,yellow,24.5,green,96.0,green,25.5,green,99.0
246,2021-08-24,red,26.5,green,99.0,red,26.0,green,98.0,red,26.5,green,96.0,red,26.5,green,99.0,red,26.0,green,98.0,red,27.0,green,99.0
247,2021-08-25,green,24.5,green,96.0,green,24.0,green,98.0,green,24.5,green,99.0,green,24.5,green,99.0,green,24.0,green,98.0,green,25.5,green,99.0
248,2021-08-26,green,25.0,green,96.0,green,25.0,green,97.0,green,25.5,green,99.0,green,25.0,green,98.0,green,25.0,green,99.0,green,26.0,green,99.0
249,2021-08-27,yellow,26.0,green,96.0,yellow,26.0,green,99.0,green,26.0,green,99.0,green,26.5,green,98.0,yellow,26.5,green,98.0,green,27.5,green,99.0
250,2021-08-28,yellow,26.5,green,98.0,yellow,26.5,green,97.0,yellow,26.5,green,99.0,yellow,27.0,green,99.0,yellow,27.0,green,99.0,yellow,28.0,green,96.0
251,2021-08-29,yellow,25.5,green,97.0,yellow,25.0,green,99.0,yellow,25.5,green,98.0,yellow,25.5,green,99.0,yellow,25.0,green,98.0,yellow,26.5,green,98.0
252,2021-08-30,yellow,23.5,green,99.0,yellow,23.5,green,99.0,yellow,24.0,green,99.0,yellow,23.5,green,98.0,yellow,23.5,green,98.0,green,25.0,green,99.0
253,2021-08-31,green,22.0,green,96.0,green,21.5,green,98.0,green,22.5,green,99.0,green,22.0,green,99.0,green,21.5,green,98.0,green,23.5,green,99.0
254,2021-09-01,green,22.5,green,97.0,green,23.0,green,99.0,green,23.0,green,99.0,green,22.5,green,99.0,yellow,22.5,green,93.0,green,24.0,green,99.0
255,2021-09-02,green,21.5,green,99.0,green,22.0,green,97.0,green,22.0,green,99.0,green,22.0,green,98.0,green,22.0,green,98.0,green,23.0,green,98.0
256,2021-09-03,green,21.5,green,96.0,green,22.0,green,99.0,green,22.0,green,91.0,green,21.0,green,99.0,green,21.0,green,99.0,green,22.5,green,99.0
257,2021-09-04,green,22.0,green,94.0,green,22.0,green,99.0,green,22.5,green,96.0,green,22.0,green,99.0,green,21.5,green,99.0,green,23.0,green,99.0
258,2021-09-05,green,23.0,green,97.0,yellow,23.0,green,99.0,green,23.5,green,99.0,yellow,23.0,green,99.0,yellow,22.5,green,99.0,yellow,24.0,green,99.0
259,2021-09-06,yellow,24.0,green,97.0,yellow,24.0,green,99.0,yellow,24.5,green,97.0,yellow,24.0,green,99.0,yellow,23.5,green,99.0,yellow,25.0,green,97.0
260,2021-09-07,yellow,24.5,green,97.0,red,24.0,green,98.0,yellow,25.0,green,98.0,yellow,24.0,green,99.0,red,23.5,green,98.0,yellow,25.5,green,99.0
261,2021-09-08,green,22.0,green,93.0,green,21.5,green,95.0,green,23.5,green,99.0,yellow,22.0,green,98.0,yellow,21.5,green,99.0,green,24.0,green,94.0
262,2021-09-09,green,22.0,green,93.0,green,22.0,green,97.0,green,22.5,green,99.0,green,21.5,green,98.0,yellow,21.5,green,98.0,green,23.0,green,99.0
263,2021-09-10,green,22.5,green,97.0,green,22.5,green,99.0,green,22.5,green,97.0,green,22.5,green,97.0,yellow,22.5,green,99.0,green,23.5,green,99.0
264,2021-09-11,yellow,24.5,green,96.0,yellow,24.5,green,99.0,green,25.0,green,98.0,green,24.5,green,99.0,yellow,24.0,green,99.0,green,25.5,green,97.0
265,2021-09-12,yellow,25.0,green,97.0,yellow,25.0,green,99.0,yellow,25.0,green,99.0,yellow,25.0,green,94.0,yellow,25.0,green,99.0,yellow,26.0,green,99.0
266,2021-09-13,yellow,24.5,green,98.0,yellow,24.0,green,99.0,yellow,24.5,green,99.0,yellow,24.5,green,99.0,yellow,24.0,green,98.0,yellow,25.5,green,99.0
267,2021-09-14,green,24.5,green,98.0,yellow,24.0,green,98.0,green,24.5,green,99.0,green,24.0,green,99.0,green,23.5,green,98.0,green,25.5,green,99.0
268,2021-09-15,yellow,22.0,green,97.0,yellow,22.0,green,96.0,green,22.5,green,98.0,yellow,22.0,green,98.0,yellow,21.5,green,98.0,yellow,23.0,green,99.0
269,2021-09-16,yellow,22.5,green,97.0,yellow,22.5,green,97.0,yellow,23.0,green,99.0,yellow,22.5,green,98.0,yellow,22.5,green,99.0,yellow,23.5,green,95.0
270,2021-09-17,yellow,24.5,green,95.0,yellow,24.5,green,97.0,yellow,25.0,green,97.0,yellow,24.5,green,99.0,yellow,24.5,green,98.0,yellow,25.5,green,96.0
271,2021-09-18,yellow,24.0,green,97.0,red,23.5,green,99.0,yellow,24.0,green,96.0,yellow,24.0,green,99.0,yellow,23.0,green,99.0,yellow,25.0,green,99.0
272,2021-09-19,red,25.0,green,99.0,red,24.5,green,97.0,yellow,25.0,green,99.0,yellow,25.0,green,99.0,yellow,24.5,green,98.0,yellow,26.0,green,99.0
273,2021-09-20,red,24.5,green,96.0,red,24.0,green,99.0,yellow,24.5,green,99.0,red,24.5,green,98.0,red,24.0,green,99.0,yellow,25.5,green,98.0
274,2021-09-21,green,20.5,green,95.0,green,20.0,green,99.0,green,21.0,green,99.0,green,20.5,green,99.0,green,19.5,green,99.0,green,22.5,green,99.0
275,2021-09-22,green,20.0,green,94.0,green,20.0,green,98.0,green,21.0,green,96.0,green,20.5,green,99.0,green,20.0,green,99.0,green,22.0,green,99.0
276,2021-09-23,green,20.0,green,97.0,green,20.5,green,97.0,green,21.0,green,99.0,green,20.5,green,98.0,green,20.5,green,99.0,green,22.0,green,96.0
277,2021-09-24,green,21.5,green,97.0,yellow,21.5,green,98.0,green,22.0,green,99.0,yellow,22.0,green,98.0,yellow,21.5,green,99.0,green,23.5,green,97.0
278,2021-09-25,green,20.0,green,93.0,green,20.0,green,99.0,green,21.0,green,99.0,green,20.5,green,96.0,green,20.5,green,99.0,green,22.0,green,98.0
279,2021-09-26,yellow,23.0,green,95.0,yellow,23.0,green,99.0,yellow,23.5,green,97.0,yellow,23.5,green,99.0,yellow,23.5,green,98.0,yellow,24.5,green,98.0
280,2021-09-27,red,24.5,green,98.0,red,24.0,green,99.0,red,24.5,green,99.0,red,24.0,green,99.0,red,23.5,green,99.0,red,25.0,green,99.0
281,2021-09-28,red,23.0,green,99.0,red,22.5,green,98.0,yellow,23.0,green,98.0,red,22.5,green,99.0,red,22.0,green,99.0,red,24.0,green,99.0
282,2021-09-29,yellow,24.0,green,98.0,yellow,24.0,green,99.0,yellow,24.5,green,99.0,yellow,23.5,green,99.0,yellow,23.0,green,99.0,yellow,24.5,green,99.0
