"ModelName","ModelAIC","Time_to_Convergence"
"Level1_glm",6001.09163240532,0.014589786529541
"Level1_oinv_glm",5828.4289633886,0.0140209197998047
"Level1_inv_glm",5819.87152524186,0.0114023685455322
"Level2_a_glm",5846.64070584981,0.0173666477203369
"Level2_a_oinv_glm",5813.32617687934,0.0116779804229736
"Level2_a_inv_glm",5776.82036857266,0.00830554962158203
"Level2_b_glm",5762.41093820793,0.00837302207946777
"Level2_b_oinv_glm",5780.98958563409,0.0173931121826172
"Level2_b_inv_glm",5727.07085368016,0.011937141418457
"Level2_c_glm",5705.89875939526,0.0131807327270508
"Level2_c_oinv_glm",5747.43390748568,0.0244944095611572
"Level2_c_inv_glm",5680.30843553799,0.0137317180633545
"Level3_a_glmer",5661.13765939159,1.90973401069641
"Level3_a_oinv_glmer",5631.96609207551,1.65949368476868
"Level3_a_inv_glmer",5604.34145457106,1.84997534751892
"Level3_b_glmer",5545.56863242445,8.63440823554993
"Level3_b_oinv_glmer",5571.08958060474,12.4434063434601
"Level3_b_inv_glmer",5522.08872603849,23.1587686538696
"Level3_c_glmer",5604.64026265919,5.63072371482849
"Level3_c_oinv_glmer",5507.31070641372,4.61454200744629
"Level3_c_inv_glmer",5603.81304790602,3.97488069534302
"Level4_a_glmer",5457.26722613655,2.16083717346191
"Level4_a_oinv_glmer",5376.63305589524,3.03147339820862
"Level4_a_inv_glmer",5378.5904452931,3.9570050239563
"Level4_b_glmer",5366.4265351233,25.0050759315491
"Level4_b_oinv_glmer",5324.37793882216,11.4198331832886
"Level4_b_inv_glmer",5324.91941685719,6.84423089027405
"Level4_c_glmer",5537.63927179831,35.7701811790466
"Level4_c_oinv_glmer",5530.34621872516,71.1761438846588
"Level4_c_inv_glmer",5515.47679730749,101.646224498749
