,Date (America/Chicago),"Maschhoff_BIBL_C_RM3 Temp shock - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 Temp (°C) - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM4  Temp shock - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  Temp (°C) - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_EC_RM3 Temp shock - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 Temp (°C) - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM4 Temp shock - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 Temp (°C) - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EE_RM3 Temp shock - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 Temp (°C) - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM4 Temp shock - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 Temp (°C) - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_WC_RM3 Temp shock - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 Temp (°C) - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM4 Temp shock - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 Temp (°C) - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WW_RM3 Temp shock - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 Temp (°C) - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM4 Temp shock - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 Temp (°C) - data
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - data
 (MO201401-SWCJ996P)"
109,2021-05-28,green,,green,,green,22.5,green,94.0,green,,green,,green,24.0,green,97.0,green,23.0,green,89.0,green,23.5,green,98.0,green,24.0,green,98.0,green,24.5,green,99.0,green,24.5,green,99.0,green,25.0,green,98.0
110,2021-05-29,green,,green,,green,21.0,green,98.0,green,,green,,green,23.5,green,98.0,green,22.0,green,96.0,green,23.0,green,99.0,green,22.5,green,99.0,green,23.0,green,99.0,green,22.5,green,98.0,green,23.5,green,98.0
111,2021-05-30,green,,green,,green,22.0,green,99.0,green,,green,,green,23.5,green,98.0,green,23.0,green,97.0,green,23.0,green,98.0,green,23.5,green,99.0,green,23.5,green,99.0,green,24.0,green,95.0,green,24.5,green,97.0
112,2021-05-31,green,,green,,green,23.0,green,98.0,green,,green,,green,24.0,green,98.0,green,23.5,green,95.0,green,23.5,green,99.0,green,24.5,green,99.0,green,24.5,green,96.0,green,25.0,green,99.0,green,25.5,green,99.0
113,2021-06-01,green,,green,,green,23.0,green,98.0,green,,green,,green,24.0,green,96.0,green,23.5,green,95.0,green,23.5,green,99.0,green,25.0,green,96.0,green,24.5,green,99.0,green,25.0,green,99.0,green,25.5,green,99.0
114,2021-06-02,green,,green,,green,23.5,green,99.0,green,,green,,green,24.5,green,97.0,green,23.0,green,94.0,green,23.5,green,98.0,green,25.0,green,96.0,green,25.0,green,99.0,green,25.0,green,99.0,green,25.5,green,99.0
115,2021-06-03,green,,green,,green,24.5,green,96.0,green,,green,,green,25.5,green,96.0,green,24.5,green,98.0,green,24.5,green,95.0,green,26.0,green,99.0,green,26.0,green,99.0,green,26.5,green,99.0,green,27.0,green,98.0
116,2021-06-04,yellow,,green,,green,26.0,green,98.0,yellow,,green,,yellow,26.5,green,92.0,yellow,26.0,green,91.0,green,26.0,green,97.0,green,27.5,green,97.0,green,27.5,green,99.0,green,28.0,green,99.0,green,28.0,green,99.0
117,2021-06-05,yellow,,green,,yellow,26.5,green,98.0,yellow,,green,,yellow,27.5,green,97.0,yellow,26.0,green,91.0,yellow,27.0,green,96.0,green,28.0,green,98.0,green,28.0,green,99.0,green,28.5,green,99.0,green,28.5,green,99.0
118,2021-06-06,green,,green,,green,26.0,green,99.0,green,,green,,green,26.0,green,96.0,green,25.0,green,94.0,green,25.5,green,96.0,green,27.5,green,99.0,green,27.5,green,99.0,green,28.0,green,99.0,green,28.5,green,99.0
119,2021-06-07,green,,green,,green,25.5,green,99.0,green,,green,,green,26.0,green,95.0,green,25.0,green,94.0,green,25.5,green,95.0,green,27.5,green,99.0,green,27.5,green,96.0,green,28.0,green,99.0,green,28.5,green,99.0
120,2021-06-08,green,,green,,green,25.0,green,98.0,green,,green,,green,25.0,green,98.0,green,24.5,green,95.0,green,24.5,green,96.0,green,26.5,green,99.0,green,27.0,green,99.0,green,27.5,green,98.0,green,28.0,green,99.0
121,2021-06-09,green,,green,,green,25.5,green,99.0,green,,green,,green,26.0,green,96.0,green,26.0,green,95.0,green,25.5,green,96.0,green,27.5,green,98.0,green,27.0,green,98.0,green,28.5,green,97.0,green,28.5,green,96.0
122,2021-06-10,yellow,,green,,yellow,27.0,green,99.0,yellow,,green,,yellow,27.5,green,95.0,yellow,27.0,green,93.0,green,27.0,green,98.0,green,28.5,green,99.0,yellow,28.5,green,98.0,green,29.0,green,99.0,green,29.0,green,99.0
123,2021-06-11,yellow,,green,,yellow,28.5,green,99.0,yellow,,green,,yellow,29.0,green,97.0,yellow,28.5,green,96.0,yellow,29.0,green,99.0,yellow,30.0,green,99.0,yellow,30.0,green,97.0,yellow,30.5,green,97.0,yellow,30.5,green,96.0
124,2021-06-12,yellow,,green,,yellow,29.5,green,99.0,yellow,,green,,yellow,30.0,green,95.0,yellow,29.5,green,96.0,yellow,30.0,green,96.0,yellow,30.5,green,99.0,yellow,30.5,green,99.0,yellow,31.0,green,99.0,yellow,31.0,green,99.0
125,2021-06-13,yellow,,green,,yellow,27.5,green,98.0,yellow,,green,,yellow,28.0,green,93.0,yellow,28.0,green,96.0,yellow,28.0,green,97.0,yellow,29.0,green,96.0,yellow,29.0,green,99.0,yellow,29.5,green,99.0,green,29.5,green,99.0
126,2021-06-14,yellow,,green,,yellow,27.5,green,99.0,red,,green,,yellow,28.5,green,97.0,yellow,27.5,green,93.0,yellow,27.5,green,97.0,yellow,29.0,green,99.0,yellow,29.0,green,98.0,yellow,29.5,green,98.0,yellow,29.5,green,99.0
127,2021-06-15,yellow,,green,,yellow,26.0,green,97.0,yellow,,green,,yellow,26.5,green,95.0,yellow,26.0,green,88.0,yellow,26.0,green,98.0,green,27.0,green,99.0,green,27.5,green,99.0,green,28.0,green,98.0,green,28.0,green,98.0
128,2021-06-16,blue,,blue,,yellow,26.0,green,92.0,yellow,,green,,yellow,26.5,green,97.0,yellow,26.0,green,92.0,yellow,26.0,green,98.0,green,27.0,green,99.0,green,27.5,green,98.0,yellow,28.0,green,99.0,green,28.0,green,99.0
129,2021-06-17,blue,,blue,,yellow,27.0,green,97.0,yellow,,green,,yellow,27.5,green,96.0,red,27.0,green,93.0,yellow,27.0,green,98.0,yellow,28.0,green,99.0,yellow,28.0,green,96.0,yellow,28.5,green,99.0,yellow,28.5,green,98.0
130,2021-06-18,blue,,blue,,green,30.0,green,99.0,green,,green,,green,30.5,green,97.0,red,29.5,green,94.0,yellow,30.0,green,98.0,green,31.0,green,98.0,green,31.0,green,99.0,green,31.0,green,99.0,green,31.5,green,99.0
131,2021-06-19,blue,,blue,,green,27.0,green,99.0,green,,green,,green,27.0,green,96.0,green,26.5,green,94.0,green,26.5,green,96.0,green,28.0,green,98.0,green,28.0,green,99.0,green,29.0,green,98.0,green,29.0,green,98.0
132,2021-06-20,blue,,blue,,green,28.5,green,98.0,blue,,blue,,green,29.0,green,94.0,green,28.0,green,97.0,green,28.5,green,97.0,green,29.5,green,97.0,green,29.5,green,99.0,green,30.0,green,97.0,green,30.0,green,97.0
133,2021-06-21,blue,,blue,,green,24.5,green,99.0,blue,,blue,,green,24.5,green,93.0,green,24.0,green,89.0,green,23.5,green,97.0,green,26.5,green,99.0,green,26.0,green,99.0,green,27.0,green,99.0,green,27.5,green,97.0
134,2021-06-22,blue,,blue,,green,23.5,green,98.0,blue,,blue,,green,23.0,green,88.0,green,23.5,green,94.0,yellow,20.5,green,96.0,green,25.0,green,98.0,green,26.5,green,99.0,green,25.5,green,95.0,green,27.5,green,99.0
135,2021-06-23,blue,,blue,,green,24.5,green,96.0,blue,,blue,,yellow,24.5,green,92.0,yellow,24.5,green,98.0,yellow,22.5,green,98.0,green,26.0,green,99.0,green,27.0,green,99.0,green,26.5,green,98.0,green,27.5,green,97.0
136,2021-06-24,blue,,blue,,green,25.5,green,98.0,blue,,blue,,green,26.0,green,94.0,green,25.0,green,98.0,green,24.0,green,99.0,green,27.0,green,96.0,green,27.5,green,99.0,green,27.5,green,97.0,green,28.5,green,98.0
137,2021-06-25,blue,,blue,,green,26.0,green,98.0,blue,,blue,,green,26.5,green,97.0,green,26.0,green,98.0,green,26.0,green,99.0,green,27.0,green,98.0,green,27.5,green,96.0,green,28.0,green,99.0,green,28.0,green,98.0
138,2021-06-26,blue,,blue,,yellow,28.0,green,98.0,blue,,blue,,yellow,28.0,green,92.0,yellow,28.0,green,96.0,yellow,27.5,green,99.0,yellow,29.0,green,96.0,yellow,28.5,green,98.0,green,29.5,green,99.0,green,29.5,green,96.0
139,2021-06-27,blue,,blue,,yellow,27.5,green,99.0,blue,,blue,,yellow,28.0,green,95.0,yellow,27.0,green,99.0,green,27.5,green,98.0,green,28.5,green,99.0,green,29.0,green,99.0,green,29.5,green,98.0,green,29.5,green,99.0
140,2021-06-28,blue,,blue,,green,27.0,green,98.0,blue,,blue,,green,27.5,green,95.0,green,27.0,green,97.0,green,27.0,green,97.0,green,28.5,green,99.0,green,28.5,green,99.0,green,29.5,green,96.0,green,29.0,green,99.0
141,2021-06-29,blue,,blue,,yellow,28.5,green,98.0,blue,,blue,,yellow,29.0,green,97.0,yellow,28.0,green,98.0,yellow,28.5,green,99.0,yellow,29.5,green,99.0,yellow,29.5,green,98.0,yellow,30.5,green,98.0,yellow,30.0,green,99.0
142,2021-06-30,blue,,blue,,yellow,26.5,green,99.0,blue,,blue,,yellow,26.5,green,98.0,yellow,26.5,green,94.0,yellow,26.5,green,97.0,yellow,27.5,green,97.0,yellow,27.5,green,98.0,green,29.0,green,99.0,green,28.5,green,99.0
143,2021-07-01,blue,,blue,,green,25.0,green,99.0,blue,,blue,,yellow,25.0,green,97.0,yellow,25.0,green,95.0,yellow,24.5,green,99.0,green,27.0,green,99.0,green,26.5,green,96.0,green,28.0,green,99.0,green,27.5,green,99.0
144,2021-07-02,blue,,blue,,green,23.5,green,99.0,blue,,blue,,green,23.5,green,96.0,green,23.5,green,92.0,yellow,21.5,green,98.0,green,26.0,green,98.0,green,26.0,green,98.0,green,26.5,green,99.0,green,27.5,green,97.0
145,2021-07-03,blue,,blue,,green,24.0,green,98.0,blue,,blue,,green,24.0,green,98.0,green,24.0,green,98.0,yellow,22.5,green,98.0,green,26.5,green,99.0,green,27.0,green,98.0,green,27.0,green,99.0,green,27.5,green,99.0
146,2021-07-04,blue,,blue,,yellow,25.5,green,99.0,blue,,blue,,yellow,26.0,green,97.0,yellow,26.0,green,98.0,yellow,25.5,green,99.0,yellow,28.0,green,99.0,yellow,27.5,green,99.0,yellow,29.0,green,99.0,green,28.5,green,97.0
147,2021-07-05,blue,,blue,,yellow,26.5,green,98.0,blue,,blue,,yellow,27.0,green,96.0,yellow,27.0,green,99.0,yellow,26.5,green,99.0,yellow,28.5,green,99.0,yellow,28.0,green,99.0,yellow,29.5,green,99.0,yellow,29.0,green,99.0
148,2021-07-06,blue,,blue,,yellow,27.5,green,99.0,blue,,blue,,yellow,28.0,green,96.0,yellow,28.0,green,95.0,yellow,27.5,green,99.0,yellow,29.0,green,99.0,yellow,29.0,green,99.0,green,30.0,green,99.0,yellow,29.5,green,97.0
149,2021-07-07,blue,,blue,,green,27.5,green,99.0,blue,,blue,,green,28.0,green,95.0,yellow,27.5,green,99.0,green,27.5,green,97.0,green,28.5,green,97.0,green,28.5,green,99.0,green,29.5,green,98.0,green,29.0,green,99.0
150,2021-07-08,blue,,blue,,yellow,26.5,green,99.0,blue,,blue,,yellow,27.0,green,92.0,yellow,26.5,green,96.0,yellow,26.5,green,98.0,yellow,28.0,green,99.0,yellow,28.0,green,99.0,green,29.0,green,97.0,green,28.5,green,99.0
151,2021-07-09,blue,,blue,,green,24.5,green,99.0,blue,,blue,,green,24.5,green,97.0,green,25.0,green,96.0,green,24.0,green,98.0,green,26.5,green,95.0,green,26.5,green,97.0,green,28.0,green,99.0,green,27.5,green,99.0
152,2021-07-10,blue,,blue,,green,23.5,green,99.0,blue,,blue,,green,23.5,green,96.0,green,23.5,green,93.0,green,22.5,green,97.0,green,26.0,green,99.0,green,25.5,green,99.0,green,27.5,green,99.0,green,27.0,green,98.0
153,2021-07-11,blue,,blue,,green,24.0,green,99.0,blue,,blue,,green,24.5,green,94.0,green,24.5,green,97.0,green,23.5,green,97.0,green,26.5,green,99.0,green,26.0,green,99.0,green,27.5,green,96.0,green,27.0,green,99.0
154,2021-07-12,blue,,blue,,green,25.0,green,99.0,blue,,blue,,green,25.0,green,95.0,green,24.5,green,96.0,green,24.5,green,99.0,green,26.5,green,98.0,green,26.5,green,99.0,green,27.5,green,99.0,green,27.5,green,99.0
155,2021-07-13,blue,,blue,,green,25.0,green,99.0,blue,,blue,,green,25.0,green,96.0,green,24.5,green,95.0,green,24.5,green,99.0,green,26.5,green,98.0,green,26.5,green,99.0,green,28.0,green,99.0,green,27.5,green,99.0
156,2021-07-14,blue,,blue,,yellow,26.0,green,99.0,blue,,blue,,yellow,26.5,green,98.0,yellow,26.0,green,97.0,yellow,26.0,green,99.0,yellow,28.0,green,99.0,green,27.5,green,99.0,green,29.0,green,99.0,green,28.5,green,99.0
157,2021-07-15,blue,,blue,,yellow,27.0,green,98.0,blue,,blue,,yellow,27.5,green,96.0,yellow,26.5,green,96.0,yellow,27.0,green,98.0,yellow,28.5,green,99.0,yellow,28.5,green,99.0,yellow,29.0,green,97.0,yellow,29.0,green,99.0
158,2021-07-16,blue,,blue,,green,24.0,green,99.0,blue,,blue,,green,24.0,green,98.0,green,24.0,green,99.0,green,23.5,green,99.0,green,26.0,green,99.0,green,25.5,green,99.0,green,27.0,green,99.0,green,27.0,green,96.0
159,2021-07-17,blue,,blue,,green,25.0,green,99.0,blue,,blue,,green,25.0,green,97.0,green,25.0,green,98.0,green,24.5,green,98.0,green,26.5,green,98.0,green,26.5,green,99.0,green,28.0,green,98.0,green,27.5,green,99.0
160,2021-07-18,blue,,blue,,yellow,25.0,green,99.0,blue,,blue,,yellow,25.0,green,97.0,yellow,25.5,green,95.0,yellow,24.5,green,97.0,yellow,27.0,green,99.0,yellow,26.5,green,98.0,green,28.0,green,96.0,yellow,28.0,green,99.0
161,2021-07-19,blue,,blue,,yellow,25.0,green,99.0,blue,,blue,,yellow,25.0,green,95.0,yellow,26.0,green,96.0,yellow,24.5,green,99.0,green,27.0,green,97.0,yellow,26.5,green,99.0,green,28.5,green,99.0,green,28.0,green,99.0
162,2021-07-20,blue,,blue,,green,25.5,green,99.0,blue,,blue,,yellow,26.0,green,95.0,green,25.5,green,97.0,green,25.0,green,96.0,yellow,27.0,green,98.0,green,27.0,green,99.0,yellow,28.5,green,99.0,green,28.0,green,98.0
163,2021-07-21,blue,,blue,,green,26.0,green,99.0,blue,,blue,,yellow,26.5,green,96.0,yellow,27.0,green,96.0,green,26.5,green,99.0,yellow,28.0,green,99.0,green,28.0,green,99.0,green,29.0,green,99.0,green,28.5,green,99.0
164,2021-07-22,blue,,blue,,yellow,27.0,green,99.0,blue,,blue,,yellow,27.5,green,96.0,yellow,26.5,green,98.0,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,green,28.5,green,99.0,yellow,29.0,green,98.0
165,2021-07-23,yellow,,blue,,yellow,27.0,green,98.0,yellow,,blue,,yellow,27.5,green,95.0,yellow,26.5,green,96.0,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,green,29.0,green,99.0,yellow,29.0,green,99.0
166,2021-07-24,yellow,31.0,blue,,green,28.0,green,98.0,yellow,30.5,blue,,yellow,28.5,green,95.0,yellow,27.5,green,93.0,yellow,28.0,green,98.0,yellow,29.0,green,99.0,green,29.0,green,98.0,green,30.0,green,99.0,green,30.0,green,99.0
167,2021-07-25,yellow,28.0,green,94.0,yellow,27.0,green,99.0,yellow,27.0,green,97.0,yellow,27.5,green,96.0,yellow,27.5,green,97.0,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,28.0,green,99.0,yellow,29.0,green,99.0,yellow,28.5,green,99.0
168,2021-07-26,yellow,27.5,green,99.0,yellow,27.0,green,99.0,yellow,27.0,green,96.0,yellow,27.5,green,97.0,yellow,28.0,green,92.0,yellow,27.5,green,95.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,yellow,29.0,green,96.0,yellow,29.0,green,96.0
169,2021-07-27,yellow,27.5,green,95.0,yellow,27.0,green,98.0,yellow,27.0,green,95.0,yellow,27.5,green,97.0,yellow,27.5,green,95.0,yellow,27.5,green,97.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,yellow,29.0,green,98.0,yellow,29.0,green,96.0
170,2021-07-28,yellow,28.0,green,98.0,yellow,27.5,green,98.0,yellow,27.0,green,98.0,yellow,27.5,green,97.0,yellow,27.0,green,91.0,yellow,27.5,green,99.0,yellow,28.0,green,98.0,yellow,28.5,green,99.0,yellow,29.0,green,97.0,yellow,29.5,green,99.0
171,2021-07-29,green,28.5,green,99.0,green,28.0,green,99.0,green,28.0,green,95.0,green,28.5,green,95.0,green,28.0,green,90.0,green,28.0,green,98.0,green,28.5,green,96.0,green,29.0,green,99.0,green,29.5,green,98.0,green,29.5,green,99.0
172,2021-07-30,green,25.5,green,99.0,green,25.0,green,98.0,green,25.0,green,94.0,green,25.5,green,95.0,green,25.5,green,93.0,green,25.0,green,98.0,green,26.0,green,99.0,green,26.5,green,99.0,green,27.5,green,97.0,green,27.0,green,96.0
173,2021-07-31,green,23.5,green,95.0,green,23.0,green,99.0,green,22.0,green,97.0,green,23.0,green,95.0,green,22.5,green,87.0,green,22.5,green,98.0,green,24.5,green,99.0,green,25.0,green,98.0,green,25.5,green,99.0,green,26.5,green,99.0
174,2021-08-01,yellow,25.0,green,99.0,green,24.5,green,96.0,yellow,25.0,green,98.0,green,24.5,green,94.0,green,24.0,green,95.0,green,24.0,green,98.0,green,28.0,green,99.0,green,26.0,green,99.0,green,27.0,green,98.0,green,27.0,green,99.0
175,2021-08-02,green,24.5,green,97.0,green,24.0,green,98.0,yellow,24.5,blue,,green,24.0,green,96.0,green,23.5,green,96.0,yellow,23.0,green,98.0,red,27.5,green,99.0,green,25.5,green,99.0,green,26.5,green,98.0,green,26.5,green,98.0
176,2021-08-03,yellow,25.0,green,98.0,green,24.5,green,98.0,yellow,25.0,green,97.0,yellow,24.5,green,95.0,yellow,24.0,green,97.0,yellow,23.5,green,98.0,red,28.5,green,99.0,green,25.5,green,99.0,green,26.5,green,98.0,green,26.5,green,98.0
177,2021-08-04,yellow,25.5,green,98.0,yellow,24.5,green,94.0,yellow,25.5,green,99.0,yellow,24.5,green,94.0,yellow,24.0,green,96.0,yellow,24.0,green,99.0,red,28.5,green,99.0,green,26.0,green,99.0,yellow,27.0,green,98.0,green,26.0,green,99.0
178,2021-08-05,green,25.5,green,98.0,green,24.5,green,99.0,yellow,25.5,green,98.0,green,25.0,green,96.0,green,24.0,green,96.0,green,24.0,green,99.0,green,28.5,green,99.0,green,26.0,green,96.0,green,27.0,green,97.0,green,27.0,green,97.0
179,2021-08-06,green,26.0,green,96.0,green,25.5,green,98.0,yellow,25.5,green,98.0,green,25.5,green,98.0,yellow,24.5,green,96.0,green,25.0,green,98.0,green,27.5,green,99.0,green,26.5,green,98.0,green,27.0,green,98.0,green,27.5,green,98.0
180,2021-08-07,yellow,27.0,green,98.0,yellow,26.0,green,98.0,yellow,26.5,green,97.0,yellow,26.5,green,90.0,yellow,25.5,green,97.0,yellow,26.0,green,97.0,yellow,27.5,green,98.0,yellow,27.5,green,98.0,yellow,28.0,green,98.0,yellow,28.0,green,98.0
181,2021-08-08,yellow,27.0,green,98.0,yellow,26.5,green,99.0,yellow,26.5,green,98.0,yellow,26.5,green,96.0,yellow,25.5,green,98.0,yellow,26.0,green,99.0,yellow,27.0,green,98.0,yellow,27.5,green,98.0,yellow,28.0,green,99.0,yellow,28.0,green,99.0
182,2021-08-09,green,26.0,green,98.0,green,25.5,green,99.0,green,25.0,green,95.0,green,25.5,green,94.0,green,24.5,green,96.0,green,25.0,green,99.0,green,26.5,green,99.0,green,27.0,green,99.0,green,27.0,green,96.0,green,28.0,green,96.0
183,2021-08-10,green,28.0,green,97.0,green,27.5,green,98.0,green,27.5,green,98.0,green,28.0,green,94.0,green,27.0,green,94.0,green,27.5,green,98.0,green,28.0,green,99.0,green,28.5,green,98.0,green,29.0,green,98.0,green,29.0,green,99.0
184,2021-08-11,green,29.0,green,97.0,green,28.5,green,93.0,green,28.5,green,96.0,green,29.0,green,93.0,yellow,28.0,green,97.0,yellow,28.5,green,99.0,green,29.0,green,98.0,green,29.5,green,96.0,green,29.5,green,97.0,green,30.0,green,99.0
185,2021-08-12,green,28.0,green,98.0,green,27.5,green,96.0,green,27.5,green,94.0,green,28.0,green,83.0,green,27.0,green,94.0,green,27.5,green,98.0,green,28.0,green,99.0,green,28.5,green,97.0,green,28.5,green,99.0,green,29.0,green,99.0
186,2021-08-13,green,27.0,green,96.0,green,26.0,green,98.0,green,26.5,green,95.0,green,26.5,green,97.0,green,26.5,green,96.0,green,26.5,green,97.0,green,26.5,green,99.0,green,27.5,green,99.0,green,28.0,green,96.0,green,28.0,green,99.0
187,2021-08-14,yellow,25.5,green,97.0,yellow,24.5,green,99.0,yellow,25.0,green,97.0,yellow,25.0,green,94.0,yellow,25.0,green,91.0,yellow,24.5,green,98.0,yellow,25.5,green,96.0,yellow,26.0,green,98.0,green,26.5,green,97.0,green,26.5,green,97.0
188,2021-08-15,green,24.5,green,93.0,green,24.0,green,99.0,green,25.5,green,96.0,green,24.5,green,94.0,green,23.5,green,97.0,green,24.0,green,98.0,green,26.5,green,97.0,green,25.5,green,98.0,green,26.0,green,98.0,green,26.5,green,98.0
189,2021-08-16,yellow,25.5,green,98.0,green,24.5,green,97.0,yellow,25.0,green,98.0,yellow,25.0,green,91.0,green,25.0,green,92.0,yellow,25.0,green,98.0,yellow,25.5,green,99.0,green,26.0,green,99.0,yellow,26.5,green,97.0,green,27.0,green,96.0
190,2021-08-17,yellow,26.0,green,98.0,yellow,25.5,green,97.0,yellow,25.5,green,96.0,yellow,26.0,green,89.0,yellow,25.5,green,95.0,yellow,26.0,green,98.0,yellow,26.5,green,99.0,yellow,27.0,green,99.0,yellow,27.0,green,99.0,yellow,27.5,green,99.0
191,2021-08-18,yellow,26.0,green,96.0,yellow,25.5,green,98.0,yellow,25.5,green,97.0,yellow,26.0,green,96.0,yellow,25.5,green,97.0,green,26.5,green,97.0,yellow,26.0,green,99.0,yellow,26.5,green,99.0,yellow,27.0,green,98.0,green,27.5,green,99.0
192,2021-08-19,yellow,26.0,green,99.0,yellow,25.5,green,98.0,yellow,25.5,green,97.0,yellow,26.0,green,97.0,yellow,25.0,green,94.0,yellow,26.0,green,98.0,yellow,26.0,green,96.0,yellow,26.5,green,98.0,yellow,27.0,green,98.0,yellow,27.5,green,99.0
193,2021-08-20,yellow,26.5,green,99.0,yellow,26.0,green,97.0,yellow,26.0,green,96.0,yellow,26.5,green,97.0,yellow,25.5,green,97.0,yellow,26.5,green,99.0,yellow,26.5,green,99.0,yellow,27.0,green,99.0,yellow,27.0,green,99.0,yellow,28.0,green,98.0
194,2021-08-21,green,25.0,green,99.0,green,24.5,green,99.0,green,24.5,green,97.0,green,25.0,green,98.0,green,24.0,green,97.0,green,25.0,green,97.0,green,25.0,green,99.0,green,25.5,green,98.0,green,25.5,green,98.0,green,26.5,green,99.0
195,2021-08-22,yellow,27.0,green,98.0,yellow,26.5,green,99.0,yellow,26.5,green,97.0,yellow,27.0,green,97.0,yellow,26.0,green,93.0,yellow,27.0,green,99.0,yellow,26.5,green,99.0,yellow,27.5,green,99.0,yellow,27.5,green,98.0,yellow,28.0,green,98.0
196,2021-08-23,yellow,27.0,green,98.0,yellow,27.0,green,99.0,yellow,27.0,green,97.0,yellow,27.0,green,95.0,yellow,26.0,green,98.0,green,27.0,green,98.0,yellow,27.0,green,99.0,yellow,28.0,green,99.0,green,27.5,green,98.0,green,28.5,green,99.0
197,2021-08-24,yellow,28.5,green,97.0,red,28.0,green,99.0,yellow,28.0,green,97.0,yellow,28.0,green,96.0,yellow,27.0,green,97.0,yellow,28.0,green,99.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,yellow,28.5,green,99.0,yellow,29.0,green,99.0
198,2021-08-25,yellow,28.5,green,97.0,yellow,28.0,green,98.0,yellow,28.0,green,96.0,yellow,28.5,green,99.0,yellow,27.5,green,97.0,yellow,28.0,green,99.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,yellow,28.5,green,98.0,yellow,29.0,green,99.0
199,2021-08-26,green,27.0,green,98.0,green,27.0,green,98.0,green,27.0,green,98.0,green,27.0,green,98.0,green,26.5,green,94.0,green,27.0,green,98.0,green,26.5,green,99.0,green,27.5,green,99.0,green,27.5,green,99.0,green,28.0,green,97.0
200,2021-08-27,green,26.0,green,99.0,green,25.5,green,97.0,green,25.5,green,99.0,green,26.0,green,97.0,green,25.0,green,96.0,green,26.0,green,97.0,green,25.5,green,99.0,green,26.5,green,99.0,green,26.0,green,99.0,green,27.0,green,97.0
201,2021-08-28,yellow,27.0,green,99.0,yellow,26.5,green,99.0,yellow,26.5,green,97.0,yellow,27.0,green,99.0,yellow,26.0,green,96.0,yellow,27.0,green,99.0,yellow,26.5,green,99.0,yellow,27.5,green,99.0,yellow,27.0,green,97.0,yellow,28.0,green,99.0
