,Date (America/Chicago),"Maschhoff_HOTC_C_RM7 Temp shock - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 Temp (°C) - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM8 Temp shock - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 Temp (°C) - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_EC_RM7 Temp shock - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 Temp (°C) - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM8 Temp shock - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 Temp (°C) - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EE_RM7 Temp shock - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 Temp (°C) - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM8 Temp shock - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 Temp (°C) - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_WC_RM7 Temp shock - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 Temp (°C) - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM8 Temp shock - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 Temp (°C) - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WW_RM7 Temp shock - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 Temp (°C) - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM8 Temp shock - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 Temp (°C) - data
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - data
 (MO202201-TTDCTLQN)"
468,2022-05-22,red,22.5,yellow,29.0,yellow,19.5,yellow,55.0,red,22.0,yellow,57.0,green,19.5,yellow,55.0,red,21.5,yellow,60.0,blue,,blue,,red,20.5,green,98.0,yellow,21.0,green,79.0,green,18.5,green,95.0,green,22.5,green,99.0
469,2022-05-23,green,23.5,green,66.0,yellow,19.5,green,62.0,green,22.5,yellow,56.0,green,19.5,red,33.0,green,22.0,green,63.0,blue,,blue,,green,22.5,green,96.0,yellow,20.5,green,81.0,green,20.0,green,97.0,green,22.5,green,98.0
470,2022-05-24,green,23.5,yellow,53.0,green,21.0,green,64.0,green,22.5,yellow,46.0,green,21.0,red,28.0,green,22.0,yellow,55.0,blue,,blue,,green,22.0,green,99.0,green,22.5,green,75.0,green,20.5,green,97.0,green,24.0,green,97.0
471,2022-05-25,green,24.5,yellow,57.0,yellow,25.5,green,64.0,green,23.5,red,37.0,yellow,24.5,red,39.0,green,23.5,green,61.0,blue,,blue,,green,23.0,green,97.0,green,26.0,green,82.0,green,23.0,green,98.0,green,27.0,green,99.0
472,2022-05-26,green,23.0,green,61.0,green,23.5,green,73.0,green,21.0,yellow,56.0,green,22.0,red,34.0,green,21.5,yellow,58.0,blue,,blue,,green,22.0,green,83.0,green,24.5,green,80.0,green,22.5,green,84.0,green,25.0,green,97.0
473,2022-05-27,green,22.5,yellow,56.0,green,21.0,green,71.0,green,19.0,green,76.0,green,20.0,yellow,54.0,green,19.0,green,80.0,blue,,blue,,green,22.5,red,39.0,green,22.0,green,77.0,green,23.5,red,39.0,green,22.5,green,99.0
474,2022-05-28,green,23.0,yellow,60.0,green,22.5,green,66.0,green,20.5,green,80.0,green,22.0,yellow,49.0,green,21.0,green,75.0,blue,,blue,,green,22.5,yellow,56.0,green,23.5,green,81.0,green,23.5,green,68.0,green,24.0,green,99.0
475,2022-05-29,yellow,24.5,green,66.0,yellow,26.0,green,73.0,yellow,22.5,green,84.0,yellow,25.0,yellow,56.0,yellow,23.5,green,81.0,blue,,blue,,yellow,24.5,green,72.0,yellow,26.5,green,84.0,green,25.0,green,79.0,green,27.0,green,99.0
476,2022-05-30,yellow,26.0,green,67.0,yellow,27.0,green,71.0,yellow,24.5,green,84.0,yellow,26.0,yellow,57.0,yellow,25.5,green,89.0,blue,,blue,,yellow,25.5,green,82.0,green,27.5,green,83.0,yellow,26.0,green,97.0,green,28.0,green,98.0
477,2022-05-31,yellow,27.0,green,75.0,yellow,27.5,green,69.0,yellow,25.5,green,79.0,yellow,27.0,yellow,56.0,yellow,26.5,green,81.0,blue,,blue,,yellow,26.5,green,85.0,yellow,28.0,green,87.0,yellow,27.0,green,98.0,yellow,28.5,green,98.0
478,2022-06-01,green,25.5,green,68.0,yellow,25.5,yellow,54.0,yellow,24.0,green,80.0,yellow,24.5,yellow,44.0,yellow,25.0,green,76.0,blue,,blue,,green,25.0,green,84.0,green,26.0,green,83.0,green,26.0,green,98.0,green,27.0,green,99.0
479,2022-06-02,green,24.0,green,67.0,yellow,23.0,yellow,54.0,yellow,22.5,green,71.0,yellow,22.5,red,38.0,yellow,23.0,yellow,42.0,blue,,blue,,yellow,23.5,green,89.0,green,24.0,green,84.0,green,24.5,green,97.0,green,24.5,green,99.0
480,2022-06-03,yellow,25.0,green,68.0,yellow,23.0,yellow,59.0,red,23.0,green,63.0,red,22.5,red,40.0,yellow,24.0,red,39.0,blue,,blue,,yellow,23.5,green,87.0,yellow,24.0,green,82.0,yellow,24.5,green,92.0,yellow,24.5,green,97.0
481,2022-06-04,yellow,26.0,green,62.0,red,24.5,yellow,50.0,red,24.5,yellow,54.0,red,24.0,red,28.0,red,25.0,red,26.0,blue,,blue,,yellow,25.0,green,87.0,yellow,25.0,green,80.0,yellow,26.0,green,97.0,yellow,26.0,green,99.0
482,2022-06-05,yellow,26.0,green,64.0,yellow,25.5,yellow,53.0,yellow,24.5,yellow,47.0,yellow,25.0,red,30.0,yellow,26.0,red,27.0,blue,,blue,,yellow,26.0,green,86.0,yellow,26.0,green,77.0,yellow,26.5,green,97.0,yellow,26.5,green,98.0
483,2022-06-06,green,24.0,yellow,59.0,green,23.5,yellow,56.0,green,22.0,yellow,43.0,green,22.5,red,32.0,green,23.5,red,32.0,blue,,blue,,green,23.5,green,86.0,green,24.0,green,79.0,green,24.0,green,97.0,green,25.0,green,98.0
484,2022-06-07,yellow,25.5,yellow,56.0,yellow,25.0,yellow,53.0,yellow,24.0,red,32.0,yellow,24.5,red,28.0,yellow,25.0,red,23.0,blue,,blue,,yellow,25.5,green,83.0,yellow,25.5,green,75.0,yellow,26.0,green,99.0,yellow,26.5,green,97.0
485,2022-06-08,yellow,25.0,yellow,54.0,yellow,24.5,yellow,57.0,yellow,23.5,red,33.0,yellow,24.0,red,24.0,yellow,24.5,red,22.0,blue,,blue,,green,25.0,green,83.0,yellow,25.0,green,73.0,green,25.5,green,99.0,green,25.5,green,96.0
486,2022-06-09,yellow,25.0,green,65.0,yellow,24.5,green,64.0,yellow,23.5,red,34.0,yellow,23.5,red,30.0,yellow,24.5,red,22.0,blue,,blue,,yellow,25.0,green,84.0,yellow,24.5,green,73.0,yellow,26.0,green,97.0,yellow,25.5,green,99.0
487,2022-06-10,green,24.0,green,64.0,green,23.5,yellow,59.0,green,22.5,red,38.0,green,22.5,red,18.0,green,23.5,red,21.0,blue,,blue,,green,24.0,green,91.0,green,24.0,green,69.0,green,25.0,green,99.0,green,25.0,green,99.0
488,2022-06-11,yellow,26.5,yellow,56.0,green,26.0,yellow,59.0,yellow,25.0,red,38.0,yellow,25.0,red,25.0,yellow,26.0,red,16.0,blue,,blue,,yellow,26.0,green,89.0,green,26.5,green,73.0,green,26.5,green,96.0,green,27.0,green,99.0
489,2022-06-12,yellow,30.0,yellow,44.0,yellow,29.5,yellow,56.0,yellow,28.5,red,35.0,yellow,29.0,red,31.0,yellow,29.5,red,18.0,blue,,blue,,yellow,29.0,green,76.0,yellow,30.0,green,65.0,yellow,29.5,green,99.0,yellow,30.5,green,97.0
490,2022-06-13,green,32.0,yellow,44.0,green,31.5,yellow,58.0,green,31.0,red,37.0,green,31.0,red,38.0,green,32.0,red,12.0,blue,,blue,,green,31.5,green,73.0,green,31.5,green,74.0,green,31.5,green,97.0,green,32.0,green,97.0
491,2022-06-14,yellow,32.5,red,37.0,yellow,32.0,green,73.0,yellow,31.5,red,38.0,yellow,31.5,red,34.0,yellow,32.0,red,17.0,blue,,blue,,yellow,31.5,green,81.0,yellow,31.5,green,85.0,yellow,32.0,green,98.0,yellow,32.0,green,99.0
492,2022-06-15,yellow,31.0,yellow,58.0,yellow,31.0,green,78.0,yellow,30.0,red,34.0,yellow,30.0,yellow,51.0,yellow,31.0,red,22.0,blue,,blue,,yellow,30.5,green,85.0,yellow,31.0,green,86.0,yellow,30.5,green,99.0,yellow,31.0,green,97.0
493,2022-06-16,yellow,31.5,yellow,57.0,yellow,31.5,green,82.0,yellow,30.5,red,33.0,yellow,30.5,yellow,47.0,yellow,31.5,red,25.0,blue,,blue,,yellow,31.0,green,87.0,yellow,31.0,green,87.0,yellow,31.5,green,97.0,yellow,31.5,green,99.0
494,2022-06-17,yellow,28.5,yellow,58.0,yellow,28.0,green,78.0,yellow,27.0,red,30.0,yellow,27.5,red,38.0,yellow,28.0,red,30.0,blue,,blue,,yellow,28.0,green,92.0,yellow,28.0,green,87.0,yellow,28.5,green,99.0,yellow,28.5,green,99.0
495,2022-06-18,yellow,26.0,green,66.0,red,25.5,green,76.0,red,24.5,yellow,53.0,red,25.0,red,24.0,yellow,25.5,red,32.0,blue,,blue,,yellow,25.5,green,94.0,yellow,25.5,green,93.0,yellow,26.5,green,97.0,yellow,26.5,green,99.0
496,2022-06-19,red,25.5,green,68.0,red,24.5,green,82.0,red,24.0,yellow,56.0,red,24.0,red,36.0,red,25.0,red,33.0,blue,,blue,,red,25.0,green,91.0,red,25.5,green,88.0,yellow,26.0,green,99.0,yellow,26.0,green,99.0
497,2022-06-20,red,27.5,green,63.0,red,27.0,green,77.0,red,26.5,yellow,47.0,red,26.5,red,36.0,red,27.5,red,28.0,blue,,blue,,red,27.0,green,93.0,red,27.5,green,89.0,red,28.0,green,99.0,red,28.0,green,97.0
498,2022-06-21,red,30.0,green,63.0,red,29.5,green,78.0,red,28.5,red,26.0,red,29.0,red,37.0,red,30.0,red,25.0,blue,,blue,,red,29.5,green,88.0,red,29.5,green,89.0,yellow,29.5,green,98.0,yellow,30.0,green,97.0
499,2022-06-22,yellow,30.0,yellow,58.0,yellow,29.0,green,79.0,red,28.5,red,33.0,red,28.5,red,33.0,yellow,29.5,red,26.0,blue,,blue,,yellow,29.0,green,89.0,yellow,29.0,green,91.0,yellow,29.5,green,98.0,yellow,29.5,green,99.0
500,2022-06-23,yellow,27.5,yellow,53.0,red,27.0,green,81.0,red,26.0,yellow,46.0,red,26.5,red,37.0,yellow,27.0,red,32.0,blue,,blue,,yellow,27.5,green,92.0,red,27.0,green,91.0,yellow,28.0,green,99.0,yellow,27.5,green,98.0
501,2022-06-24,yellow,28.0,green,65.0,yellow,27.5,green,82.0,yellow,26.5,red,37.0,yellow,27.0,red,37.0,yellow,28.0,red,20.0,blue,,blue,,yellow,27.5,green,88.0,yellow,27.5,green,92.0,yellow,28.0,green,99.0,green,28.5,green,99.0
502,2022-06-25,yellow,30.0,yellow,60.0,yellow,29.5,green,80.0,yellow,29.0,red,39.0,green,29.0,red,30.0,yellow,30.0,red,28.0,blue,,blue,,green,29.5,green,89.0,yellow,29.5,green,88.0,yellow,30.0,green,99.0,green,30.0,green,98.0
503,2022-06-26,yellow,25.0,green,68.0,yellow,24.5,green,80.0,yellow,24.0,yellow,58.0,yellow,24.0,yellow,59.0,yellow,25.0,yellow,58.0,blue,,blue,,yellow,25.0,green,87.0,yellow,25.0,green,93.0,yellow,25.5,green,98.0,yellow,25.5,green,96.0
504,2022-06-27,yellow,24.0,green,73.0,yellow,23.0,green,79.0,yellow,22.5,yellow,49.0,yellow,22.5,red,36.0,yellow,23.0,red,31.0,blue,,blue,,yellow,24.0,green,89.0,yellow,23.5,green,96.0,yellow,24.5,green,99.0,yellow,24.5,green,98.0
505,2022-06-28,yellow,24.5,green,69.0,yellow,24.0,green,81.0,yellow,22.5,yellow,51.0,yellow,23.0,red,33.0,yellow,23.5,red,38.0,blue,,blue,,yellow,24.5,green,84.0,yellow,24.5,green,92.0,yellow,25.5,green,99.0,yellow,25.5,green,98.0
506,2022-06-29,red,26.0,green,68.0,red,25.5,green,75.0,red,24.5,yellow,44.0,red,24.5,red,33.0,red,25.5,red,32.0,blue,,blue,,red,25.5,green,91.0,yellow,26.0,green,94.0,yellow,26.5,green,99.0,yellow,27.0,green,98.0
507,2022-06-30,yellow,28.0,green,62.0,yellow,27.5,green,80.0,yellow,26.5,yellow,51.0,yellow,27.0,red,40.0,yellow,27.5,red,32.0,blue,,blue,,yellow,27.5,green,85.0,yellow,28.0,green,95.0,yellow,28.0,green,97.0,yellow,28.5,green,99.0
508,2022-07-01,yellow,30.5,yellow,56.0,yellow,30.0,green,79.0,yellow,29.0,yellow,49.0,yellow,29.5,red,34.0,yellow,30.0,red,31.0,blue,,blue,,yellow,29.5,green,84.0,yellow,30.0,green,93.0,yellow,30.0,green,99.0,yellow,30.5,green,99.0
509,2022-07-02,green,26.0,green,62.0,green,25.5,green,81.0,green,24.5,red,40.0,green,25.0,red,32.0,green,25.5,red,27.0,blue,,blue,,green,25.5,green,85.0,green,25.5,green,95.0,green,26.0,green,99.0,green,26.5,green,97.0
510,2022-07-03,yellow,27.0,green,72.0,yellow,26.5,green,86.0,yellow,25.5,yellow,51.0,yellow,26.0,red,37.0,yellow,26.5,red,35.0,blue,,blue,,yellow,26.5,green,92.0,yellow,26.5,green,97.0,yellow,27.0,green,99.0,yellow,27.5,green,97.0
511,2022-07-04,yellow,29.5,green,74.0,yellow,29.0,green,91.0,yellow,28.5,yellow,56.0,yellow,28.5,yellow,59.0,yellow,29.5,red,36.0,blue,,blue,,yellow,29.0,green,89.0,yellow,29.0,green,96.0,yellow,29.5,green,96.0,yellow,30.0,green,99.0
512,2022-07-05,green,32.0,green,72.0,green,31.5,green,88.0,yellow,31.0,yellow,50.0,green,31.0,yellow,59.0,yellow,32.0,red,38.0,blue,,blue,,green,31.5,green,86.0,green,31.5,green,97.0,green,31.5,green,99.0,green,32.0,green,97.0
513,2022-07-06,green,30.5,green,74.0,green,30.0,green,93.0,green,29.5,yellow,59.0,green,29.5,green,65.0,green,30.5,red,40.0,blue,,blue,,green,30.5,green,92.0,green,30.0,green,98.0,green,30.5,green,98.0,green,30.5,green,96.0
514,2022-07-07,green,27.0,green,80.0,green,27.0,green,88.0,green,26.0,yellow,56.0,green,26.0,green,66.0,green,27.0,yellow,56.0,blue,,blue,,green,27.0,green,88.0,green,27.0,purple,,green,27.5,green,99.0,green,27.5,green,99.0
515,2022-07-08,red,28.5,green,77.0,red,28.0,green,93.0,red,27.0,yellow,56.0,red,27.5,green,71.0,red,28.0,yellow,54.0,blue,,blue,,red,28.0,green,93.0,red,28.0,blue,,yellow,28.5,green,99.0,yellow,29.0,green,97.0
516,2022-07-09,yellow,25.5,green,71.0,yellow,25.0,green,96.0,yellow,24.0,green,73.0,yellow,24.5,green,68.0,yellow,25.0,yellow,60.0,blue,,blue,,yellow,25.0,green,93.0,yellow,25.0,green,97.0,yellow,25.5,green,99.0,green,26.0,green,98.0
517,2022-07-10,red,25.5,green,86.0,yellow,25.0,green,93.0,yellow,24.0,green,82.0,yellow,24.5,green,75.0,yellow,25.0,green,66.0,blue,,blue,,red,25.5,green,95.0,yellow,25.5,green,97.0,yellow,26.0,green,96.0,yellow,26.0,green,97.0
518,2022-07-11,yellow,28.5,green,85.0,yellow,28.0,green,89.0,yellow,27.0,green,87.0,yellow,27.0,green,76.0,yellow,28.0,green,73.0,blue,,blue,,yellow,28.0,green,91.0,yellow,28.0,green,97.0,yellow,28.5,green,98.0,yellow,28.5,green,96.0
519,2022-07-12,red,27.5,green,84.0,red,27.0,green,92.0,red,26.5,green,82.0,red,26.5,green,81.0,red,27.0,green,68.0,blue,,blue,,red,27.5,green,94.0,red,27.0,green,98.0,yellow,28.0,green,97.0,yellow,28.0,green,96.0
520,2022-07-13,red,27.0,green,87.0,red,26.5,green,89.0,red,25.5,green,86.0,red,25.5,green,75.0,red,26.5,green,75.0,blue,,blue,,red,27.0,green,96.0,red,26.5,green,97.0,red,27.5,green,99.0,yellow,27.5,green,99.0
521,2022-07-14,yellow,28.0,green,83.0,yellow,27.5,green,92.0,yellow,27.0,green,78.0,yellow,27.0,green,78.0,yellow,28.0,green,74.0,blue,,blue,,yellow,28.0,green,93.0,yellow,27.5,green,96.0,yellow,28.5,green,96.0,yellow,28.5,green,99.0
522,2022-07-15,green,28.0,green,94.0,green,27.5,green,94.0,green,26.5,green,81.0,green,27.0,green,80.0,green,27.5,green,72.0,blue,,blue,,green,27.0,green,96.0,green,28.0,green,98.0,green,27.5,green,99.0,green,28.5,green,98.0
523,2022-07-16,yellow,31.0,green,89.0,yellow,30.5,green,94.0,yellow,30.0,green,83.0,yellow,30.0,green,83.0,yellow,30.5,green,78.0,blue,,blue,,yellow,30.5,green,96.0,yellow,31.0,green,96.0,yellow,30.5,green,97.0,yellow,31.0,green,98.0
524,2022-07-17,green,26.0,green,88.0,green,25.5,green,92.0,green,24.5,green,84.0,green,25.0,green,80.0,green,25.5,green,66.0,blue,,blue,,green,25.5,green,97.0,green,26.0,green,99.0,green,26.5,green,96.0,green,26.5,green,99.0
525,2022-07-18,yellow,26.5,green,89.0,yellow,25.5,green,94.0,yellow,25.0,green,82.0,yellow,25.0,green,84.0,yellow,26.0,green,78.0,blue,,blue,,yellow,26.0,green,95.0,yellow,26.0,green,99.0,yellow,26.5,green,96.0,yellow,26.5,green,98.0
