GlobalID,Temp_ReHS,ReHS,Color_ReHS,Site
BIBL_3_44718,78.44,95.2,Green,BIBL
BIBL_3_44719,79.88,94.8,Green,BIBL
BIBL_3_44720,78.08000000000001,94.4,Green,BIBL
BIBL_3_44721,78.62,95.4,Green,BIBL
BIBL_3_44722,77.18,94,Green,BIBL
BIBL_3_44723,79.52,96.2,Green,BIBL
BIBL_3_44724,82.75999999999999,95.2,Green,BIBL
BIBL_3_44725,86.9,96.6,Green,BIBL
BIBL_3_44726,87.62,97.2,Green,BIBL
BIBL_3_44727,87.44,96.6,Green,BIBL
BIBL_3_44728,87.44,97.4,Green,BIBL
BIBL_3_44729,82.94,96.4,Green,BIBL
BIBL_3_44730,79.16,96,Green,BIBL
BIBL_3_44731,78.62,96,Green,BIBL
BIBL_3_44732,81.14,95.8,Green,BIBL
BIBL_3_44733,84.56,95.2,Green,BIBL
BIBL_3_44734,84.02,96,Green,BIBL
BIBL_3_44735,82.22,96,Green,BIBL
BIBL_3_44736,82.4,96.4,Green,BIBL
BIBL_3_44737,83.84,96,Green,BIBL
BIBL_3_44738,79.52,96,Green,BIBL
BIBL_3_44739,77.9,95.4,Green,BIBL
BIBL_3_44740,78.08000000000001,96.6,Green,BIBL
BIBL_3_44741,79.88,97.4,Green,BIBL
BIBL_3_44742,81.86,96.4,Green,BIBL
BIBL_3_44743,85.1,97,Green,BIBL
BIBL_3_44744,80.42,97.8,Green,BIBL
BIBL_3_44745,81.86,96.8,Green,BIBL
BIBL_3_44746,84.38,96.8,Green,BIBL
BIBL_3_44747,87.62,97,Green,BIBL
BIBL_3_44748,84.2,97,Green,BIBL
BIBL_3_44749,80.06,97.8,Green,BIBL
BIBL_3_44750,81.5,97.4,Green,BIBL
BIBL_3_44751,79.34,96.4,Green,BIBL
BIBL_3_44752,79.7,97.8,Green,BIBL
BIBL_3_44753,82.22,97.2,Green,BIBL
BIBL_3_44754,81.68,96.8,Green,BIBL
BIBL_3_44755,81.5,97.6,Green,BIBL
BIBL_3_44756,81.14,98.4,Green,BIBL
BIBL_3_44757,80.6,97.8,Green,BIBL
BIBL_3_44758,84.2,97.8,Green,BIBL
BIBL_3_44759,78.44,97.4,Green,BIBL
BIBL_3_44760,80.42,97,Green,BIBL
BIBL_4_44235,NA,NA,NA,BIBL
BIBL_4_44236,NA,NA,NA,BIBL
BIBL_4_44237,NA,NA,NA,BIBL
BIBL_4_44238,69.80000000000001,NA,NA,BIBL
BIBL_4_44239,NA,NA,NA,BIBL
BIBL_4_44240,NA,NA,NA,BIBL
BIBL_4_44241,NA,NA,NA,BIBL
BIBL_4_44242,NA,NA,NA,BIBL
BIBL_4_44243,NA,NA,NA,BIBL
BIBL_4_44244,NA,NA,NA,BIBL
BIBL_4_44245,NA,NA,NA,BIBL
BIBL_4_44246,NA,NA,NA,BIBL
BIBL_4_44247,NA,NA,NA,BIBL
BIBL_4_44248,NA,NA,NA,BIBL
BIBL_4_44249,NA,NA,NA,BIBL
BIBL_4_44250,NA,NA,NA,BIBL
BIBL_4_44251,63.95,NA,NA,BIBL
BIBL_4_44252,NA,NA,NA,BIBL
BIBL_4_44253,NA,NA,NA,BIBL
BIBL_4_44254,NA,NA,NA,BIBL
BIBL_4_44255,NA,NA,NA,BIBL
BIBL_4_44256,NA,NA,NA,BIBL
BIBL_4_44257,61.7,NA,NA,BIBL
BIBL_4_44258,62.06,99,Green,BIBL
BIBL_4_44259,62.6,98.4,Green,BIBL
BIBL_4_44260,66.74000000000001,98.8,Green,BIBL
BIBL_4_44261,80.42,98,Green,BIBL
BIBL_4_44262,83.12,98.4,Green,BIBL
BIBL_4_44263,82.4,98.8,Green,BIBL
BIBL_4_44264,81.86,89.2,Green,BIBL
BIBL_4_44265,82.22,76.8,Green,BIBL
BIBL_4_44266,80.96000000000001,87.6,Green,BIBL
BIBL_4_44267,81.68,81,Green,BIBL
BIBL_4_44268,82.03999999999999,75.4,Green,BIBL
BIBL_4_44269,82.22,71.8,Green,BIBL
BIBL_4_44270,81.68,87.2,Green,BIBL
BIBL_4_44271,81.5,74.6,Green,BIBL
BIBL_4_44272,82.03999999999999,66.2,Green,BIBL
BIBL_4_44273,81.32,84,Green,BIBL
BIBL_4_44274,81.86,83.2,Green,BIBL
BIBL_4_44275,82.03999999999999,82.2,Green,BIBL
BIBL_4_44276,82.4,85,Green,BIBL
BIBL_4_44277,82.03999999999999,91.2,Green,BIBL
BIBL_4_44278,80.78,86.6,Green,BIBL
BIBL_4_44279,81.68,91.2,Green,BIBL
BIBL_4_44280,80.78,93,Green,BIBL
BIBL_4_44281,81.5,87.8,Green,BIBL
BIBL_4_44282,82.4,95,Green,BIBL
BIBL_4_44283,80.78,97,Green,BIBL
BIBL_4_44284,81.5,97.6,Green,BIBL
BIBL_4_44285,81.5,98.2,Green,BIBL
BIBL_4_44286,81.14,97.8,Green,BIBL
BIBL_4_44287,81.32,98.4,Green,BIBL
BIBL_4_44288,80.42,97,Green,BIBL
BIBL_4_44289,79.88,98.2,Green,BIBL
BIBL_4_44290,79.88,98.4,Green,BIBL
BIBL_4_44291,79.88,97.2,Green,BIBL
BIBL_4_44292,80.06,97.8,Green,BIBL
BIBL_4_44293,80.42,98,Green,BIBL
BIBL_4_44294,76.64,96.2,Green,BIBL
BIBL_4_44295,78.80000000000001,98.8,Green,BIBL
BIBL_4_44296,75.74000000000001,98.4,Green,BIBL
BIBL_4_44297,74.48,98.4,Green,BIBL
BIBL_4_44298,75.74000000000001,98.6,Green,BIBL
BIBL_4_44299,74.84,99,Green,BIBL
BIBL_4_44300,103.82,98.4,Green,BIBL
BIBL_4_44301,NA,98.8,Green,BIBL
BIBL_4_44302,73.4,98.4,Green,BIBL
BIBL_4_44303,72.32,97.6,Green,BIBL
BIBL_4_44304,73.4,98.2,Green,BIBL
BIBL_4_44305,73.4,97,Green,BIBL
BIBL_4_44306,73.22,96.6,Green,BIBL
BIBL_4_44307,72.68,96.4,Green,BIBL
BIBL_4_44308,72.68,97.6,Green,BIBL
BIBL_4_44309,71.96000000000001,96.4,Green,BIBL
BIBL_4_44310,71.78,97,Green,BIBL
BIBL_4_44311,72.86,97.2,Green,BIBL
BIBL_4_44312,75.02,97.2,Green,BIBL
BIBL_4_44313,77.72,98.4,Green,BIBL
BIBL_4_44314,76.82,97.8,Green,BIBL
BIBL_4_44315,74.66,97.8,Green,BIBL
BIBL_4_44316,73.94,97.6,Green,BIBL
BIBL_4_44317,74.30000000000001,97.8,Green,BIBL
BIBL_4_44318,74.30000000000001,98.6,Green,BIBL
BIBL_4_44319,75.74000000000001,98.8,Green,BIBL
BIBL_4_44320,72.68,99,Green,BIBL
BIBL_4_44321,71.78,98.2,Green,BIBL
BIBL_4_44322,70.52,98,Green,BIBL
BIBL_4_44323,70.7,97,Green,BIBL
BIBL_4_44324,NA,97,Green,BIBL
BIBL_4_44325,NA,98.8,Green,BIBL
BIBL_4_44326,71.24000000000001,97.2,Green,BIBL
BIBL_4_44327,71.24000000000001,98,Green,BIBL
BIBL_4_44328,71.24000000000001,98.2,Green,BIBL
BIBL_4_44329,72.32,98,Green,BIBL
BIBL_4_44330,72.68,97.6,Green,BIBL
BIBL_4_44331,71.96000000000001,97,Green,BIBL
BIBL_4_44332,75.02,97.8,Green,BIBL
BIBL_4_44333,76.46000000000001,97.4,Green,BIBL
BIBL_4_44334,75.92,98.6,Green,BIBL
BIBL_4_44335,77,98,Green,BIBL
BIBL_4_44336,79.52,98.4,Green,BIBL
BIBL_4_44337,79.52,98.2,Green,BIBL
BIBL_4_44338,79.7,96.2,Green,BIBL
BIBL_4_44339,80.96000000000001,96.8,Green,BIBL
BIBL_4_44340,81.32,97,Green,BIBL
BIBL_4_44341,82.4,97.2,Green,BIBL
BIBL_4_44342,79.88,98.2,Green,BIBL
BIBL_4_44343,78.25999999999999,98.6,Green,BIBL
BIBL_4_44344,75.02,97.2,Green,BIBL
BIBL_4_44345,73.03999999999999,98.4,Green,BIBL
BIBL_4_44346,73.94,98.2,Green,BIBL
BIBL_4_44347,75.38,98,Green,BIBL
BIBL_4_44348,75.38,98.2,Green,BIBL
BIBL_4_44349,75.92,98.4,Green,BIBL
BIBL_4_44350,77.9,96.8,Green,BIBL
BIBL_4_44351,80.24000000000001,97,Green,BIBL
BIBL_4_44352,81.5,97.8,Green,BIBL
BIBL_4_44353,80.06,97.8,Green,BIBL
BIBL_4_44354,79.88,96.8,Green,BIBL
BIBL_4_44355,78.62,98,Green,BIBL
BIBL_4_44356,79.7,97,Green,BIBL
BIBL_4_44357,82.03999999999999,97.8,Green,BIBL
BIBL_4_44358,84.92,97.6,Green,BIBL
BIBL_4_44359,86.36,97.6,Green,BIBL
BIBL_4_44360,83.12,97.2,Green,BIBL
BIBL_4_44361,83.12,98,Green,BIBL
BIBL_4_44362,80.24000000000001,97.4,Green,BIBL
BIBL_4_44363,80.24000000000001,96.8,Green,BIBL
BIBL_4_44364,81.68,97,Green,BIBL
BIBL_4_44365,87.08000000000001,98.4,Green,BIBL
BIBL_4_44366,81.5,97.6,Green,BIBL
BIBL_4_44367,84.38,97,Green,BIBL
BIBL_4_44368,77.36,97,Green,BIBL
BIBL_4_44369,75.56,96,Green,BIBL
BIBL_4_44370,77.36,96.4,Green,BIBL
BIBL_4_44371,79.34,97.6,Green,BIBL
BIBL_4_44372,80.24000000000001,97.6,Green,BIBL
BIBL_4_44373,82.94,96.6,Green,BIBL
BIBL_4_44374,82.94,98,Green,BIBL
BIBL_4_44375,82.03999999999999,97.6,Green,BIBL
BIBL_4_44376,84.38,98.2,Green,BIBL
BIBL_4_44377,80.78,98.2,Green,BIBL
BIBL_4_44378,78.25999999999999,98,Green,BIBL
BIBL_4_44379,75.92,97.6,Green,BIBL
BIBL_4_44380,77,98.2,Green,BIBL
BIBL_4_44381,79.88,98.2,Green,BIBL
BIBL_4_44382,81.32,98.2,Green,BIBL
BIBL_4_44383,82.94,98,Green,BIBL
BIBL_4_44384,82.58000000000001,97.8,Green,BIBL
BIBL_4_44385,81.14,97.4,Green,BIBL
BIBL_4_44386,77.72,98,Green,BIBL
BIBL_4_44387,75.92,97.8,Green,BIBL
BIBL_4_44388,77,97.6,Green,BIBL
BIBL_4_44389,78.25999999999999,98.2,Green,BIBL
BIBL_4_44390,78.25999999999999,98.4,Green,BIBL
BIBL_4_44391,80.42,98.8,Green,BIBL
BIBL_4_44392,82.03999999999999,98,Green,BIBL
BIBL_4_44393,76.64,98.2,Green,BIBL
BIBL_4_44394,78.25999999999999,98.4,Green,BIBL
BIBL_4_44395,78.44,98,Green,BIBL
BIBL_4_44396,78.44,98.2,Green,BIBL
BIBL_4_44397,79.34,97.4,Green,BIBL
BIBL_4_44398,80.78,98.4,Green,BIBL
BIBL_4_44399,82.03999999999999,98.2,Green,BIBL
BIBL_4_44400,82.03999999999999,98,Green,BIBL
BIBL_4_44401,83.66,97.6,Green,BIBL
BIBL_4_44402,81.68,98.4,Green,BIBL
BIBL_4_44403,82.22,97.2,Green,BIBL
BIBL_4_44404,82.22,97.4,Green,BIBL
BIBL_4_44405,82.58000000000001,98.4,Green,BIBL
BIBL_4_44406,83.48,98,Green,BIBL
BIBL_4_44407,78.44,97.2,Green,BIBL
BIBL_4_44408,75.2,97.8,Green,BIBL
BIBL_4_44409,77.36,97.2,Green,BIBL
BIBL_4_44410,76.28,97.8,Green,BIBL
BIBL_4_44411,76.82,97.6,Green,BIBL
BIBL_4_44412,77,97,Green,BIBL
BIBL_4_44413,77.53999999999999,97.4,Green,BIBL
BIBL_4_44414,78.80000000000001,98,Green,BIBL
BIBL_4_44415,80.24000000000001,96.2,Green,BIBL
BIBL_4_44416,80.42,98.2,Green,BIBL
BIBL_4_44417,79.78999999999999,97.4,Green,BIBL
BIBL_4_44418,82.58000000000001,97.4,Green,BIBL
BIBL_4_44419,84.38,96,Green,BIBL
BIBL_4_44420,82.58000000000001,94.6,Green,BIBL
BIBL_4_44421,80.42,98,Green,BIBL
BIBL_4_44422,77.53999999999999,97.2,Green,BIBL
BIBL_4_44423,76.82,97.4,Green,BIBL
BIBL_4_44424,77.9,96.2,Green,BIBL
BIBL_4_44425,79.52,96.4,Green,BIBL
BIBL_4_44426,79.52,97.8,Green,BIBL
BIBL_4_44427,79.34,98,Green,BIBL
BIBL_4_44428,80.24000000000001,98,Green,BIBL
BIBL_4_44429,77.53999999999999,98.2,Green,BIBL
BIBL_4_44430,80.96000000000001,98.4,Green,BIBL
BIBL_4_44431,81.5,98,Green,BIBL
BIBL_4_44432,82.94,98.4,Green,BIBL
BIBL_4_44433,83.12,98.8,Green,BIBL
BIBL_4_44434,81.14,98,Green,BIBL
BIBL_4_44435,79.16,97.4,Green,BIBL
BIBL_4_44436,80.96000000000001,99,Green,BIBL
BIBL_4_44437,81.68,98,Green,BIBL
BIBL_4_44438,75.56,97.8,Green,BIBL
BIBL_4_44439,76.46000000000001,98.2,Green,BIBL
BIBL_4_44440,74.12,97.6,Green,BIBL
BIBL_4_44441,69.80000000000001,98.8,Green,BIBL
BIBL_4_44442,70.7,98.8,Green,BIBL
BIBL_4_44443,72.86,98.6,Green,BIBL
BIBL_4_44444,74.66,98.4,Green,BIBL
BIBL_4_44445,73.94,98.6,Green,BIBL
BIBL_4_44446,76.46000000000001,98.8,Green,BIBL
BIBL_4_44447,75.02,98.8,Green,BIBL
BIBL_4_44448,72.68,98.4,Green,BIBL
BIBL_4_44449,70.88,98.2,Green,BIBL
BIBL_4_44450,73.58000000000001,98.6,Green,BIBL
BIBL_4_44451,75.56,98,Green,BIBL
BIBL_4_44452,76.64,98.8,Green,BIBL
BIBL_4_44453,76.1,98.8,Green,BIBL
BIBL_4_44454,68.18,98.2,Green,BIBL
BIBL_4_44455,71.24000000000001,98.8,Green,BIBL
BIBL_4_44456,75.92,98.4,Green,BIBL
BIBL_4_44457,77.53999999999999,98.8,Green,BIBL
BIBL_4_44458,75.92,97.8,Green,BIBL
BIBL_4_44459,81.86,98.2,Green,BIBL
BIBL_4_44460,80.24000000000001,96.2,Green,BIBL
BIBL_4_44461,81.5,97.6,Green,BIBL
BIBL_4_44462,80.6,97.6,Green,BIBL
BIBL_4_44463,81.14,94.8,Green,BIBL
BIBL_4_44464,80.96000000000001,98,Green,BIBL
BIBL_4_44465,81.32,98.4,Green,BIBL
BIBL_4_44466,82.94,98.6,Green,BIBL
BIBL_4_44467,82.94,97.2,Green,BIBL
BIBL_4_44468,82.94,98.6,Green,BIBL
BIBL_4_44469,82.4,98.4,Green,BIBL
BIBL_4_44470,81.14,97.4,Green,BIBL
BIBL_4_44471,80.24000000000001,96,Green,BIBL
BIBL_4_44472,80.24000000000001,95.6,Green,BIBL
BIBL_4_44473,81.32,98,Green,BIBL
BIBL_4_44474,80.96000000000001,94.5,Green,BIBL
BIBL_4_44475,80.24000000000001,97.6,Green,BIBL
BIBL_4_44476,81.86,98.4,Green,BIBL
BIBL_4_44477,82.03999999999999,97.8,Green,BIBL
BIBL_4_44478,83.84,98.4,Green,BIBL
BIBL_4_44479,84.56,98.2,Green,BIBL
BIBL_4_44480,82.75999999999999,98.6,Green,BIBL
BIBL_4_44481,81.68,97.2,Green,BIBL
BIBL_4_44482,82.4,97.8,Green,BIBL
BIBL_4_44483,82.94,97.8,Green,BIBL
BIBL_4_44484,82.03999999999999,97.6,Green,BIBL
BIBL_4_44485,80.24000000000001,98.6,Green,BIBL
BIBL_4_44486,80.42,97.8,Green,BIBL
BIBL_4_44487,79.88,98.4,Green,BIBL
BIBL_4_44488,79.52,98.2,Green,BIBL
BIBL_4_44489,79.52,97.4,Green,BIBL
BIBL_4_44490,79.16,97.4,Green,BIBL
BIBL_4_44491,77,96.6,Green,BIBL
BIBL_4_44492,77.53999999999999,97,Green,BIBL
BIBL_4_44493,79.7,98.6,Green,BIBL
BIBL_4_44494,77.18,97.4,Green,BIBL
BIBL_4_44495,76.46000000000001,97.6,Green,BIBL
BIBL_4_44496,76.64,97,Green,BIBL
BIBL_4_44497,77,98,Green,BIBL
BIBL_4_44498,75.92,97.4,Green,BIBL
BIBL_4_44499,75.74000000000001,96.4,Green,BIBL
BIBL_4_44500,74.66,98.2,Green,BIBL
BIBL_4_44501,73.4,96.6,Green,BIBL
BIBL_4_44502,73.58000000000001,98.4,Green,BIBL
BIBL_4_44503,73.58000000000001,97.4,Green,BIBL
BIBL_4_44504,72.68,95.6,Green,BIBL
BIBL_4_44505,72.68,96,Green,BIBL
BIBL_4_44506,73.22,96.4,Green,BIBL
BIBL_4_44507,73.03999999999999,95,Green,BIBL
BIBL_4_44508,73.75999999999999,91.2,Green,BIBL
BIBL_4_44509,72.86,96,Green,BIBL
BIBL_4_44510,72.86,98,Green,BIBL
BIBL_4_44511,72.32,95.2,Green,BIBL
BIBL_4_44512,71.42,95.6,Green,BIBL
BIBL_4_44513,71.06,98.2,Green,BIBL
BIBL_4_44514,70.7,97,Green,BIBL
BIBL_4_44515,70.16,97,Green,BIBL
BIBL_4_44516,71.96000000000001,96.6,Green,BIBL
BIBL_4_44517,72.32,94.8,Green,BIBL
BIBL_4_44518,69.44,95,Green,BIBL
BIBL_4_44519,69.08000000000001,91.2,Green,BIBL
BIBL_4_44520,68.72,91,Green,BIBL
BIBL_4_44521,69.25999999999999,84.6,Green,BIBL
BIBL_4_44522,68,69.2,Green,BIBL
BIBL_4_44523,68.36,58.8,Yellow,BIBL
BIBL_4_44524,69.80000000000001,52.4,Yellow,BIBL
BIBL_4_44525,70.16,40.8,Yellow,BIBL
BIBL_4_44526,69.44,52,Yellow,BIBL
BIBL_4_44527,69.62,52.8,Yellow,BIBL
BIBL_4_44528,69.62,62.8,Green,BIBL
BIBL_4_44529,68.72,78.2,Green,BIBL
BIBL_4_44530,70.16,81,Green,BIBL
BIBL_4_44531,70.52,91,Green,BIBL
BIBL_4_44532,71.96000000000001,92.6,Green,BIBL
BIBL_4_44533,71.6,86.6,Green,BIBL
BIBL_4_44534,69.98,62.4,Green,BIBL
BIBL_4_44535,71.06,59.8,Green,BIBL
BIBL_4_44536,69.25999999999999,40,Yellow,BIBL
BIBL_4_44537,68.72,37.6,Red,BIBL
BIBL_4_44538,69.25999999999999,34.8,Red,BIBL
BIBL_4_44539,71.06,39,Red,BIBL
BIBL_4_44540,73.58000000000001,59.8,Green,BIBL
BIBL_4_44541,70.88,82.6,Green,BIBL
BIBL_4_44542,69.62,88.4,Green,BIBL
BIBL_4_44543,70.52,93.6,Green,BIBL
BIBL_4_44544,71.24000000000001,95,Green,BIBL
BIBL_4_44545,74.12,97.4,Green,BIBL
BIBL_4_44546,72.14,97,Green,BIBL
BIBL_4_44547,70.16,96.2,Green,BIBL
BIBL_4_44548,70.34,95.6,Green,BIBL
BIBL_4_44549,69.44,95.8,Green,BIBL
BIBL_4_44550,69.44,95.8,Green,BIBL
BIBL_4_44551,69.98,97.2,Green,BIBL
BIBL_4_44552,69.25999999999999,97,Green,BIBL
BIBL_4_44553,70.7,95.8,Green,BIBL
BIBL_4_44554,73.94,95.8,Green,BIBL
BIBL_4_44555,75.2,96.2,Green,BIBL
BIBL_4_44556,74.30000000000001,96.8,Green,BIBL
BIBL_4_44557,74.84,98,Green,BIBL
BIBL_4_44558,71.78,96.6,Green,BIBL
BIBL_4_44559,71.96000000000001,96,Green,BIBL
BIBL_4_44560,72.5,97,Green,BIBL
BIBL_4_44561,74.30000000000001,97.4,Green,BIBL
BIBL_4_44562,73.03999999999999,97,Green,BIBL
BIBL_4_44563,68.9,94.6,Green,BIBL
BIBL_4_44564,68.72,96.2,Green,BIBL
BIBL_4_44565,69.08000000000001,97.4,Green,BIBL
BIBL_4_44566,69.25999999999999,96.8,Green,BIBL
BIBL_4_44567,68.36,95.8,Green,BIBL
BIBL_4_44568,68.72,96.4,Green,BIBL
BIBL_4_44569,69.62,97.8,Green,BIBL
BIBL_4_44570,70.16,97.6,Green,BIBL
BIBL_4_44571,69.25999999999999,97.6,Green,BIBL
BIBL_4_44572,69.44,96.8,Green,BIBL
BIBL_4_44573,71.06,97.6,Green,BIBL
BIBL_4_44574,71.06,96.8,Green,BIBL
BIBL_4_44575,70.88,96.8,Green,BIBL
BIBL_4_44576,70.34,96.6,Green,BIBL
BIBL_4_44577,69.44,98.8,Green,BIBL
BIBL_4_44578,69.80000000000001,98.2,Green,BIBL
BIBL_4_44579,71.6,98.2,Green,BIBL
BIBL_4_44580,70.34,97.2,Green,BIBL
BIBL_4_44581,68.18,97.8,Green,BIBL
BIBL_4_44582,67.82,98.4,Green,BIBL
BIBL_4_44583,69.08000000000001,98.2,Green,BIBL
BIBL_4_44584,69.44,98.2,Green,BIBL
BIBL_4_44585,69.98,98,Green,BIBL
BIBL_4_44586,68.72,97.4,Green,BIBL
BIBL_4_44587,67.64,98.4,Green,BIBL
BIBL_4_44588,69.44,98,Green,BIBL
BIBL_4_44589,68.72,97.5,Green,BIBL
BIBL_4_44590,68.36,97,Green,BIBL
BIBL_4_44591,69.08000000000001,97.2,Green,BIBL
BIBL_4_44592,68.9,97.75,Green,BIBL
BIBL_4_44593,71.06,98.4,Green,BIBL
BIBL_4_44594,69.44,97,Green,BIBL
BIBL_4_44595,68.18,97.6,Green,BIBL
BIBL_4_44596,68,95.2,Green,BIBL
BIBL_4_44597,67.64,98.4,Green,BIBL
BIBL_4_44598,68.53999999999999,97.6,Green,BIBL
BIBL_4_44599,68.53999999999999,97.4,Green,BIBL
BIBL_4_44600,69.25999999999999,97.2,Green,BIBL
BIBL_4_44601,69.98,97.2,Green,BIBL
BIBL_4_44602,69.25999999999999,98.6,Green,BIBL
BIBL_4_44603,69.62,97.8,Green,BIBL
BIBL_4_44604,67.28,96.6,Green,BIBL
BIBL_4_44605,66.92,98.2,Green,BIBL
BIBL_4_44606,67.82,97.8,Green,BIBL
BIBL_4_44607,69.25999999999999,97.4,Green,BIBL
BIBL_4_44608,71.78,97.4,Green,BIBL
BIBL_4_44609,68.53999999999999,96.8,Green,BIBL
BIBL_4_44610,66.92,98,Green,BIBL
BIBL_4_44611,66.2,93.8,Green,BIBL
BIBL_4_44612,68,95.4,Green,BIBL
BIBL_4_44613,70.7,98,Green,BIBL
BIBL_4_44614,70.88,97.8,Green,BIBL
BIBL_4_44615,66.38,97,Green,BIBL
BIBL_4_44616,66.38,96.6,Green,BIBL
BIBL_4_44617,65.30000000000001,97,Green,BIBL
BIBL_4_44618,65.48,94,Green,BIBL
BIBL_4_44619,66.02,95.8,Green,BIBL
BIBL_4_44620,67.46000000000001,95.2,Green,BIBL
BIBL_4_44621,68,93.8,Green,BIBL
BIBL_4_44622,69.08000000000001,94.4,Green,BIBL
BIBL_4_44623,64.58000000000001,95.8,Green,BIBL
BIBL_4_44624,63.86,93.6,Green,BIBL
BIBL_4_44625,68.72,96.6,Green,BIBL
BIBL_4_44626,67.28,96.2,Green,BIBL
BIBL_4_44627,62.96,94.8,Green,BIBL
BIBL_4_44628,62.06,94.8,Green,BIBL
BIBL_4_44629,61.88,94.4,Green,BIBL
BIBL_4_44630,60.620000000000005,94,Green,BIBL
BIBL_4_44631,60.44,97.2,Green,BIBL
BIBL_4_44632,61.16,97.6,Green,BIBL
BIBL_4_44633,59.900000000000006,97.4,Green,BIBL
BIBL_4_44634,60.44,98,Green,BIBL
BIBL_4_44635,62.24,97,Green,BIBL
BIBL_4_44636,63.14,98,Green,BIBL
BIBL_4_44637,62.42,98,Green,BIBL
BIBL_4_44638,58.82,97.4,Green,BIBL
BIBL_4_44639,58.64,97.6,Green,BIBL
BIBL_4_44640,60.08,97.2,Green,BIBL
BIBL_4_44641,59.900000000000006,97.6,Green,BIBL
BIBL_4_44642,55.22,97.8,Green,BIBL
BIBL_4_44643,54.32,97.4,Green,BIBL
BIBL_4_44644,55.040000000000006,97,Green,BIBL
BIBL_4_44645,64.03999999999999,96.8,Green,BIBL
BIBL_4_44646,66.74000000000001,97.6,Green,BIBL
BIBL_4_44647,78.08000000000001,96.8,Green,BIBL
BIBL_4_44648,84.38,97.8,Green,BIBL
BIBL_4_44649,82.58000000000001,95.2,Green,BIBL
BIBL_4_44650,83.30000000000001,97.6,Green,BIBL
BIBL_4_44651,81.32,98.2,Green,BIBL
BIBL_4_44652,83.12,96,Green,BIBL
BIBL_4_44653,81.5,93.6,Green,BIBL
BIBL_4_44654,82.22,95.8,Green,BIBL
BIBL_4_44655,82.4,97.6,Green,BIBL
BIBL_4_44656,82.22,98.2,Green,BIBL
BIBL_4_44657,82.58000000000001,96.4,Green,BIBL
BIBL_4_44658,83.48,95.6,Green,BIBL
BIBL_4_44659,81.68,95.8,Green,BIBL
BIBL_4_44660,69.44,97.6,Green,BIBL
BIBL_4_44661,72.14,97.6,Green,BIBL
BIBL_4_44662,75.2,98.2,Green,BIBL
BIBL_4_44663,78.25999999999999,95.4,Green,BIBL
BIBL_4_44664,81.86,90,Green,BIBL
BIBL_4_44665,83.30000000000001,97.2,Green,BIBL
BIBL_4_44666,83.12,93.4,Green,BIBL
BIBL_4_44667,83.48,91.6,Green,BIBL
BIBL_4_44668,83.12,95.2,Green,BIBL
BIBL_4_44669,83.84,97,Green,BIBL
BIBL_4_44670,82.4,97.6,Green,BIBL
BIBL_4_44671,83.48,97.2,Green,BIBL
BIBL_4_44672,82.94,97.6,Green,BIBL
BIBL_4_44673,84.2,97.4,Green,BIBL
BIBL_4_44674,83.30000000000001,97.8,Green,BIBL
BIBL_4_44675,81.5,98.4,Green,BIBL
BIBL_4_44676,81.5,98.4,Green,BIBL
BIBL_4_44677,82.58000000000001,97.4,Green,BIBL
BIBL_4_44678,82.75999999999999,97.6,Green,BIBL
BIBL_4_44679,81.14,97.6,Green,BIBL
BIBL_4_44680,79.7,98,Green,BIBL
BIBL_4_44681,79.52,97.6,Green,BIBL
BIBL_4_44682,78.08000000000001,97.6,Green,BIBL
BIBL_4_44683,75.56,97.8,Green,BIBL
BIBL_4_44684,74.12,97.6,Green,BIBL
BIBL_4_44685,72.68,98,Green,BIBL
BIBL_4_44686,72.5,98,Green,BIBL
BIBL_4_44687,73.4,98.2,Green,BIBL
BIBL_4_44688,73.94,97.8,Green,BIBL
BIBL_4_44689,74.84,98,Green,BIBL
BIBL_4_44690,78.80000000000001,97.4,Green,BIBL
BIBL_4_44691,81.5,98.6,Green,BIBL
BIBL_4_44692,84.02,97.6,Green,BIBL
BIBL_4_44693,82.75999999999999,98,Green,BIBL
BIBL_4_44694,80.78,97.6,Green,BIBL
BIBL_4_44695,81.14,97.6,Green,BIBL
BIBL_4_44696,78.62,96.4,Green,BIBL
BIBL_4_44697,76.82,93.6,Green,BIBL
BIBL_4_44698,78.62,94,Green,BIBL
BIBL_4_44699,76.28,94.2,Green,BIBL
BIBL_4_44700,77.18,94.2,Green,BIBL
BIBL_4_44701,80.6,97.4,Green,BIBL
BIBL_4_44702,77.72,97.8,Green,BIBL
BIBL_4_44703,73.4,97,Green,BIBL
BIBL_4_44704,73.58000000000001,97,Green,BIBL
BIBL_4_44705,75.02,96.2,Green,BIBL
BIBL_4_44706,78.44,98.6,Green,BIBL
BIBL_4_44707,76.64,98.6,Green,BIBL
BIBL_4_44708,75.02,97.8,Green,BIBL
BIBL_4_44709,75.92,97.4,Green,BIBL
BIBL_4_44710,78.62,98.4,Green,BIBL
BIBL_4_44711,81.32,97.8,Green,BIBL
BIBL_4_44712,82.58000000000001,97.4,Green,BIBL
BIBL_4_44713,80.42,98.4,Green,BIBL
BIBL_4_44714,77.72,97.2,Green,BIBL
BIBL_4_44715,77.9,98,Green,BIBL
BIBL_4_44716,78.80000000000001,97,Green,BIBL
BIBL_4_44717,79.34,97.2,Green,BIBL
BIBL_4_44718,78.25999999999999,97.2,Green,BIBL
BIBL_4_44719,80.06,98.2,Green,BIBL
