GlobalID,Temp_ReHS,ReHS,Color_ReHS,Site
4NL2_1_44302,81.5,93,Green,4NL2
4NL2_1_44303,80.3,92.66666666666667,Green,4NL2
4NL2_1_44304,80.3,92.33333333333333,Green,4NL2
4NL2_1_44305,80,94,Green,4NL2
4NL2_1_44306,80,94.66666666666667,Green,4NL2
4NL2_1_44307,79.1,93,Green,4NL2
4NL2_1_44308,79.4,94,Green,4NL2
4NL2_1_44309,77.9,88.66666666666667,Green,4NL2
4NL2_1_44310,77.9,88,Green,4NL2
4NL2_1_44311,77.9,91.66666666666667,Green,4NL2
4NL2_1_44312,93.5,92.33333333333333,Green,4NL2
4NL2_1_44313,81.19999999999999,98,Green,4NL2
4NL2_1_44314,78.80000000000001,98.66666666666667,Green,4NL2
4NL2_1_44315,77.6,95.66666666666667,Green,4NL2
4NL2_1_44316,77.30000000000001,90.66666666666667,Green,4NL2
4NL2_1_44317,78.5,93,Green,4NL2
4NL2_1_44318,79.4,97.66666666666667,Green,4NL2
4NL2_1_44319,77.30000000000001,98,Green,4NL2
4NL2_1_44320,77,92.33333333333333,Green,4NL2
4NL2_1_44321,76.1,92.66666666666667,Green,4NL2
4NL2_1_44322,75.8,90.33333333333333,Green,4NL2
4NL2_1_44323,74.30000000000001,91,Green,4NL2
4NL2_1_44324,NA,89.66666666666667,Green,4NL2
4NL2_1_44325,NA,91,Green,4NL2
4NL2_1_44326,74.6,90.33333333333333,Green,4NL2
4NL2_1_44327,74.30000000000001,91,Green,4NL2
4NL2_1_44328,74.6,90.33333333333333,Green,4NL2
4NL2_1_44329,75.5,89.66666666666667,Green,4NL2
4NL2_1_44330,75.2,89,Green,4NL2
4NL2_1_44331,74,88.66666666666667,Green,4NL2
4NL2_1_44332,74.9,84.66666666666667,Green,4NL2
4NL2_1_44333,73.7,86.33333333333333,Green,4NL2
4NL2_1_44334,74.6,85,Green,4NL2
4NL2_1_44335,76.4,85,Green,4NL2
4NL2_1_44336,78.2,92,Green,4NL2
4NL2_1_44337,77.30000000000001,90,Green,4NL2
4NL2_1_44338,78.2,92,Green,4NL2
4NL2_1_44339,78.2,97,Green,4NL2
4NL2_1_44340,80.6,97,Green,4NL2
4NL2_1_44341,76.69999999999999,96.66666666666667,Green,4NL2
4NL2_1_44342,75.5,97.33333333333333,Green,4NL2
4NL2_1_44343,68,NA,NA,4NL2
4NL2_1_44344,NA,NA,NA,4NL2
4NL2_1_44345,NA,NA,NA,4NL2
4NL2_1_44346,NA,NA,NA,4NL2
4NL2_1_44347,NA,NA,NA,4NL2
4NL2_1_44348,68.6,NA,NA,4NL2
4NL2_1_44349,70.1,98.33333333333333,Green,4NL2
4NL2_1_44350,74,99,Green,4NL2
4NL2_1_44351,76.1,97.66666666666667,Green,4NL2
4NL2_1_44352,78.5,99,Green,4NL2
4NL2_1_44353,78.5,99,Green,4NL2
4NL2_1_44354,78.5,98.66666666666667,Green,4NL2
4NL2_1_44355,78.5,99,Green,4NL2
4NL2_1_44356,83,98.33333333333333,Green,4NL2
4NL2_1_44357,85.69999999999999,84.66666666666667,Green,4NL2
4NL2_1_44358,86.6,80,Green,4NL2
4NL2_1_44359,86.6,86.33333333333333,Green,4NL2
4NL2_1_44360,85.1,71.33333333333333,Green,4NL2
4NL2_1_44361,84.5,84,Green,4NL2
4NL2_1_44362,85.1,89,Green,4NL2
4NL2_1_44363,85.1,84.33333333333333,Green,4NL2
4NL2_1_44364,85.4,90.66666666666667,Green,4NL2
4NL2_1_44365,86,94.33333333333333,Green,4NL2
4NL2_1_44366,84.5,94.66666666666667,Green,4NL2
4NL2_1_44367,83,92.66666666666667,Green,4NL2
4NL2_1_44368,82.1,91,Green,4NL2
4NL2_1_44369,80.9,90,Green,4NL2
4NL2_1_44370,80.6,90.33333333333333,Green,4NL2
4NL2_1_44371,81.19999999999999,89.66666666666667,Green,4NL2
4NL2_1_44372,81.19999999999999,95,Green,4NL2
4NL2_1_44373,80.6,97.33333333333333,Green,4NL2
4NL2_1_44374,80.6,99,Green,4NL2
4NL2_1_44375,79.7,98.33333333333333,Green,4NL2
4NL2_1_44376,80.6,98,Green,4NL2
4NL2_1_44377,79.4,99,Green,4NL2
4NL2_1_44378,79.7,98.66666666666667,Green,4NL2
4NL2_1_44379,78.80000000000001,98,Green,4NL2
4NL2_1_44380,79.1,98,Green,4NL2
4NL2_1_44381,80.3,98.33333333333333,Green,4NL2
4NL2_1_44382,81.19999999999999,97.66666666666667,Green,4NL2
4NL2_1_44383,80.6,99,Green,4NL2
4NL2_1_44384,79.4,99,Green,4NL2
4NL2_1_44385,76.1,96,Green,4NL2
4NL2_1_44386,76.4,93.66666666666667,Green,4NL2
4NL2_1_44387,74.6,95.33333333333333,Green,4NL2
4NL2_1_44388,74.30000000000001,95,Green,4NL2
4NL2_1_44389,74.6,95.33333333333333,Green,4NL2
4NL2_1_44390,76.69999999999999,96,Green,4NL2
4NL2_1_44391,77.6,97.33333333333333,Green,4NL2
4NL2_1_44392,75.5,99,Green,4NL2
4NL2_1_44393,74.9,98.33333333333333,Green,4NL2
4NL2_1_44394,74.9,98,Green,4NL2
4NL2_1_44395,75.8,99,Green,4NL2
4NL2_1_44396,77,99,Green,4NL2
4NL2_1_44397,78.2,98.33333333333333,Green,4NL2
4NL2_1_44398,77,98.33333333333333,Green,4NL2
4NL2_1_44399,78.80000000000001,99,Green,4NL2
4NL2_1_44400,79.1,97.33333333333333,Green,4NL2
4NL2_1_44401,81.5,98,Green,4NL2
4NL2_1_44402,78.80000000000001,99,Green,4NL2
4NL2_1_44403,NA,98,Green,4NL2
4NL2_1_44404,NA,97.66666666666667,Green,4NL2
4NL2_1_44405,NA,97.66666666666667,Green,4NL2
4NL2_1_44406,79.4,98.33333333333333,Green,4NL2
4NL2_1_44407,72.5,97.66666666666667,Green,4NL2
4NL2_1_44408,74,96.66666666666667,Green,4NL2
4NL2_1_44409,74.9,97.33333333333333,Green,4NL2
4NL2_1_44410,73.7,97.33333333333333,Green,4NL2
4NL2_1_44411,74.9,97.33333333333333,Green,4NL2
4NL2_1_44412,75.8,98,Green,4NL2
4NL2_1_44413,74.9,96,Green,4NL2
4NL2_1_44414,75.8,97,Green,4NL2
4NL2_1_44415,77.9,97,Green,4NL2
4NL2_1_44416,78.5,98.33333333333333,Green,4NL2
4NL2_1_44417,78.80000000000001,97.66666666666667,Green,4NL2
4NL2_1_44418,81.5,98.66666666666667,Green,4NL2
4NL2_1_44419,79.4,99,Green,4NL2
4NL2_1_44420,76.4,98,Green,4NL2
4NL2_1_44421,74,99,Green,4NL2
4NL2_1_44422,74,97.66666666666667,Green,4NL2
4NL2_1_44423,73.7,96.33333333333333,Green,4NL2
4NL2_1_44424,74,96.66666666666667,Green,4NL2
4NL2_1_44425,75.5,97,Green,4NL2
4NL2_1_44426,76.69999999999999,97,Green,4NL2
4NL2_1_44427,77.6,99,Green,4NL2
4NL2_1_44428,77,97.66666666666667,Green,4NL2
4NL2_1_44429,75.8,99,Green,4NL2
4NL2_1_44430,74.6,97.33333333333333,Green,4NL2
4NL2_1_44431,76.1,97,Green,4NL2
4NL2_1_44432,79.4,97.66666666666667,Green,4NL2
4NL2_1_44433,75.8,97.66666666666667,Green,4NL2
4NL2_1_44434,77.30000000000001,97.33333333333333,Green,4NL2
4NL2_1_44435,78.80000000000001,98,Green,4NL2
4NL2_1_44436,79.7,98,Green,4NL2
4NL2_1_44437,77.6,98,Green,4NL2
4NL2_1_44438,74.6,99,Green,4NL2
4NL2_1_44439,71.6,97.66666666666667,Green,4NL2
4NL2_1_44440,73.1,98.33333333333333,Green,4NL2
4NL2_1_44441,71.3,98.33333333333333,Green,4NL2
4NL2_1_44442,71.3,95.33333333333333,Green,4NL2
4NL2_1_44443,71.9,96.33333333333333,Green,4NL2
4NL2_1_44444,73.7,98.33333333333333,Green,4NL2
4NL2_1_44445,75.5,97.66666666666667,Green,4NL2
4NL2_1_44446,76.1,97.66666666666667,Green,4NL2
4NL2_1_44447,72.19999999999999,95.66666666666667,Green,4NL2
4NL2_1_44448,71.9,96.33333333333333,Green,4NL2
4NL2_1_44449,72.5,97.66666666666667,Green,4NL2
4NL2_1_44450,76.4,97.66666666666667,Green,4NL2
4NL2_1_44451,77,98.33333333333333,Green,4NL2
4NL2_1_44452,75.8,98.66666666666667,Green,4NL2
4NL2_1_44453,75.8,98.33333333333333,Green,4NL2
4NL2_1_44454,71.9,97,Green,4NL2
4NL2_1_44455,72.80000000000001,97.66666666666667,Green,4NL2
4NL2_1_44456,76.4,96.33333333333333,Green,4NL2
4NL2_1_44457,74.9,97.33333333333333,Green,4NL2
4NL2_1_44458,76.69999999999999,98.33333333333333,Green,4NL2
4NL2_1_44459,75.8,98,Green,4NL2
4NL2_1_44460,68.9,97.66666666666667,Green,4NL2
4NL2_1_44461,68.6,96,Green,4NL2
4NL2_1_44462,68.9,97.66666666666667,Green,4NL2
4NL2_1_44463,71,98,Green,4NL2
4NL2_1_44464,68.6,97,Green,4NL2
4NL2_1_44465,73.7,97,Green,4NL2
4NL2_1_44466,75.8,98.66666666666667,Green,4NL2
4NL2_1_44467,73.1,98.33333333333333,Green,4NL2
4NL2_1_44468,75.5,98.66666666666667,Green,4NL2
4NL2_1_44469,74.9,98.66666666666667,Green,4NL2
4NL2_1_44470,73.1,98.33333333333333,Green,4NL2
4NL2_1_44471,71.3,97.66666666666667,Green,4NL2
4NL2_1_44472,70.7,99,Green,4NL2
4NL2_1_44473,73.1,99,Green,4NL2
4NL2_1_44474,68.6,98.33333333333333,Green,4NL2
4NL2_1_44475,68,98.66666666666667,Green,4NL2
4NL2_1_44476,68.9,97.33333333333333,Green,4NL2
4NL2_1_44477,70.7,98.33333333333333,Green,4NL2
4NL2_1_44478,73.1,98.66666666666667,Green,4NL2
4NL2_1_44479,73.1,99,Green,4NL2
4NL2_1_44480,67.69999999999999,98.33333333333333,Green,4NL2
4NL2_1_44481,67.69999999999999,98.33333333333333,Green,4NL2
4NL2_1_44482,68.9,98.33333333333333,Green,4NL2
4NL2_1_44483,67.69999999999999,99,Green,4NL2
4NL2_1_44484,66.2,99,Green,4NL2
4NL2_1_44485,67.4,98.33333333333333,Green,4NL2
4NL2_1_44486,68.6,97.33333333333333,Green,4NL2
4NL2_1_44487,69.5,94.33333333333333,Green,4NL2
4NL2_1_44488,69.2,98,Green,4NL2
4NL2_1_44489,69.80000000000001,98.66666666666667,Green,4NL2
4NL2_1_44490,67.69999999999999,97.33333333333333,Green,4NL2
4NL2_1_44491,67.4,98,Green,4NL2
4NL2_1_44492,67.69999999999999,98.33333333333333,Green,4NL2
4NL2_1_44493,66.5,97.66666666666667,Green,4NL2
4NL2_1_44494,66.5,98.66666666666667,Green,4NL2
4NL2_1_44495,66.8,97.33333333333333,Green,4NL2
4NL2_1_44496,66.5,96,Green,4NL2
4NL2_1_44497,66.2,97.66666666666667,Green,4NL2
4NL2_1_44498,66.2,97.66666666666667,Green,4NL2
4NL2_1_44499,66.5,98.66666666666667,Green,4NL2
4NL2_1_44500,65.6,95,Green,4NL2
4NL2_1_44501,65.6,96.66666666666667,Green,4NL2
4NL2_1_44502,66.2,96,Green,4NL2
4NL2_1_44503,65.30000000000001,95.66666666666667,Green,4NL2
4NL2_1_44504,65.30000000000001,95.66666666666667,Green,4NL2
4NL2_1_44505,65.30000000000001,94.66666666666667,Green,4NL2
4NL2_1_44506,66.5,95,Green,4NL2
4NL2_1_44507,66.8,97,Green,4NL2
4NL2_1_44508,66.8,98,Green,4NL2
4NL2_1_44509,66.2,98.66666666666667,Green,4NL2
4NL2_1_44510,65.9,96.66666666666667,Green,4NL2
4NL2_1_44511,65.6,93.33333333333333,Green,4NL2
4NL2_1_44512,66.2,87.66666666666667,Green,4NL2
4NL2_1_44513,64.7,89,Green,4NL2
4NL2_1_44514,65,85.33333333333333,Green,4NL2
4NL2_1_44515,63.800000000000004,77.33333333333333,Green,4NL2
4NL2_1_44516,63.2,79.33333333333333,Green,4NL2
4NL2_1_44517,63.5,87.66666666666667,Green,4NL2
4NL2_1_44518,59,93,Green,4NL2
4NL2_1_44519,59.3,98,Green,4NL2
4NL2_1_44520,59.900000000000006,93.66666666666667,Green,4NL2
4NL2_1_44521,60.8,94.33333333333333,Green,4NL2
4NL2_1_44522,NA,NA,NA,4NL2
4NL2_1_44523,NA,NA,NA,4NL2
4NL2_1_44524,NA,NA,NA,4NL2
4NL2_1_44525,NA,NA,NA,4NL2
4NL2_1_44526,NA,NA,NA,4NL2
4NL2_1_44527,NA,NA,NA,4NL2
4NL2_1_44528,NA,NA,NA,4NL2
4NL2_1_44529,85.4,NA,NA,4NL2
4NL2_1_44530,84.5,97,Green,4NL2
4NL2_1_44531,83.9,95,Green,4NL2
4NL2_1_44532,84.2,94,Green,4NL2
4NL2_1_44533,84.5,96,Green,4NL2
4NL2_1_44534,84.8,95.33333333333333,Green,4NL2
4NL2_1_44535,84.5,93,Green,4NL2
4NL2_1_44536,85.4,97,Green,4NL2
4NL2_1_44537,85.69999999999999,96.66666666666667,Green,4NL2
4NL2_1_44538,84.8,96,Green,4NL2
4NL2_1_44539,83.6,96.66666666666667,Green,4NL2
4NL2_1_44540,83.9,96.66666666666667,Green,4NL2
4NL2_1_44541,83.6,96.33333333333333,Green,4NL2
4NL2_1_44542,83.30000000000001,96.66666666666667,Green,4NL2
4NL2_1_44543,82.1,98,Green,4NL2
4NL2_1_44544,80.9,97.33333333333333,Green,4NL2
4NL2_1_44545,79.7,96.66666666666667,Green,4NL2
4NL2_1_44546,80.3,97,Green,4NL2
4NL2_1_44547,80,96.66666666666667,Green,4NL2
4NL2_1_44548,79.7,97,Green,4NL2
4NL2_1_44549,79.4,97,Green,4NL2
4NL2_1_44550,78.94999999999999,96.33333333333333,Green,4NL2
4NL2_1_44551,77.6,97,Green,4NL2
4NL2_1_44552,77.9,97.66666666666667,Green,4NL2
4NL2_1_44553,77,96.33333333333333,Green,4NL2
4NL2_1_44554,77.6,93.66666666666667,Green,4NL2
4NL2_1_44555,77.6,91.66666666666667,Green,4NL2
4NL2_1_44556,75.8,97,Green,4NL2
4NL2_1_44557,76.4,91.66666666666667,Green,4NL2
4NL2_1_44558,74.9,92,Green,4NL2
4NL2_1_44559,74.6,93.33333333333333,Green,4NL2
4NL2_1_44560,75.2,93.33333333333333,Green,4NL2
4NL2_1_44561,75.5,93.66666666666667,Green,4NL2
4NL2_1_44562,74.30000000000001,94,Green,4NL2
4NL2_1_44563,73.4,95,Green,4NL2
4NL2_1_44564,73.7,86.33333333333333,Green,4NL2
4NL2_1_44565,73.1,90.66666666666667,Green,4NL2
4NL2_1_44566,74,92.33333333333333,Green,4NL2
4NL2_1_44567,74.30000000000001,91,Green,4NL2
4NL2_1_44568,73.7,89.66666666666667,Green,4NL2
4NL2_1_44569,71.9,95,Green,4NL2
4NL2_1_44570,75.5,95.33333333333333,Green,4NL2
4NL2_1_44571,74.9,94,Green,4NL2
4NL2_1_44572,73.7,95.66666666666667,Green,4NL2
4NL2_1_44573,74.30000000000001,82.66666666666667,Green,4NL2
4NL2_1_44574,74,70.66666666666667,Green,4NL2
4NL2_1_44575,73.4,71.66666666666667,Green,4NL2
4NL2_1_44576,72.80000000000001,74.33333333333333,Green,4NL2
4NL2_1_44577,72.5,80.66666666666667,Green,4NL2
4NL2_1_44578,73.4,83.33333333333333,Green,4NL2
4NL2_1_44579,73.4,75.66666666666667,Green,4NL2
4NL2_1_44580,73.4,85.33333333333333,Green,4NL2
4NL2_1_44581,71.9,89.33333333333333,Green,4NL2
4NL2_1_44582,71.6,86.33333333333333,Green,4NL2
4NL2_1_44583,73.1,86,Green,4NL2
4NL2_1_44584,73.1,83.33333333333333,Green,4NL2
4NL2_1_44585,73.4,82.66666666666667,Green,4NL2
4NL2_1_44586,72.5,83.33333333333333,Green,4NL2
4NL2_1_44587,71.9,81,Green,4NL2
4NL2_1_44588,73.1,84,Green,4NL2
4NL2_1_44589,72.5,74.66666666666667,Green,4NL2
4NL2_1_44590,72.5,76.66666666666667,Green,4NL2
4NL2_1_44591,73.4,76.33333333333333,Green,4NL2
4NL2_1_44592,72.80000000000001,83.33333333333333,Green,4NL2
4NL2_1_44593,72.80000000000001,85.66666666666667,Green,4NL2
4NL2_1_44594,71.9,81,Green,4NL2
4NL2_1_44595,69.5,88.66666666666667,Green,4NL2
4NL2_1_44596,70.4,90.33333333333333,Green,4NL2
4NL2_1_44597,69.2,91.66666666666667,Green,4NL2
4NL2_1_44598,71.9,85.33333333333333,Green,4NL2
4NL2_1_44599,71.9,84.33333333333333,Green,4NL2
4NL2_1_44600,71.9,84.33333333333333,Green,4NL2
4NL2_1_44601,72.19999999999999,82.66666666666667,Green,4NL2
4NL2_1_44602,72.19999999999999,85,Green,4NL2
4NL2_1_44603,72.19999999999999,89,Green,4NL2
4NL2_1_44604,71.9,85,Green,4NL2
4NL2_1_44605,71.6,81.66666666666667,Green,4NL2
4NL2_1_44606,71.3,81.66666666666667,Green,4NL2
4NL2_1_44607,71.3,82.66666666666667,Green,4NL2
4NL2_1_44608,72.19999999999999,92,Green,4NL2
4NL2_1_44609,71.6,84,Green,4NL2
4NL2_1_44610,71,79.33333333333333,Green,4NL2
4NL2_1_44611,71.6,77.66666666666667,Green,4NL2
4NL2_1_44612,70.4,87.66666666666667,Green,4NL2
4NL2_1_44613,71.6,92,Green,4NL2
4NL2_1_44614,72.19999999999999,89.66666666666667,Green,4NL2
4NL2_1_44615,71.6,78.33333333333333,Green,4NL2
4NL2_1_44616,71,81.33333333333333,Green,4NL2
4NL2_1_44617,71,81.66666666666667,Green,4NL2
4NL2_1_44618,70.7,79,Green,4NL2
4NL2_1_44619,71,86,Green,4NL2
4NL2_1_44620,71,88.66666666666667,Green,4NL2
4NL2_1_44621,71.6,94.33333333333333,Green,4NL2
4NL2_1_44622,71.3,94,Green,4NL2
4NL2_1_44623,70.1,94.66666666666667,Green,4NL2
4NL2_1_44624,70.1,91.33333333333333,Green,4NL2
4NL2_1_44625,71.6,96.33333333333333,Green,4NL2
4NL2_1_44626,71,96.33333333333333,Green,4NL2
4NL2_1_44627,70.4,86.33333333333333,Green,4NL2
4NL2_1_44628,70.1,83.33333333333333,Green,4NL2
4NL2_1_44629,70.1,89,Green,4NL2
4NL2_1_44630,70.1,85.66666666666667,Green,4NL2
4NL2_1_44631,70.7,84.33333333333333,Green,4NL2
4NL2_1_44632,70.4,85.66666666666667,Green,4NL2
4NL2_1_44633,70.1,89,Green,4NL2
4NL2_1_44634,70.7,93.66666666666667,Green,4NL2
4NL2_1_44635,70.7,94.66666666666667,Green,4NL2
4NL2_1_44636,71,94.66666666666667,Green,4NL2
4NL2_1_44637,70.4,96.66666666666667,Green,4NL2
4NL2_1_44638,70.1,95.66666666666667,Green,4NL2
4NL2_1_44639,70.4,93.66666666666667,Green,4NL2
4NL2_1_44640,70.4,95.66666666666667,Green,4NL2
4NL2_1_44641,71,95.66666666666667,Green,4NL2
4NL2_1_44642,69.2,98.33333333333333,Green,4NL2
4NL2_1_44643,69.80000000000001,98,Green,4NL2
4NL2_1_44644,70.1,96.66666666666667,Green,4NL2
4NL2_1_44645,70.7,97.33333333333333,Green,4NL2
4NL2_1_44646,70.4,96.66666666666667,Green,4NL2
4NL2_1_44647,69.2,96.66666666666667,Green,4NL2
4NL2_1_44648,69.5,96.66666666666667,Green,4NL2
4NL2_1_44649,69.2,96.66666666666667,Green,4NL2
4NL2_1_44650,68.9,98.66666666666667,Green,4NL2
4NL2_1_44651,69.80000000000001,97.33333333333333,Green,4NL2
4NL2_1_44652,69.5,97.33333333333333,Green,4NL2
4NL2_1_44653,69.2,98.33333333333333,Green,4NL2
4NL2_1_44654,68.9,98.33333333333333,Green,4NL2
4NL2_1_44655,68.30000000000001,98.33333333333333,Green,4NL2
4NL2_1_44656,68.9,97,Green,4NL2
4NL2_1_44657,68.30000000000001,97,Green,4NL2
4NL2_1_44658,68.30000000000001,97,Green,4NL2
4NL2_1_44659,68.9,97,Green,4NL2
4NL2_1_44660,68.9,98,Green,4NL2
4NL2_1_44661,69.80000000000001,96,Green,4NL2
4NL2_1_44662,68.30000000000001,99,Green,4NL2
4NL2_1_44663,69.2,98,Green,4NL2
4NL2_1_44664,68,98.66666666666667,Green,4NL2
4NL2_1_44665,68.30000000000001,97.66666666666667,Green,4NL2
4NL2_1_44666,68,98,Green,4NL2
4NL2_1_44667,68,97.66666666666667,Green,4NL2
4NL2_1_44668,67.4,97.66666666666667,Green,4NL2
4NL2_1_44669,68.6,98,Green,4NL2
4NL2_1_44670,67.4,97.66666666666667,Green,4NL2
4NL2_1_44671,67.1,96.33333333333333,Green,4NL2
4NL2_1_44672,67.69999999999999,97.33333333333333,Green,4NL2
4NL2_1_44673,69.5,98.33333333333333,Green,4NL2
4NL2_1_44674,74,98.66666666666667,Green,4NL2
4NL2_1_44675,67.69999999999999,97.33333333333333,Green,4NL2
4NL2_1_44676,66.8,98,Green,4NL2
4NL2_1_44677,66.8,96.66666666666667,Green,4NL2
4NL2_1_44678,66.8,96,Green,4NL2
4NL2_1_44679,67.1,96,Green,4NL2
4NL2_1_44680,67.1,98,Green,4NL2
4NL2_1_44681,68.6,97.66666666666667,Green,4NL2
4NL2_1_44682,66.5,97,Green,4NL2
